sample,seed,sw_stat_mismatch,status,trise_s,tfall_s,tpdlh_s,tpdhl_s,ipeak_source_a,ipeak_sink_a,vout_max_v,vout_min_v,vin_max_v,vin_min_v,indrv_max_v,indrv_min_v,n1_max_v,n1_min_v,n2_max_v,n2_min_v,n3_max_v,n3_min_v,n4_max_v,n4_min_v,n5_max_v,n5_min_v
baseline,,unset (plain harness deck),ok,3.769274e-09,3.847896e-09,3.216131e-09,3.330549e-09,1.6215295648,1.3905655839,6.005018039,-0.003052490676,3.3,0.0,6.0001239584,-0.00161391848,6.1106281556,-0.04685259329,6.0768891945,-0.04253035208,6.0539972717,-0.02994485111,6.0517263413,-0.02934355156,6.0516915891,-0.02881486702
0,20260204,0,ok,3.769274e-09,3.847896e-09,3.216131e-09,3.330549e-09,1.6215295648,1.3905655839,6.005018039,-0.003052490676,3.3,0.0,6.0001239584,-0.00161391848,6.1106281556,-0.04685259329,6.0768891945,-0.04253035208,6.0539972717,-0.02994485111,6.0517263413,-0.02934355156,6.0516915891,-0.02881486702
0,25260204,0,ok,3.769274e-09,3.847896e-09,3.216131e-09,3.330549e-09,1.6215295648,1.3905655839,6.005018039,-0.003052490676,3.3,0.0,6.0001239584,-0.00161391848,6.1106281556,-0.04685259329,6.0768891945,-0.04253035208,6.0539972717,-0.02994485111,6.0517263413,-0.02934355156,6.0516915891,-0.02881486702
1,20260205,1,ok,3.772225e-09,3.848407e-09,3.218167e-09,3.332861e-09,1.620017022,1.3886139742,6.0049975381,-0.003055485773,3.3,0.0,6.0000954662,-0.001483398671,6.1088944583,-0.04700698199,6.0773014228,-0.04255343928,6.0545784746,-0.02994576173,6.0516753163,-0.02925408508,6.0514029621,-0.02890389771
2,20260206,1,ok,3.770582e-09,3.847358e-09,3.21568e-09,3.331537e-09,1.622986727,1.3850685913,6.0050001395,-0.003049251654,3.3,0.0,6.0000894706,-0.001772789321,6.1097067221,-0.04781786837,6.076600194,-0.04278920815,6.054555428,-0.02992074223,6.0517144283,-0.02933589497,6.0515825343,-0.02894456351
3,20260207,1,ok,3.750889e-09,3.843084e-09,3.208928e-09,3.325538e-09,1.6284956505,1.3982766294,6.0049733821,-0.003049422041,3.3,0.0,6.0001234252,-0.001686244041,6.1091355818,-0.04688625337,6.0772602377,-0.0424341461,6.0547330833,-0.02986010161,6.0515838872,-0.02947108378,6.0519745064,-0.02893918366
4,20260208,1,ok,3.761187e-09,3.858107e-09,3.207018e-09,3.339309e-09,1.6262449355,1.3886405654,6.0050621222,-0.003029214849,3.3,0.0,6.0001356527,-0.001632277733,6.1092851222,-0.04660654858,6.077262084,-0.04242868417,6.0543440388,-0.02992278708,6.0514877995,-0.02909939482,6.0518036726,-0.02884094637
5,20260209,1,ok,3.782488e-09,3.847399e-09,3.224086e-09,3.329275e-09,1.6167207778,1.3940128308,6.0050481645,-0.003077704037,3.3,0.0,6.000090362,-0.001615982665,6.1087723721,-0.04690087797,6.077251337,-0.04261131483,6.054379579,-0.03000376662,6.0520102447,-0.02948644315,6.0515446673,-0.02885737384
6,20260210,1,ok,3.771065e-09,3.852063e-09,3.218274e-09,3.334827e-09,1.6233742928,1.3872039148,6.005056383,-0.003072896355,3.3,0.0,6.0000934475,-0.001683943291,6.1126785308,-0.04735326622,6.077341837,-0.04253577943,6.0542189346,-0.02987779571,6.0518712873,-0.02943832714,6.0518922708,-0.02891504482
7,20260211,1,ok,3.764836e-09,3.845509e-09,3.212881e-09,3.331023e-09,1.6233600738,1.3989352819,6.0050229907,-0.003043628904,3.3,0.0,6.0000915969,-0.001400243895,6.109107817,-0.04719571468,6.0763691376,-0.04245685925,6.0550000783,-0.02999759477,6.0522838887,-0.02940214311,6.0519341963,-0.02906427337
8,20260212,1,ok,3.759181e-09,3.85182e-09,3.213079e-09,3.332728e-09,1.6262357926,1.3901686139,6.0050586515,-0.003045613952,3.3,0.0,6.0000937556,-0.001732177518,6.1113738333,-0.04721340291,6.0762758887,-0.04231245308,6.0542377013,-0.02992996567,6.0516897215,-0.02940256163,6.0512089884,-0.0287148878
9,20260213,1,ok,3.786401e-09,3.844646e-09,3.224601e-09,3.328654e-09,1.6173414116,1.3892827022,6.0049969699,-0.003085041636,3.3,0.0,6.0000921601,-0.001689440592,6.1111583073,-0.04725429598,6.0759383906,-0.04249389804,6.0537733703,-0.03008044648,6.0509736322,-0.02929958559,6.0513891527,-0.02893095357
10,20260214,1,ok,3.775541e-09,3.84731e-09,3.217903e-09,3.333559e-09,1.6176805319,1.3950254078,6.004987914,-0.003073898385,3.3,0.0,6.0000895125,-0.001519200782,6.1108498514,-0.04743347752,6.0771932548,-0.04239803965,6.0548590924,-0.02986804876,6.051670354,-0.02929987308,6.0514108389,-0.02889373382
