sample,seed,sw_stat_mismatch,status,trise_s,tfall_s,tpdlh_s,tpdhl_s,ipeak_source_a,ipeak_sink_a,vout_max_v,vout_min_v,vin_max_v,vin_min_v,indrv_max_v,indrv_min_v,n1_max_v,n1_min_v,n2_max_v,n2_min_v,n3_max_v,n3_min_v,n4_max_v,n4_min_v,n5_max_v,n5_min_v
baseline,,unset (plain harness deck),ok,5.381211e-09,5.345847e-09,4.561937e-09,4.628141e-09,1.1785725803,1.015393258,6.0056461117,-0.003520370354,3.3,0.0,6.0005261991,-0.005075013283,6.1199759728,-0.05424079265,6.0846149231,-0.04587271097,6.0615616789,-0.03357001944,6.059340032,-0.03290700526,6.0598024082,-0.03255319676
0,20330204,0,ok,5.381211e-09,5.345847e-09,4.561937e-09,4.628141e-09,1.1785725803,1.015393258,6.0056461117,-0.003520370354,3.3,0.0,6.0005261991,-0.005075013283,6.1199759728,-0.05424079265,6.0846149231,-0.04587271097,6.0615616789,-0.03357001944,6.059340032,-0.03290700526,6.0598024082,-0.03255319676
0,25330204,0,ok,5.381211e-09,5.345847e-09,4.561937e-09,4.628141e-09,1.1785725803,1.015393258,6.0056461117,-0.003520370354,3.3,0.0,6.0005261991,-0.005075013283,6.1199759728,-0.05424079265,6.0846149231,-0.04587271097,6.0615616789,-0.03357001944,6.059340032,-0.03290700526,6.0598024082,-0.03255319676
1,20330205,1,ok,5.385341e-09,5.351124e-09,4.564368e-09,4.630985e-09,1.1795117412,1.0235412285,6.005718718,-0.003576458245,3.3,0.0,6.0020955316,-0.005447120751,6.1184207078,-0.05434053042,6.0841384956,-0.04548374033,6.0630396808,-0.03365527761,6.0602610354,-0.03270395646,6.0602794227,-0.03271939119
2,20330206,1,ok,5.365558e-09,5.350205e-09,4.551225e-09,4.629816e-09,1.1829554268,1.0240057048,6.0057294593,-0.003507997795,3.3,0.0,6.0009149592,-0.004941295604,6.1204754195,-0.05440029419,6.0844994274,-0.04587414634,6.0613334416,-0.03357542527,6.0593727887,-0.03290098293,6.0600081416,-0.03253902883
3,20330207,1,ok,5.370176e-09,5.347346e-09,4.556009e-09,4.626192e-09,1.1812669905,1.0214779308,6.0057458699,-0.003499635298,3.3,0.0,6.0005811325,-0.004837609658,6.1172569391,-0.05397561636,6.0842258976,-0.0454193751,6.0623450046,-0.03355789777,6.0592030806,-0.03301234532,6.059726111,-0.03258962742
4,20330208,1,ok,5.381097e-09,5.344833e-09,4.56033e-09,4.625454e-09,1.1793790591,1.0225216973,6.0057070628,-0.003514706984,3.3,0.0,6.0010662549,-0.005524715931,6.1173740534,-0.05417944203,6.084643832,-0.04535281931,6.0632302976,-0.03325288734,6.0590536571,-0.03305644666,6.0598922736,-0.0327146138
5,20330209,1,ok,5.378839e-09,5.34008e-09,4.56277e-09,4.623248e-09,1.1794176382,1.0209066219,6.0056684889,-0.00354263316,3.3,0.0,6.0010614386,-0.004957361099,6.1192794927,-0.05443961605,6.0847740091,-0.04579063601,6.06185551,-0.03353412313,6.0590378142,-0.03297569069,6.0593878244,-0.03262886382
6,20330210,1,ok,5.383182e-09,5.3326e-09,4.561496e-09,4.62238e-09,1.1781221102,1.0258208837,6.0056670152,-0.003539969124,3.3,0.0,6.0017068187,-0.005070632811,6.1173796626,-0.05412438734,6.0845607966,-0.04584754768,6.0619592992,-0.03356117342,6.0599787641,-0.03283296783,6.059740876,-0.0328526955
7,20330211,1,ok,5.386911e-09,5.336055e-09,4.562396e-09,4.624951e-09,1.1803981015,1.0230785068,6.0056883213,-0.003561837141,3.3,0.0,6.0020160668,-0.005163815532,6.1199255163,-0.05398711901,6.0848789846,-0.04597539122,6.0615152349,-0.03320288989,6.0594398472,-0.03306534142,6.0599881306,-0.03255443733
