sample,seed,sw_stat_mismatch,status,trise_s,tfall_s,tpdlh_s,tpdhl_s,ipeak_source_a,ipeak_sink_a,vout_max_v,vout_min_v,vin_max_v,vin_min_v,indrv_max_v,indrv_min_v,n1_max_v,n1_min_v,n2_max_v,n2_min_v,n3_max_v,n3_min_v,n4_max_v,n4_min_v,n5_max_v,n5_min_v
15,20400219,1,ok,4.812717e-09,6.216374e-09,4.124908e-09,4.813666e-09,1.3950384263,0.93199047448,6.0048666689,-0.00233123214,3.3,0.0,6.0009206265,-0.0006032624131,6.0998923503,-0.04062664545,6.0839430511,-0.03919747918,6.0528696705,-0.02934887473,6.0492304165,-0.0271031416,6.0496849216,-0.02647528221
16,20400220,1,ok,4.809451e-09,6.223516e-09,4.127783e-09,4.817258e-09,1.3957496121,0.9303808783,6.0049625628,-0.002308190947,3.3,0.0,6.0009372239,-0.0006053960735,6.1053173964,-0.04036361341,6.0831388052,-0.03950031988,6.0530274393,-0.02927455464,6.049276236,-0.02758428275,6.0496710276,-0.02652402419
17,20400221,1,ok,4.807154e-09,6.213148e-09,4.124162e-09,4.810947e-09,1.3971883225,0.93373243401,6.0049094792,-0.002290248718,3.3,0.0,6.0009299487,-0.0006077038211,6.1054983199,-0.04080588462,6.0838408296,-0.03955069119,6.0527614065,-0.02930646017,6.0493978423,-0.02680934512,6.0496463888,-0.02671298063
18,20400222,1,ok,4.805031e-09,6.225178e-09,4.125817e-09,4.82079e-09,1.3968649424,0.93015870996,6.0049598082,-0.002332763674,3.3,0.0,6.0009073836,-0.0005951880314,6.1053234187,-0.04163860974,6.0843007001,-0.03958335158,6.0526720291,-0.02924101007,6.0497916144,-0.02716189481,6.0494268236,-0.0267011901
19,20400223,1,ok,4.792121e-09,6.206213e-09,4.119404e-09,4.807521e-09,1.4009590613,0.93214457685,6.0049055837,-0.00231052399,3.3,0.0,6.0009332914,-0.0006049066263,6.1044647237,-0.04062866715,6.0835835122,-0.03928051621,6.0524791432,-0.02927001605,6.0500206327,-0.02744884609,6.0494733079,-0.02651936229
20,20400224,1,ok,4.824383e-09,6.221732e-09,4.131395e-09,4.816986e-09,1.3914170192,0.93071718585,6.0049519402,-0.00232117772,3.3,0.0,6.0010033561,-0.0006008831807,6.0981775592,-0.04152615727,6.0831777629,-0.03960759544,6.0525690488,-0.0292082725,6.0495577879,-0.02748597695,6.0491739514,-0.02662466018
21,20400225,1,ok,4.809301e-09,6.219527e-09,4.129522e-09,4.81835e-09,1.3957395728,0.93036903844,6.0049426915,-0.002308987794,3.3,0.0,6.000909018,-0.0006033742685,6.1046842619,-0.04073417666,6.0837976961,-0.0395367241,6.053310922,-0.02918031071,6.0497619615,-0.02740471329,6.0495647671,-0.0265700519
22,20400226,1,ok,4.81095e-09,6.215999e-09,4.132456e-09,4.815443e-09,1.3954112613,0.93145919389,6.0049367608,-0.002298379416,3.3,0.0,6.0009092313,-0.0006028058965,6.1061815758,-0.04078490435,6.0842854096,-0.03947201708,6.0525635126,-0.02930697122,6.0499077406,-0.02753856671,6.0497565365,-0.026732767
23,20400227,1,ok,4.807972e-09,6.227597e-09,4.131606e-09,4.818057e-09,1.3958525682,0.92960939888,6.004938369,-0.002306077195,3.3,0.0,6.0009443907,-0.0006328528182,6.1044959437,-0.04084095852,6.0832858062,-0.03973902529,6.0530219167,-0.02921447459,6.0502712587,-0.02707459784,6.049690317,-0.02657561408
24,20400228,1,ok,4.810398e-09,6.216376e-09,4.127649e-09,4.813734e-09,1.3954101913,0.93295942954,6.0049005162,-0.002315949415,3.3,0.0,6.0009489154,-0.0006028897412,6.1037967188,-0.04030544745,6.0832546751,-0.03914258097,6.0528322925,-0.02931325478,6.0497357182,-0.02734168714,6.049270592,-0.02669226348
25,20400229,1,ok,4.820311e-09,6.225941e-09,4.133005e-09,4.822127e-09,1.3928222678,0.92202514841,6.0049496578,-0.00233714929,3.3,0.0,6.0009169112,-0.0006085609687,6.1040151148,-0.04081761321,6.0844368172,-0.03911745686,6.0529818922,-0.02929286011,6.0493614537,-0.02731424593,6.049416495,-0.02657639962
26,20400230,1,ok,4.80192e-09,6.221021e-09,4.128246e-09,4.819334e-09,1.3982924224,0.93079381718,6.0049524424,-0.002319957916,3.3,0.0,6.0020922705,-0.0006141865545,6.1055697477,-0.04124738089,6.0844901067,-0.03911767432,6.0530464322,-0.0292799024,6.049632214,-0.02737241976,6.0496856845,-0.02685791501
27,20400231,1,ok,4.814867e-09,6.247087e-09,4.128353e-09,4.83203e-09,1.3945214103,0.92862868513,6.0049685097,-0.002339917032,3.3,0.0,6.0009469146,-0.0006029403522,6.1011411282,-0.04097092323,6.0837668414,-0.03936206341,6.0532094702,-0.02926424094,6.0494273461,-0.02729538428,6.0496301146,-0.02687560313
28,20400232,1,ok,4.801526e-09,6.214828e-09,4.127055e-09,4.811516e-09,1.3975474713,0.93358866408,6.0049026132,-0.002316913164,3.3,0.0,6.0009074627,-0.0005992969783,6.1054244313,-0.04073472077,6.0829627706,-0.0398548099,6.0531032226,-0.02926759264,6.0493679275,-0.02723405115,6.0492004483,-0.02651668895
29,20400233,1,ok,4.807946e-09,6.206957e-09,4.128718e-09,4.80766e-09,1.3963710789,0.93260065103,6.0049152492,-0.002312329824,3.3,0.0,6.0017373441,-0.0006043098753,6.1036295672,-0.04114358747,6.0844294875,-0.03957573444,6.0523826617,-0.02925361602,6.0494933359,-0.02719895163,6.0496276727,-0.02680423788
30,20400234,1,ok,4.81051e-09,6.214019e-09,4.125427e-09,4.814858e-09,1.395989166,0.93369212831,6.0049054736,-0.002324071331,3.3,0.0,6.0015643797,-0.000604304746,6.1047123056,-0.0412216025,6.0841166668,-0.03963284605,6.0528297971,-0.02911756216,6.0493389319,-0.02714526296,6.0495301555,-0.02652961916
31,20400235,1,ok,4.821945e-09,6.238911e-09,4.128599e-09,4.826892e-09,1.3922481082,0.92745543737,6.0049967941,-0.002307250801,3.3,0.0,6.0010008816,-0.0006063139384,6.1046532907,-0.04122057196,6.0836740848,-0.03912442584,6.0530478597,-0.02930176723,6.0494110077,-0.02730337736,6.0488685393,-0.0265050439
32,20400236,1,ok,4.80603e-09,6.207306e-09,4.127569e-09,4.810739e-09,1.3962431333,0.93057044367,6.0049026571,-0.002310618242,3.3,0.0,6.0008819199,-0.0006061722301,6.1046120507,-0.04081429436,6.0844558287,-0.03971644818,6.053106066,-0.02932615083,6.0492488279,-0.02725831054,6.0498813028,-0.02639361317
33,20400237,1,ok,4.815324e-09,6.199106e-09,4.130617e-09,4.804168e-09,1.3934999233,0.93458282263,6.0048980373,-0.002314918872,3.3,0.0,6.0008681259,-0.000604159015,6.1067979881,-0.0415478899,6.0844497685,-0.03937861163,6.0523024891,-0.02921264457,6.0492657544,-0.02725613709,6.0492128591,-0.02642204972
34,20400238,1,ok,4.813084e-09,6.207143e-09,4.131531e-09,4.809637e-09,1.3936816166,0.93427592017,6.004887454,-0.002325022849,3.3,0.0,6.000865683,-0.000604420074,6.1033610509,-0.04123811112,6.083986824,-0.03971914911,6.0532768182,-0.02936844738,6.049824157,-0.02737301727,6.0495772049,-0.02650576175
35,20400239,1,ok,4.808439e-09,6.212313e-09,4.127292e-09,4.81533e-09,1.3959826671,0.93247298131,6.0048565653,-0.00229695168,3.3,0.0,6.0008784657,-0.0006032497858,6.1029466449,-0.04039522742,6.0843716424,-0.03948985867,6.0531912644,-0.0293212546,6.0498943515,-0.02718940302,6.0493165296,-0.02674902683
36,20400240,1,ok,4.810979e-09,6.231859e-09,4.128401e-09,4.820502e-09,1.3957244843,0.92498024142,6.0049705001,-0.002323877552,3.3,0.0,6.0020569206,-0.0006001290703,6.1021934029,-0.03941583278,6.0833830226,-0.03915487359,6.0528362656,-0.02928802004,6.0497585257,-0.02713075838,6.0489813645,-0.02646664771
37,20400241,1,ok,4.811318e-09,6.222474e-09,4.127795e-09,4.817403e-09,1.3957069245,0.93099077138,6.0049625928,-0.002328590545,3.3,0.0,6.0009112051,-0.0006018935224,6.1047529604,-0.04139194935,6.0840197483,-0.03969572234,6.0530615149,-0.02935856515,6.0488760983,-0.02722102403,6.0493454369,-0.02682529477
38,20400242,1,ok,4.796376e-09,6.186087e-09,4.123298e-09,4.796955e-09,1.3991773897,0.9361378192,6.0048201283,-0.002321484306,3.3,0.0,6.0009207523,-0.0006051819407,6.1056370488,-0.04103624119,6.0836289994,-0.03928251167,6.0529443014,-0.02936727937,6.0493951986,-0.0271899047,6.0494275217,-0.02653587435
39,20400243,1,ok,4.799646e-09,6.234164e-09,4.122623e-09,4.823758e-09,1.3993422321,0.92686003979,6.0049841052,-0.002317146496,3.3,0.0,6.0020374231,-0.0005997241041,6.1046370139,-0.04075165842,6.0843582908,-0.03977328494,6.0529153667,-0.02930138976,6.0491844713,-0.02746562085,6.0489112958,-0.0265634902
40,20400244,1,ok,4.823622e-09,6.206853e-09,4.133192e-09,4.80959e-09,1.3905297966,0.93133930873,6.0049214013,-0.002338678009,3.3,0.0,6.00089344,-0.0006030232384,6.0999320324,-0.04067081573,6.0842084997,-0.03933733388,6.0525065846,-0.02929912608,6.0495338562,-0.02727938734,6.0498953589,-0.02672399792
41,20400245,1,ok,4.81959e-09,6.225342e-09,4.128885e-09,4.819965e-09,1.3933835276,0.93129954877,6.0049320748,-0.002339446485,3.3,0.0,6.0013721919,-0.0006071515353,6.0997289861,-0.04074625014,6.0844775872,-0.03926190922,6.0526213633,-0.02917563577,6.0494412893,-0.02709339483,6.0493809273,-0.02640271644
42,20400246,1,ok,4.802534e-09,6.226905e-09,4.120975e-09,4.822402e-09,1.3982632013,0.92795814509,6.0049608062,-0.002318678955,3.3,0.0,6.0009246878,-0.0006033686632,6.1003603111,-0.04112800087,6.0843630663,-0.03953257331,6.0529770608,-0.02919591394,6.0493362275,-0.02730266668,6.049603919,-0.02650921741
43,20400247,1,ok,4.807055e-09,6.231254e-09,4.123309e-09,4.824331e-09,1.3969342012,0.92960855132,6.004952003,-0.002322423689,3.3,0.0,6.0008867359,-0.0005994549887,6.0993899954,-0.04062408331,6.0847047245,-0.03964937236,6.0532190868,-0.02927886494,6.0496196794,-0.0272298131,6.0497284327,-0.02670256794
44,20400248,1,ok,4.816827e-09,6.208622e-09,4.131168e-09,4.808975e-09,1.3939871809,0.93278933167,6.0049199482,-0.002312934381,3.3,0.0,6.0009536403,-0.0006050707569,6.102197207,-0.04101975689,6.0835213827,-0.0390175468,6.0531953435,-0.02926051592,6.0491945133,-0.02714615972,6.0492261072,-0.02627839168
45,20400249,1,ok,4.80234e-09,6.219117e-09,4.127284e-09,4.81911e-09,1.3984470172,0.9303046753,6.0049415151,-0.002315417218,3.3,0.0,6.0020911399,-0.0006114561645,6.1056061354,-0.04156505852,6.084288284,-0.03953078727,6.05288005,-0.02912327371,6.0493236474,-0.02747254256,6.0495628568,-0.02629459648
46,20400250,1,ok,4.807099e-09,6.224128e-09,4.127526e-09,4.816632e-09,1.396990464,0.92978488554,6.0049597456,-0.00229419817,3.3,0.0,6.0008896427,-0.0006070737994,6.1049842981,-0.04025553708,6.0838396732,-0.03978121318,6.0530514581,-0.02929942695,6.0489168468,-0.0271259102,6.0495620725,-0.02638673333
47,20400251,1,ok,4.809777e-09,6.211806e-09,4.132067e-09,4.809259e-09,1.3950823031,0.93136757524,6.0049198262,-0.002332362441,3.3,0.0,6.0019028528,-0.0006041748272,6.1047793367,-0.04071836741,6.083556889,-0.03935946874,6.0521098881,-0.02921393554,6.0496245055,-0.02726581928,6.0493459974,-0.02634510732
48,20400252,1,ok,4.808273e-09,6.187536e-09,4.127592e-09,4.79576e-09,1.3965634486,0.93448279914,6.0048588794,-0.002292359141,3.3,0.0,6.0008795175,-0.0006031444904,6.1057439692,-0.04057004443,6.0838755507,-0.03935305146,6.0514718438,-0.02944165243,6.0490913357,-0.02751955833,6.049342748,-0.02638827925
49,20400253,1,ok,4.827789e-09,6.217098e-09,4.134631e-09,4.813304e-09,1.3901146143,0.92689886619,6.0049320817,-0.002334588438,3.3,0.0,6.0019910378,-0.0006046498393,6.0996917553,-0.04041261235,6.0841722817,-0.03935436807,6.0528623955,-0.02929372528,6.0494270252,-0.02733038952,6.04921939,-0.02645802111
50,20400254,1,ok,4.812109e-09,6.207143e-09,4.128449e-09,4.806679e-09,1.3954689879,0.93236984125,6.0049152887,-0.002327514275,3.3,0.0,6.0019589039,-0.0006024790847,6.1043754814,-0.04068949103,6.0828713073,-0.0396479504,6.0529284837,-0.02924963185,6.0501385367,-0.02745717075,6.0499100222,-0.02648408116
51,20400255,1,ok,4.8122e-09,6.198506e-09,4.127367e-09,4.804388e-09,1.3952704568,0.93379405211,6.0048856726,-0.002331764257,3.3,0.0,6.0008749228,-0.000599568804,6.1027615028,-0.04092514994,6.0838051132,-0.03881962981,6.0527772153,-0.02925274947,6.0494224689,-0.02743839591,6.0491757967,-0.02661264677
52,20400256,1,ok,4.826174e-09,6.21383e-09,4.132618e-09,4.813088e-09,1.3905958888,0.93144761291,6.0049324527,-0.002316719152,3.3,0.0,6.0009300938,-0.0006035826202,6.1041854307,-0.04091044462,6.0849992804,-0.03946731287,6.0528271204,-0.02923370086,6.0494165326,-0.02742426876,6.0487132312,-0.02635558443
53,20400257,1,ok,4.805163e-09,6.231756e-09,4.116386e-09,4.828925e-09,1.3969650016,0.92973305612,6.0048979964,-0.00231521328,3.3,0.0,6.0020966558,-0.0006060730675,6.0980414429,-0.04101824029,6.0851292238,-0.03938895097,6.0529536421,-0.02923698052,6.0494876474,-0.02704398239,6.0493703382,-0.02632593858
54,20400258,1,ok,4.810079e-09,6.216913e-09,4.126418e-09,4.81705e-09,1.3945029045,0.93161776134,6.0049413951,-0.002324044605,3.3,0.0,6.0009452975,-0.0006063220943,6.1031153493,-0.04056320589,6.0849265877,-0.0391448396,6.0530638957,-0.02910703182,6.0495675307,-0.02754233945,6.0492206151,-0.02645296607
55,20400259,1,ok,4.801083e-09,6.237706e-09,4.11847e-09,4.831087e-09,1.3982151183,0.92880149461,6.0049126055,-0.002313826003,3.3,0.0,6.000921878,-0.0006036435618,6.1008595703,-0.04042755818,6.0845369811,-0.03956858887,6.052843227,-0.02929446363,6.0493803342,-0.02727818316,6.049247271,-0.02660049406
56,20400260,1,ok,4.803702e-09,6.230397e-09,4.125471e-09,4.821506e-09,1.3968545807,0.92985305633,6.0049075123,-0.002309531701,3.3,0.0,6.0009186792,-0.000600838549,6.1039862861,-0.04121345581,6.0837612204,-0.03963191574,6.053078464,-0.02919829357,6.0495698464,-0.02739972002,6.048993351,-0.02674618081
57,20400261,1,ok,4.805561e-09,6.217146e-09,4.120958e-09,4.816775e-09,1.396749699,0.93307828924,6.0049104835,-0.002318678639,3.3,0.0,6.0010381073,-0.0006048094673,6.1027030038,-0.04104683523,6.0845142396,-0.03918601296,6.0527541018,-0.02904702519,6.0492329082,-0.02734794007,6.0491352283,-0.02667118854
58,20400262,1,ok,4.800562e-09,6.218669e-09,4.11817e-09,4.813947e-09,1.3989544204,0.9332448816,6.0049191158,-0.00230496338,3.3,0.0,6.0009172923,-0.0006044688364,6.1034419266,-0.03991003233,6.0837583842,-0.03969452069,6.053007931,-0.02926245945,6.0493982504,-0.02687324292,6.0496492392,-0.0264385914
59,20400263,1,ok,4.815508e-09,6.237833e-09,4.126758e-09,4.824545e-09,1.3941787672,0.92829398627,6.0049974125,-0.002349280704,3.3,0.0,6.0015254925,-0.0006039780656,6.102830028,-0.04062539161,6.084040176,-0.03965463993,6.0531699468,-0.02931752817,6.0493143754,-0.02719423012,6.0491737719,-0.02641639659
60,20400264,1,ok,4.799457e-09,6.246997e-09,4.12245e-09,4.833051e-09,1.399521268,0.92890413554,6.0049692255,-0.002310237696,3.3,0.0,6.0020392447,-0.0006046712716,6.1050824845,-0.04104552464,6.084098795,-0.0396439243,6.0529165051,-0.02927197668,6.0495665212,-0.0270668493,6.0497544826,-0.02672186844
61,20400265,1,ok,4.804051e-09,6.244101e-09,4.121599e-09,4.828959e-09,1.3983274062,0.9263296464,6.004950868,-0.0022821845,3.3,0.0,6.0009526838,-0.000601792399,6.1017936541,-0.04028257188,6.084218787,-0.0392583184,6.0526181562,-0.0292720542,6.0493919879,-0.02712856734,6.0495515076,-0.02626280951
62,20400266,1,ok,4.818916e-09,6.223905e-09,4.134494e-09,4.819134e-09,1.3928064993,0.92925869384,6.0049478497,-0.002331010829,3.3,0.0,6.0009318916,-0.0005992946709,6.1044572219,-0.04142491918,6.0843794199,-0.03979635648,6.0532564957,-0.02915733246,6.0491035653,-0.02721088967,6.0493148622,-0.0263947084
63,20400267,1,ok,4.820267e-09,6.235319e-09,4.13316e-09,4.824472e-09,1.3928617171,0.92853906283,6.004991457,-0.002310937284,3.3,0.0,6.0009046573,-0.0006007223549,6.1049330244,-0.04004294431,6.0839131136,-0.03945882823,6.0533771605,-0.02939946234,6.0495182652,-0.0270738788,6.0500452478,-0.02662333717
64,20400268,1,ok,4.814936e-09,6.19677e-09,4.128436e-09,4.804032e-09,1.3944448116,0.93275771871,6.0048852643,-0.002332940392,3.3,0.0,6.0019875134,-0.0006010401044,6.1036436866,-0.04091966794,6.0840445724,-0.03958216271,6.05333803,-0.02930132383,6.0497385901,-0.02737894564,6.0496478662,-0.02668636141
65,20400269,1,ok,4.804256e-09,6.216518e-09,4.123602e-09,4.817463e-09,1.3973633927,0.93342595176,6.0049098622,-0.002307522247,3.3,0.0,6.0020621556,-0.0006066671108,6.1051641172,-0.04084767637,6.0848241178,-0.03936841148,6.0527147751,-0.02930225756,6.0495226682,-0.02712947123,6.0491778793,-0.02642329891
66,20400270,1,ok,4.806811e-09,6.203898e-09,4.126851e-09,4.80709e-09,1.396429216,0.93383944397,6.0048545227,-0.002320435451,3.3,0.0,6.0009327876,-0.0006026928189,6.104849715,-0.04048608719,6.0832899697,-0.03949231004,6.0530564134,-0.02927445557,6.0494199897,-0.0271185683,6.0498429609,-0.02667980707
67,20400271,1,ok,4.815026e-09,6.20364e-09,4.126477e-09,4.810495e-09,1.3945836653,0.93335684203,6.0048700009,-0.002333245429,3.3,0.0,6.0021158809,-0.0006237150096,6.103156162,-0.04114700327,6.0843149294,-0.03959223492,6.053117402,-0.02926670944,6.0496700994,-0.02735462143,6.0490629334,-0.02668535321
68,20400272,1,ok,4.806037e-09,6.208247e-09,4.121535e-09,4.811346e-09,1.3967228538,0.93156683046,6.0048852948,-0.002332795227,3.3,0.0,6.0008564152,-0.0006122376407,6.1019047654,-0.04046833706,6.0847734825,-0.03944721485,6.0527841937,-0.02929987103,6.0496562102,-0.02721467154,6.0494652461,-0.02636844438
69,20400273,1,ok,4.819372e-09,6.218433e-09,4.130136e-09,4.816277e-09,1.3931109738,0.92356510622,6.0049209182,-0.002346753136,3.3,0.0,6.0017790763,-0.0006024216984,6.1045139443,-0.03985914793,6.083671796,-0.0390377811,6.0529590583,-0.02926959102,6.0497368692,-0.02695316349,6.049032149,-0.0264488234
70,20400274,1,ok,4.805758e-09,6.233349e-09,4.118605e-09,4.825935e-09,1.3975281343,0.92845903753,6.0049484166,-0.002292688972,3.3,0.0,6.0011380734,-0.0006011061497,6.1032440479,-0.04063086342,6.0840834531,-0.03941076016,6.0521070634,-0.02926962097,6.0492713992,-0.02738387557,6.0493253819,-0.02678633824
71,20400275,1,ok,4.798694e-09,6.235457e-09,4.115304e-09,4.826052e-09,1.3991505556,0.92632144762,6.0049790688,-0.002299917217,3.3,0.0,6.0011560008,-0.000634615234,6.1002145586,-0.04076413264,6.0837463226,-0.03925367678,6.052841759,-0.02924797158,6.0492353697,-0.02737182926,6.0498527153,-0.0265832152
72,20400276,1,ok,4.821749e-09,6.227268e-09,4.131292e-09,4.823037e-09,1.3919760006,0.93166150128,6.0049299326,-0.002325702007,3.3,0.0,6.0010346171,-0.000606063548,6.1047673053,-0.04242751442,6.0844021763,-0.03953691208,6.0529323116,-0.029219571,6.0494073054,-0.02735050775,6.0494156577,-0.02638164352
73,20400277,1,ok,4.808384e-09,6.228424e-09,4.128106e-09,4.820634e-09,1.3967795012,0.93021570254,6.0048957486,-0.002317618922,3.3,0.0,6.0020833431,-0.0006379178422,6.1044778564,-0.0409101984,6.084151432,-0.03975280741,6.0529563997,-0.02931015143,6.0495248728,-0.02703252406,6.0494670651,-0.02638120454
74,20400278,1,ok,4.830893e-09,6.229326e-09,4.138728e-09,4.821605e-09,1.3897286722,0.93013765194,6.0049024941,-0.002340815461,3.3,0.0,6.0009257153,-0.0006036775215,6.1042957695,-0.04086345987,6.0833560612,-0.03959475141,6.0528363848,-0.02908374758,6.0490458585,-0.02718026198,6.0497351697,-0.02661967358
75,20400279,1,ok,4.813857e-09,6.214284e-09,4.127952e-09,4.814241e-09,1.3958274204,0.93186931652,6.0049394497,-0.00229932418,3.3,0.0,6.0019059378,-0.0006028734896,6.104599275,-0.04161182318,6.0843021229,-0.039661314,6.0527468857,-0.02903423775,6.0493280782,-0.027431415,6.0497777211,-0.0264469712
76,20400280,1,ok,4.801048e-09,6.220786e-09,4.125954e-09,4.81705e-09,1.3974175521,0.93140773453,6.0048775238,-0.002325580935,3.3,0.0,6.000947099,-0.000603257161,6.1045036722,-0.04054618086,6.0842648371,-0.03956157471,6.052922599,-0.02918340017,6.0494477116,-0.02704361572,6.0497836775,-0.0266799977
77,20400281,1,ok,4.812144e-09,6.22734e-09,4.130498e-09,4.818486e-09,1.3953253458,0.9316804645,6.0049341159,-0.002307157138,3.3,0.0,6.0020817301,-0.000605864075,6.1047389167,-0.0410065759,6.0832911455,-0.03927111624,6.0529880183,-0.02930265992,6.0492157838,-0.02721436887,6.0501125013,-0.02669948791
