sample,seed,sw_stat_mismatch,status,trise_s,tfall_s,tpdlh_s,tpdhl_s,ipeak_source_a,ipeak_sink_a,vout_max_v,vout_min_v,vin_max_v,vin_min_v,indrv_max_v,indrv_min_v,n1_max_v,n1_min_v,n2_max_v,n2_min_v,n3_max_v,n3_min_v,n4_max_v,n4_min_v,n5_max_v,n5_min_v
baseline,,unset (plain harness deck),ok,3.856299e-09,3.880949e-09,3.127736e-09,3.185151e-09,1.6715892518,1.4476004323,6.0039086152,-0.002332341177,3.3,0.0,6.000075232,-0.0003445664328,6.0897707193,-0.03648511248,6.06947091,-0.03988897946,6.0455714779,-0.02627015454,6.0410887815,-0.02505256362,6.0409212714,-0.02436061324
0,20300204,0,ok,3.856299e-09,3.880949e-09,3.127736e-09,3.185151e-09,1.6715892518,1.4476004323,6.0039086152,-0.002332341177,3.3,0.0,6.000075232,-0.0003445664328,6.0897707193,-0.03648511248,6.06947091,-0.03988897946,6.0455714779,-0.02627015454,6.0410887815,-0.02505256362,6.0409212714,-0.02436061324
0,25300204,0,ok,3.856299e-09,3.880949e-09,3.127736e-09,3.185151e-09,1.6715892518,1.4476004323,6.0039086152,-0.002332341177,3.3,0.0,6.000075232,-0.0003445664328,6.0897707193,-0.03648511248,6.06947091,-0.03988897946,6.0455714779,-0.02627015454,6.0410887815,-0.02505256362,6.0409212714,-0.02436061324
1,20300205,1,ok,3.858278e-09,3.894559e-09,3.127883e-09,3.192063e-09,1.669908984,1.4464831705,6.0039486525,-0.002349548021,3.3,0.0,6.0000793084,-0.0003472025343,6.0907256632,-0.0361281892,6.0698942834,-0.03965936062,6.0450415058,-0.02623357414,6.0404120307,-0.02486920271,6.0414567006,-0.02437271417
2,20300206,1,ok,3.858741e-09,3.89207e-09,3.12626e-09,3.193674e-09,1.6701154796,1.4437434376,6.0039503959,-0.002334954248,3.3,0.0,6.0000770474,-0.0003450293749,6.0874611533,-0.03683924951,6.0696480724,-0.03956026963,6.045785681,-0.02622372188,6.0416062168,-0.02499255496,6.0413129633,-0.02427085464
3,20300207,1,ok,3.855558e-09,3.876727e-09,3.128163e-09,3.185009e-09,1.6703729022,1.4502126688,6.0038879605,-0.0023527079,3.3,0.0,6.0000857531,-0.0003389926427,6.0896633384,-0.03627263952,6.0696336517,-0.03989959,6.0458379056,-0.02611994777,6.0411274156,-0.02502369252,6.0413901477,-0.02442341713
4,20300208,1,ok,3.861912e-09,3.880957e-09,3.130832e-09,3.185144e-09,1.6687388542,1.4454910033,6.0039098593,-0.002337435834,3.3,0.0,6.0000817908,-0.0003450508071,6.0917974877,-0.03711236284,6.0692290842,-0.0397099855,6.0453534781,-0.02620207973,6.0412248683,-0.02514820083,6.0411999644,-0.02440612593
5,20300209,1,ok,3.856166e-09,3.88037e-09,3.126905e-09,3.185124e-09,1.6716053626,1.451681153,6.0039088853,-0.002316573539,3.3,0.0,6.0000789201,-0.0003413686711,6.0894987243,-0.03720935641,6.0697860476,-0.03988820758,6.0457427782,-0.0262126897,6.0408786735,-0.02479898038,6.0412916612,-0.02451504666
6,20300210,1,ok,3.847631e-09,3.880209e-09,3.122409e-09,3.185821e-09,1.6739588732,1.446770072,6.0039092166,-0.002331898754,3.3,0.0,6.0000822901,-0.0003434632725,6.088866884,-0.03647714947,6.0695247495,-0.03966396013,6.0458124125,-0.02623811778,6.0405170972,-0.02499242422,6.0415714211,-0.02447566754
7,20300211,1,ok,3.874002e-09,3.873136e-09,3.13673e-09,3.179585e-09,1.6641292474,1.4507731414,6.0038900702,-0.002350555436,3.3,0.0,6.0000783748,-0.0003500624288,6.0903989559,-0.03614687584,6.0694447027,-0.03988106697,6.0458088238,-0.02623195262,6.0410750679,-0.02511769765,6.0409997181,-0.02447798714
