sample,seed,sw_stat_mismatch,status,trise_s,tfall_s,tpdlh_s,tpdhl_s,ipeak_source_a,ipeak_sink_a,vout_max_v,vout_min_v,vin_max_v,vin_min_v,indrv_max_v,indrv_min_v,n1_max_v,n1_min_v,n2_max_v,n2_min_v,n3_max_v,n3_min_v,n4_max_v,n4_min_v,n5_max_v,n5_min_v
baseline,,unset (plain harness deck),ok,6.071849e-09,5.066025e-09,4.707726e-09,4.245497e-09,1.0936775453,1.1569153131,6.0036872899,-0.002972233933,3.3,0.0,6.0006099117,-0.0005285780989,6.081705474,-0.04524909198,6.0660805651,-0.04447370562,6.0470192538,-0.02964753996,6.0429103916,-0.02860034308,6.0431386106,-0.02807849667
0,20370204,0,ok,6.071849e-09,5.066025e-09,4.707726e-09,4.245497e-09,1.0936775453,1.1569153131,6.0036872899,-0.002972233933,3.3,0.0,6.0006099117,-0.0005285780989,6.081705474,-0.04524909198,6.0660805651,-0.04447370562,6.0470192538,-0.02964753996,6.0429103916,-0.02860034308,6.0431386106,-0.02807849667
0,25370204,0,ok,6.071849e-09,5.066025e-09,4.707726e-09,4.245497e-09,1.0936775453,1.1569153131,6.0036872899,-0.002972233933,3.3,0.0,6.0006099117,-0.0005285780989,6.081705474,-0.04524909198,6.0660805651,-0.04447370562,6.0470192538,-0.02964753996,6.0429103916,-0.02860034308,6.0431386106,-0.02807849667
1,20370205,1,ok,6.078341e-09,5.077647e-09,4.70857e-09,4.24952e-09,1.0927161504,1.148099079,6.003662429,-0.002968429067,3.3,0.0,6.0006064027,-0.000526360943,6.0801414978,-0.04450332027,6.0664515818,-0.04461756406,6.0474632939,-0.02980666996,6.0429973316,-0.02867880642,6.0429813362,-0.02803270437
2,20370206,1,ok,6.090732e-09,5.068294e-09,4.716162e-09,4.246991e-09,1.0903794351,1.1550646069,6.0036910765,-0.002973304146,3.3,0.0,6.0006189284,-0.0005216235577,6.0773604474,-0.04562383115,6.0659980122,-0.04463750389,6.047694422,-0.02958732034,6.0429592118,-0.0285624246,6.0433357171,-0.02805230399
3,20370207,1,ok,6.068344e-09,5.069072e-09,4.712036e-09,4.246974e-09,1.0933692291,1.1559510846,6.0036732242,-0.002958552983,3.3,0.0,6.0005246336,-0.0005253580444,6.0834261168,-0.04559249103,6.0669262749,-0.04485463338,6.0473763698,-0.0295246325,6.0419617028,-0.02860371027,6.0435901161,-0.02808891116
4,20370208,1,ok,6.094816e-09,5.079514e-09,4.719345e-09,4.253283e-09,1.0878800068,1.1542595844,6.0036878849,-0.002992602519,3.3,0.0,6.0005893928,-0.0005260710555,6.0816891421,-0.04529884033,6.0659800224,-0.04461796561,6.0471183062,-0.02971631622,6.0427493025,-0.02846005041,6.043054811,-0.02827494657
5,20370209,1,ok,6.067512e-09,5.058559e-09,4.704192e-09,4.242306e-09,1.0939278347,1.157032718,6.0036687485,-0.002920016017,3.3,0.0,6.0004270034,-0.0005272648816,6.0822123278,-0.04562505302,6.0660131833,-0.04454447683,6.0468404262,-0.02968548383,6.0430607875,-0.02863196477,6.0424426235,-0.02807185237
6,20370210,1,ok,6.072353e-09,5.059882e-09,4.715299e-09,4.239705e-09,1.09371054,1.1578594183,6.0036782847,-0.002985208375,3.3,0.0,6.0006232337,-0.0005261130184,6.0827151429,-0.04527974982,6.0663760281,-0.04437369196,6.0470937064,-0.02965752262,6.0431755259,-0.02847239988,6.0432954886,-0.02785570646
7,20370211,1,ok,6.073535e-09,5.051956e-09,4.711804e-09,4.234744e-09,1.0929720023,1.1611114217,6.0036383369,-0.002976401402,3.3,0.0,6.0006128663,-0.000527995716,6.0819262431,-0.04507084268,6.0664926206,-0.04448459106,6.046496201,-0.02958890648,6.0428580815,-0.02876619726,6.0432889262,-0.02792719855
8,20370212,1,ok,6.06414e-09,5.050902e-09,4.701095e-09,4.238013e-09,1.0951271106,1.1589289379,6.0036528615,-0.002947997472,3.3,0.0,6.0005643862,-0.0005302595682,6.0811555149,-0.04530587608,6.0660687138,-0.04450812016,6.0473099761,-0.02962685036,6.0431671995,-0.02861325686,6.0438117697,-0.02810574058
9,20370213,1,ok,6.059922e-09,5.081447e-09,4.696913e-09,4.255054e-09,1.0958127615,1.1546713259,6.0036639412,-0.002909137226,3.3,0.0,6.0003519623,-0.0005268430597,6.0798617507,-0.04515939247,6.0658789012,-0.04480158952,6.0469455189,-0.02963574012,6.0428071409,-0.02868090741,6.0427574143,-0.02823233729
10,20370214,1,ok,6.077236e-09,5.067793e-09,4.708152e-09,4.245138e-09,1.0928471658,1.1582128116,6.0036837827,-0.002962038744,3.3,0.0,6.0002141322,-0.000528762738,6.080456156,-0.0450722447,6.0663005305,-0.04458892409,6.0475594959,-0.02977915262,6.043518151,-0.02889157214,6.0430991989,-0.02811527711
11,20370215,1,ok,6.053723e-09,5.054573e-09,4.697364e-09,4.243804e-09,1.0969930518,1.1613386253,6.0036458338,-0.002946403554,3.3,0.0,6.0004312263,-0.0005260699992,6.0822735586,-0.04488729702,6.0662383573,-0.04435534274,6.0467728981,-0.02944683506,6.0436785566,-0.02855403711,6.0431078077,-0.02822386517
12,20370216,1,ok,6.076771e-09,5.07529e-09,4.706443e-09,4.250339e-09,1.0930281124,1.1539883181,6.0037200126,-0.002985031545,3.3,0.0,6.0005829181,-0.000531585613,6.0779027333,-0.04445058404,6.0662364071,-0.04448500674,6.0474319483,-0.02960496721,6.0432789827,-0.02853488168,6.0425780355,-0.02803909552
13,20370217,1,ok,6.074207e-09,5.074338e-09,4.710859e-09,4.250321e-09,1.0915190633,1.1549695681,6.003727932,-0.002981732641,3.3,0.0,6.0005947402,-0.0005307962118,6.0812206304,-0.04561125177,6.0662338021,-0.04450187107,6.0471873663,-0.02964092925,6.0428758136,-0.02865731979,6.0428577089,-0.0283248748
14,20370218,1,ok,6.075303e-09,5.068946e-09,4.710735e-09,4.247628e-09,1.090904712,1.1579735386,6.0036897434,-0.002992405966,3.3,0.0,6.0006126083,-0.0005314873602,6.0813369102,-0.04519784538,6.0666726145,-0.04450083917,6.0471895134,-0.02965453881,6.0426567012,-0.02851004539,6.0429498773,-0.0280019878
15,20370219,1,ok,6.071412e-09,5.056143e-09,4.703742e-09,4.240804e-09,1.0944186916,1.1603509401,6.0036459128,-0.002955614915,3.3,0.0,6.0005860217,-0.0005365938127,6.0824601077,-0.04520473706,6.0665257148,-0.04447006011,6.0472712438,-0.02961793234,6.0426778391,-0.028485775,6.0435323545,-0.02824990312
16,20370220,1,ok,6.088258e-09,5.050471e-09,4.717849e-09,4.238662e-09,1.0914639286,1.1603449591,6.0036621548,-0.002973165972,3.3,0.0,6.0006236984,-0.0005320821683,6.0836756944,-0.04518284659,6.0659369395,-0.04445350867,6.0472008425,-0.02956553431,6.0431805813,-0.02869605794,6.0428954139,-0.02808302526
17,20370221,1,ok,6.058267e-09,5.073776e-09,4.709187e-09,4.24731e-09,1.0947798545,1.1539708796,6.0037046146,-0.00296218789,3.3,0.0,6.0005746184,-0.0005310830792,6.0808280887,-0.04484160026,6.0666641573,-0.04460705994,6.0473752066,-0.02963142744,6.0425054104,-0.02850445664,6.0434034594,-0.02796741348
18,20370222,1,ok,6.087644e-09,5.067566e-09,4.72088e-09,4.24526e-09,1.0914521746,1.1585309412,6.0036284802,-0.002973781253,3.3,0.0,6.0006056696,-0.0005284771529,6.0829298243,-0.04589142889,6.0665099132,-0.0448421368,6.0472327605,-0.0296203593,6.0425944768,-0.02853255039,6.0438248272,-0.02827438471
19,20370223,1,ok,6.072444e-09,5.064162e-09,4.709719e-09,4.241394e-09,1.0927970321,1.1557638424,6.0036794212,-0.002976652763,3.3,0.0,6.0005780903,-0.0005272185297,6.0815903827,-0.04472489745,6.0664018082,-0.04451963693,6.0474815708,-0.02966897717,6.0427676211,-0.02854067863,6.0431395411,-0.0281490109
20,20370224,1,ok,6.077862e-09,5.05423e-09,4.710959e-09,4.236691e-09,1.0926050819,1.1614831897,6.0036491626,-0.002954983706,3.3,0.0,6.0006007576,-0.0005276758854,6.0804950535,-0.04496563912,6.066949486,-0.04489037863,6.0473275914,-0.02973537843,6.0424440879,-0.02856102409,6.0432208708,-0.02811165781
21,20370225,1,ok,6.074349e-09,5.054078e-09,4.706284e-09,4.239293e-09,1.0931591628,1.159121172,6.0036685109,-0.00297327531,3.3,0.0,6.0004476311,-0.0005275286616,6.0806924398,-0.04487503682,6.066159986,-0.04488651221,6.046936836,-0.02952863139,6.0429428803,-0.02839628114,6.043112597,-0.02811952967
22,20370226,1,ok,6.080665e-09,5.076121e-09,4.712059e-09,4.251712e-09,1.0934788497,1.1570210522,6.0036991292,-0.002954040003,3.3,0.0,6.0006186847,-0.000530668619,6.0824400832,-0.04551592068,6.0662354167,-0.04429398623,6.0472204635,-0.0296732678,6.0428333208,-0.02873841234,6.0431570513,-0.02804651804
