sample,seed,sw_stat_mismatch,status,trise_s,tfall_s,tpdlh_s,tpdhl_s,ipeak_source_a,ipeak_sink_a,vout_max_v,vout_min_v,vin_max_v,vin_min_v,indrv_max_v,indrv_min_v,n1_max_v,n1_min_v,n2_max_v,n2_min_v,n3_max_v,n3_min_v,n4_max_v,n4_min_v,n5_max_v,n5_min_v
8,20320212,1,ok,4.479235e-09,4.674908e-09,3.936559e-09,4.138254e-09,1.3606580664,1.1296102307,6.0060172564,-0.003679229834,3.3,0.0,6.0007117408,-0.006897782216,6.124240817,-0.0545226895,6.0831721543,-0.04353492872,6.0616074054,-0.03248673234,6.0584416668,-0.03221232236,6.0594525994,-0.03158108619
9,20320213,1,ok,4.472788e-09,4.677788e-09,3.927752e-09,4.141332e-09,1.3631513466,1.1198885619,6.0059464585,-0.003641481212,3.3,0.0,6.000760297,-0.006729047375,6.1238782026,-0.05497383038,6.0831918533,-0.04349388937,6.0609196946,-0.03219428934,6.059852244,-0.03189301144,6.0595878951,-0.03178626787
10,20320214,1,ok,4.472911e-09,4.677247e-09,3.932849e-09,4.137921e-09,1.3636654167,1.130563887,6.0059720265,-0.003645642273,3.3,0.0,6.0007493435,-0.006838955267,6.1231157899,-0.05421163092,6.0836010396,-0.04382619959,6.0613971984,-0.03243212169,6.0592241474,-0.03212048367,6.0596707642,-0.0318337302
11,20320215,1,ok,4.489678e-09,4.682174e-09,3.940557e-09,4.145731e-09,1.35933902,1.1223359008,6.0059665154,-0.003672862862,3.3,0.0,6.0005415347,-0.006950602402,6.1238218801,-0.05401875972,6.0835303329,-0.04351106823,6.0609278331,-0.03240272771,6.0582066642,-0.03217579851,6.0592556322,-0.03199346878
12,20320216,1,ok,4.476732e-09,4.692217e-09,3.931614e-09,4.148115e-09,1.363486427,1.127410702,6.0060754675,-0.003672723929,3.3,0.0,6.001552391,-0.006780847043,6.1207541879,-0.05469827783,6.0823650229,-0.04307436272,6.0614530471,-0.03252889282,6.0580209125,-0.03188043851,6.0596164824,-0.0314523355
13,20320217,1,ok,4.493897e-09,4.681235e-09,3.938788e-09,4.143358e-09,1.3594767236,1.1257459627,6.005955501,-0.003688013931,3.3,0.0,6.0004787298,-0.006660881349,6.1236779851,-0.05397427297,6.0833324138,-0.04340676365,6.0617118501,-0.0324579907,6.059857466,-0.03189756681,6.059740445,-0.03185599154
14,20320218,1,ok,4.467273e-09,4.679023e-09,3.928943e-09,4.138776e-09,1.3656542357,1.1352022468,6.0059551333,-0.003672845023,3.3,0.0,6.0015624428,-0.00691989308,6.1218737812,-0.05394513591,6.0834124397,-0.04343432755,6.0618599978,-0.03238174059,6.059950525,-0.0322072086,6.0595118493,-0.03173318466
15,20320219,1,ok,4.451119e-09,4.687389e-09,3.921667e-09,4.144798e-09,1.3699881185,1.1160337803,6.0060024857,-0.003639431011,3.3,0.0,6.0006851847,-0.006703575081,6.1232990328,-0.05510678764,6.0829833638,-0.04340655833,6.0617968044,-0.03227530165,6.0596778575,-0.03198757854,6.0599137344,-0.03195482159
16,20320220,1,ok,4.487952e-09,4.693905e-09,3.939356e-09,4.147105e-09,1.3584762445,1.120777829,6.0060183641,-0.003708507238,3.3,0.0,6.0015498292,-0.0068161675,6.1234557876,-0.05406248192,6.0834035796,-0.04363243246,6.0611018308,-0.03249392465,6.0582254502,-0.03191367001,6.0594048669,-0.0320106412
17,20320221,1,ok,4.464964e-09,4.687021e-09,3.928017e-09,4.143519e-09,1.3671317515,1.1219511066,6.0059914837,-0.003676487329,3.3,0.0,6.0006326373,-0.006961182595,6.1236714923,-0.05376098357,6.0829983542,-0.04387855236,6.0612131165,-0.03253241364,6.0584540517,-0.03200046914,6.0596917599,-0.03206199968
18,20320222,1,ok,4.479893e-09,4.65849e-09,3.934208e-09,4.12763e-09,1.3645056435,1.137554501,6.0058932432,-0.003691472292,3.3,0.0,6.0004991627,-0.006900208681,6.1235862013,-0.05398254913,6.0834674555,-0.04350546925,6.0619308101,-0.03240483035,6.0589691882,-0.03182050229,6.0596662778,-0.03190554761
19,20320223,1,ok,4.479577e-09,4.681349e-09,3.936528e-09,4.138888e-09,1.3601690676,1.127194094,6.0059653481,-0.003699143181,3.3,0.0,6.0006271181,-0.006712461564,6.1233922742,-0.05431368978,6.0837548737,-0.04356268302,6.061107983,-0.03253882429,6.059374182,-0.03167201944,6.0594444114,-0.03187871552
20,20320224,1,ok,4.483861e-09,4.676485e-09,3.935878e-09,4.139507e-09,1.3588799582,1.1357956968,6.0059265458,-0.003692886762,3.3,0.0,6.0005814938,-0.00686806838,6.1244502734,-0.0541519693,6.084193784,-0.04363126784,6.0618595068,-0.03252939876,6.0583544155,-0.03188962119,6.0590799293,-0.03186853411
21,20320225,1,ok,4.48601e-09,4.678663e-09,3.936438e-09,4.141075e-09,1.3614386413,1.1363642894,6.0059354698,-0.003696800345,3.3,0.0,6.000731362,-0.006681472805,6.1245848975,-0.05447088795,6.0834379322,-0.04348510661,6.0616595626,-0.03231847159,6.0602006782,-0.03213929286,6.059387615,-0.03182789552
22,20320226,1,ok,4.496346e-09,4.677408e-09,3.938902e-09,4.140169e-09,1.3553918956,1.1256071405,6.0059555702,-0.003686791981,3.3,0.0,6.0005880392,-0.007005961941,6.1200408207,-0.05437412886,6.0838467821,-0.04361571203,6.0608942091,-0.03250339377,6.0589905088,-0.03199241941,6.0596613877,-0.03212884239
23,20320227,1,ok,4.463212e-09,4.680698e-09,3.924224e-09,4.140672e-09,1.36729513,1.1292188358,6.0060281676,-0.003659726754,3.3,0.0,6.0005611392,-0.006940071759,6.1238724632,-0.05438193571,6.0829634846,-0.04298648323,6.061658918,-0.03249881713,6.0592699577,-0.03217343534,6.0590353761,-0.03188723242
24,20320228,1,ok,4.487033e-09,4.68458e-09,3.942604e-09,4.143836e-09,1.3612633949,1.1316024367,6.0059528092,-0.003689231703,3.3,0.0,6.0004561617,-0.006796928433,6.1246564258,-0.05442761828,6.0831549399,-0.04336795802,6.0615126635,-0.03210220159,6.0593964548,-0.03196364046,6.059789959,-0.03188021652
25,20320229,1,ok,4.471823e-09,4.685376e-09,3.934646e-09,4.142603e-09,1.3647863281,1.1176974475,6.0059835819,-0.003667795795,3.3,0.0,6.0005216936,-0.006867794342,6.124022363,-0.05489318476,6.0832062997,-0.04295491337,6.0617393572,-0.03244532709,6.0589564098,-0.03211085099,6.0597020731,-0.03195939037
26,20320230,1,ok,4.490995e-09,4.680958e-09,3.938117e-09,4.141252e-09,1.3567317792,1.1341038166,6.0059395531,-0.003688138091,3.3,0.0,6.0005025087,-0.006892092815,6.1250910131,-0.0539529097,6.0833931752,-0.04350077158,6.0613584276,-0.03244815522,6.0595729711,-0.03219448803,6.0591957104,-0.03188729695
27,20320231,1,ok,4.492372e-09,4.682228e-09,3.938608e-09,4.145458e-09,1.3572727346,1.1284981468,6.0059606309,-0.003692602045,3.3,0.0,6.0006307587,-0.006869699099,6.1216297429,-0.05428835667,6.0834555457,-0.0430668083,6.0619352526,-0.03248920898,6.060133565,-0.03195770451,6.0597265366,-0.03173624647
28,20320232,1,ok,4.480175e-09,4.672359e-09,3.928919e-09,4.138635e-09,1.3631123381,1.1271157651,6.0059878971,-0.00366114251,3.3,0.0,6.0015063711,-0.006918092821,6.1232627061,-0.05501543704,6.0838512156,-0.04377138812,6.0607285002,-0.03240276995,6.0590354835,-0.03195030469,6.059707995,-0.03195356502
29,20320233,1,ok,4.482718e-09,4.671146e-09,3.939805e-09,4.134315e-09,1.3583862672,1.1300442358,6.0060169404,-0.003692761311,3.3,0.0,6.000598761,-0.006944564292,6.1242110116,-0.05498338794,6.0829796986,-0.04345465078,6.0611749374,-0.03231687517,6.0588634939,-0.03187204585,6.0594877439,-0.03142831446
30,20320234,1,ok,4.479614e-09,4.680227e-09,3.935831e-09,4.139313e-09,1.3601316649,1.1329708568,6.0059490727,-0.003690153683,3.3,0.0,6.0005426294,-0.006943504074,6.1240257405,-0.05485421181,6.0830907126,-0.04364105201,6.0609544515,-0.03255146846,6.0592200424,-0.03216371169,6.0601173763,-0.03199011987
31,20320235,1,ok,4.492926e-09,4.694748e-09,3.941594e-09,4.148456e-09,1.3565451346,1.1252420336,6.0060077916,-0.003698787594,3.3,0.0,6.0007552726,-0.006778402927,6.1231618307,-0.05419855804,6.0837912664,-0.04361895891,6.0618852637,-0.03254652237,6.0597960883,-0.03193622084,6.0590255624,-0.0317185019
32,20320236,1,ok,4.461025e-09,4.676826e-09,3.920161e-09,4.138822e-09,1.3679386183,1.1186339643,6.0059465704,-0.003652243452,3.3,0.0,6.0003606534,-0.00676204595,6.1247092601,-0.05448916609,6.0833850787,-0.04369269833,6.0608196366,-0.03240299004,6.0589577715,-0.03205706185,6.0598740125,-0.03174227344
33,20320237,1,ok,4.474606e-09,4.683936e-09,3.932142e-09,4.143153e-09,1.3634997697,1.1244181589,6.0059700401,-0.003683609174,3.3,0.0,6.0004587116,-0.006973350974,6.1244824707,-0.05415954403,6.0828807355,-0.0431689425,6.06129563,-0.03233576061,6.0585053789,-0.03192562991,6.0597022275,-0.03195677439
34,20320238,1,ok,4.472052e-09,4.670248e-09,3.930626e-09,4.136813e-09,1.3641467803,1.1363740695,6.005922185,-0.003653124345,3.3,0.0,6.0004701054,-0.006857237061,6.1238618759,-0.05418298144,6.0837880061,-0.04377949009,6.0611524719,-0.03245220995,6.0602270789,-0.03207498848,6.0597411832,-0.03181524498
35,20320239,1,ok,4.47519e-09,4.684074e-09,3.931009e-09,4.140591e-09,1.3649984331,1.132598071,6.0059571328,-0.003645265161,3.3,0.0,6.0006413888,-0.006759675594,6.1232242115,-0.05358037306,6.0832017064,-0.04378756349,6.0611651025,-0.03247372991,6.0582854175,-0.03186003799,6.0599626273,-0.03192094579
36,20320240,1,ok,4.480128e-09,4.670931e-09,3.934352e-09,4.133414e-09,1.3600033738,1.1380972397,6.0059109869,-0.003677522092,3.3,0.0,6.000608624,-0.006863977354,6.1212817037,-0.05422671276,6.0835550523,-0.04340897531,6.060995056,-0.03227372044,6.0599584011,-0.03193534721,6.0593751839,-0.03193036025
37,20320241,1,ok,4.461462e-09,4.681018e-09,3.923693e-09,4.143021e-09,1.3667026136,1.129826351,6.0060080419,-0.003658090209,3.3,0.0,6.0011313976,-0.00692377794,6.124953953,-0.05398716056,6.0831201801,-0.04350418109,6.0613433996,-0.03220761977,6.059642778,-0.03197360792,6.0589782267,-0.03194127416
38,20320242,1,ok,4.481759e-09,4.681218e-09,3.93499e-09,4.141472e-09,1.3608335557,1.1289144102,6.0060418352,-0.003650040243,3.3,0.0,6.0006385977,-0.007002735639,6.124150554,-0.05476619929,6.0830574737,-0.04349118704,6.0610452731,-0.03242418368,6.0586561121,-0.03222240081,6.0599168714,-0.03153229684
39,20320243,1,ok,4.498724e-09,4.688066e-09,3.941258e-09,4.146781e-09,1.3577203017,1.1346423343,6.0059625844,-0.003703078594,3.3,0.0,6.0007708113,-0.006606457035,6.1189366016,-0.05417332876,6.083387597,-0.04358404063,6.0614768082,-0.03243707757,6.0599901749,-0.03168813439,6.0596937911,-0.03197875288
40,20320244,1,ok,4.469378e-09,4.685088e-09,3.928324e-09,4.141847e-09,1.3641286504,1.1263692891,6.0060542495,-0.003672276109,3.3,0.0,6.0004734401,-0.006957993843,6.1234648802,-0.05486779644,6.0829995716,-0.04340563736,6.0611428614,-0.03247604502,6.0583870608,-0.03189631479,6.0593185055,-0.03184099532
41,20320245,1,ok,4.473735e-09,4.677295e-09,3.929726e-09,4.142399e-09,1.3642838786,1.1281593673,6.005945767,-0.003674468233,3.3,0.0,6.0011192785,-0.006862632124,6.1246679773,-0.05491273071,6.0837621153,-0.04379265686,6.0609853015,-0.03236722044,6.0597476726,-0.03194092769,6.0601019847,-0.0318322513
42,20320246,1,ok,4.498847e-09,4.674749e-09,3.942155e-09,4.139547e-09,1.354165618,1.137464122,6.0059226864,-0.003681801691,3.3,0.0,6.0009662837,-0.00677583707,6.1213820739,-0.05449637296,6.0840300438,-0.04329340128,6.0607516288,-0.03238329213,6.059640445,-0.03205038054,6.0592511726,-0.03196371436
43,20320247,1,ok,4.468495e-09,4.675375e-09,3.933059e-09,4.136751e-09,1.3663314061,1.122342094,6.0059393774,-0.003661512843,3.3,0.0,6.0005795519,-0.00673579733,6.1240106754,-0.05448471839,6.0831015559,-0.04343922448,6.0614231922,-0.03225453332,6.0596989805,-0.0320765499,6.0599118072,-0.031885969
44,20320248,1,ok,4.470693e-09,4.669248e-09,3.927074e-09,4.131723e-09,1.3628123494,1.1384678565,6.0059162749,-0.003675849571,3.3,0.0,6.0010093101,-0.006729352203,6.1233628961,-0.05393482096,6.0829885414,-0.04335961523,6.0616948437,-0.03248778478,6.0590184032,-0.03206446737,6.0593147571,-0.03190622204
45,20320249,1,ok,4.46793e-09,4.686045e-09,3.930429e-09,4.14278e-09,1.3645262961,1.1346038378,6.0059569409,-0.003668906041,3.3,0.0,6.0013304607,-0.007015270504,6.1237995171,-0.0547657946,6.0835758558,-0.043034416,6.0618036791,-0.03253584331,6.0577719552,-0.03177944868,6.0593126976,-0.03167147402
46,20320250,1,ok,4.483953e-09,4.678077e-09,3.934255e-09,4.1387e-09,1.3615264002,1.1195781569,6.0059525992,-0.003660729069,3.3,0.0,6.0004634095,-0.006843890594,6.1234006962,-0.05386362772,6.0834289907,-0.04378130505,6.0608427965,-0.03241496634,6.058742037,-0.03195258405,6.0595773502,-0.03194878788
47,20320251,1,ok,4.472105e-09,4.67238e-09,3.929761e-09,4.137256e-09,1.3641470171,1.124002172,6.0059752224,-0.003634111861,3.3,0.0,6.0002980579,-0.006853598408,6.1241296358,-0.05445257517,6.0831052934,-0.04343032143,6.061753104,-0.03246520243,6.0595320953,-0.03213438875,6.0595347117,-0.03197573995
48,20320252,1,ok,4.474657e-09,4.667949e-09,3.929532e-09,4.134101e-09,1.3627073193,1.1247006836,6.0059259219,-0.003665637657,3.3,0.0,6.0005163987,-0.006735750659,6.125002152,-0.05422303431,6.084043331,-0.04378632192,6.0611222567,-0.03237924066,6.0593515877,-0.03198479944,6.0593939863,-0.03190344508
49,20320253,1,ok,4.487837e-09,4.675832e-09,3.939872e-09,4.138083e-09,1.3596075216,1.1253596257,6.0060187939,-0.003680142831,3.3,0.0,6.0002714046,-0.006841099703,6.1243363496,-0.05423168955,6.0831928397,-0.04340571384,6.0618963654,-0.03247008709,6.0589793125,-0.03193395504,6.0599192632,-0.03185762832
50,20320254,1,ok,4.487149e-09,4.680145e-09,3.935832e-09,4.14085e-09,1.3582126386,1.1276024407,6.0059595636,-0.003686757454,3.3,0.0,6.0007752278,-0.006675783494,6.1200363285,-0.05456690731,6.0828772446,-0.04367670248,6.0611484888,-0.03221861087,6.0599765003,-0.03197374924,6.0591841916,-0.03178124224
51,20320255,1,ok,4.468012e-09,4.680188e-09,3.92331e-09,4.139662e-09,1.363993861,1.1280745265,6.0060208124,-0.003668538375,3.3,0.0,6.0015601498,-0.006550304676,6.119783415,-0.05358187668,6.0827388032,-0.04345430234,6.0609519319,-0.03237836315,6.0598158708,-0.0320983197,6.0590852752,-0.03202717522
52,20320256,1,ok,4.4728e-09,4.657087e-09,3.929087e-09,4.126966e-09,1.363630564,1.1413372089,6.0059007819,-0.00364290419,3.3,0.0,6.0008942871,-0.006567279771,6.120177669,-0.05384815346,6.0836862764,-0.04346987259,6.0608144689,-0.032431498,6.0597245696,-0.0320883408,6.0597760173,-0.03175612905
53,20320257,1,ok,4.481651e-09,4.6764e-09,3.93522e-09,4.141335e-09,1.3624598677,1.1221795947,6.005949746,-0.003685487249,3.3,0.0,6.0008543703,-0.006734201634,6.1244128022,-0.05427361221,6.08398928,-0.04381078796,6.060785892,-0.03235415901,6.0599631663,-0.03201804132,6.059597065,-0.03179042347
54,20320258,1,ok,4.468935e-09,4.677865e-09,3.927172e-09,4.142229e-09,1.3664580426,1.1343937978,6.0059286648,-0.003656685013,3.3,0.0,6.0010736449,-0.006558704493,6.1243564086,-0.05468741418,6.0841786999,-0.04380147861,6.0608448818,-0.03238349779,6.0597223204,-0.03209635809,6.0598630678,-0.03192802071
55,20320259,1,ok,4.478731e-09,4.683875e-09,3.932759e-09,4.145042e-09,1.3623576063,1.1330273488,6.005962325,-0.003682238597,3.3,0.0,6.0004727055,-0.006608199047,6.1239558292,-0.05488922887,6.0841670051,-0.04356783187,6.0611727394,-0.03238678214,6.0596570243,-0.03199331881,6.0598857045,-0.03198005134
56,20320260,1,ok,4.467307e-09,4.683505e-09,3.925796e-09,4.144049e-09,1.3665205902,1.1322142277,6.005957221,-0.003653975974,3.3,0.0,6.0008403931,-0.006996660528,6.1204218541,-0.05439691532,6.0840033403,-0.04336487552,6.0614505458,-0.03249137955,6.0596129437,-0.03188479672,6.0599624371,-0.03199351432
57,20320261,1,ok,4.475884e-09,4.68503e-09,3.927224e-09,4.146147e-09,1.3638808393,1.1304311149,6.0059708298,-0.003660066571,3.3,0.0,6.0004906079,-0.006894187239,6.1249855285,-0.05487217609,6.0838887007,-0.04356723308,6.0605919707,-0.03245086598,6.0599888907,-0.03201963329,6.0596995653,-0.03191338402
58,20320262,1,ok,4.485597e-09,4.68188e-09,3.935098e-09,4.142056e-09,1.3613429833,1.1284547735,6.0060460693,-0.003676055682,3.3,0.0,6.000480725,-0.006800341946,6.1196342051,-0.05461390618,6.0836971837,-0.04346228838,6.0615363022,-0.03249949619,6.0589267363,-0.03167193208,6.0595970979,-0.0315051325
59,20320263,1,ok,4.473147e-09,4.673314e-09,3.931427e-09,4.136466e-09,1.3623172758,1.1301815528,6.0060193363,-0.003647807191,3.3,0.0,6.0002190593,-0.006960530716,6.1235519422,-0.05382628984,6.0836076922,-0.04399140957,6.061227468,-0.03250846943,6.0592392204,-0.03188266115,6.0596240858,-0.03150976786
60,20320264,1,ok,4.479992e-09,4.677234e-09,3.933493e-09,4.140604e-09,1.362524513,1.132714604,6.0059476374,-0.003707447403,3.3,0.0,6.0005585421,-0.006837963926,6.1245987113,-0.05445052373,6.0835724402,-0.04362825332,6.0611402707,-0.03241664972,6.059473756,-0.03185237485,6.0595017768,-0.03166954624
61,20320265,1,ok,4.468825e-09,4.671525e-09,3.929189e-09,4.134162e-09,1.3656770289,1.1233811468,6.0059420516,-0.003661771484,3.3,0.0,6.0005335219,-0.006959292716,6.1253942552,-0.05450092649,6.0838544282,-0.04388974253,6.060915865,-0.03220011679,6.0595174241,-0.0318172153,6.0591648735,-0.03175839615
62,20320266,1,ok,4.481085e-09,4.68549e-09,3.932284e-09,4.144277e-09,1.3589798893,1.1320380405,6.0059757958,-0.003688995456,3.3,0.0,6.0007855259,-0.006968545308,6.1232304051,-0.05406914432,6.0836296805,-0.04344639855,6.0618866333,-0.0324153269,6.0597781918,-0.0319684979,6.0594723919,-0.03189613932
63,20320267,1,ok,4.483297e-09,4.678598e-09,3.937687e-09,4.138099e-09,1.3578190785,1.1356090772,6.0059364106,-0.00368818905,3.3,0.0,6.00055134,-0.0068195501,6.1231061757,-0.05432690289,6.083612831,-0.04335827308,6.0612144382,-0.03249247614,6.059883514,-0.03220790683,6.0600686297,-0.03202868204
64,20320268,1,ok,4.474997e-09,4.673763e-09,3.929927e-09,4.138022e-09,1.3645735339,1.1351151959,6.0059352118,-0.003678938331,3.3,0.0,6.0004442297,-0.006738662586,6.1236643285,-0.05419680555,6.0834207604,-0.04362739231,6.0608086737,-0.03247654934,6.0596100585,-0.03191287291,6.0593718577,-0.03190980398
65,20320269,1,ok,4.468767e-09,4.683108e-09,3.930738e-09,4.141299e-09,1.3635873884,1.1348445206,6.0059434579,-0.003678913842,3.3,0.0,6.0005319362,-0.006685299721,6.1236499129,-0.05372968548,6.0834670418,-0.0436634627,6.0611334619,-0.03216229405,6.0597571096,-0.03198138925,6.0597088168,-0.03193611896
66,20320270,1,ok,4.478705e-09,4.671974e-09,3.935012e-09,4.135916e-09,1.3601388325,1.1380981835,6.005931071,-0.003682455103,3.3,0.0,6.0005788949,-0.006810027892,6.1229253839,-0.05403916731,6.0836062849,-0.04359926799,6.0616841595,-0.03251850818,6.0582695288,-0.03205901027,6.0594088711,-0.0319481528
67,20320271,1,ok,4.473756e-09,4.685868e-09,3.928427e-09,4.145382e-09,1.3636390682,1.1314893543,6.0059691343,-0.003684948617,3.3,0.0,6.0013783101,-0.00670818734,6.1232261501,-0.05376455421,6.0838313638,-0.04379200354,6.061098644,-0.03252590806,6.0597334572,-0.03204518932,6.0591644057,-0.03187273626
68,20320272,1,ok,4.473937e-09,4.680598e-09,3.92816e-09,4.141161e-09,1.3643219743,1.1283352903,6.0059511277,-0.003666976566,3.3,0.0,6.000584143,-0.00690283392,6.1226348567,-0.05410867676,6.0830921411,-0.04350616458,6.0618225137,-0.03253616293,6.0591293518,-0.03196854501,6.0596843803,-0.03187640056
69,20320273,1,ok,4.483498e-09,4.688978e-09,3.931505e-09,4.147541e-09,1.3614729394,1.1293224186,6.005978345,-0.003680877898,3.3,0.0,6.0004504212,-0.006788728218,6.1202207767,-0.05437868099,6.0839138584,-0.04339077147,6.0613614569,-0.0324404442,6.0602790119,-0.03207704088,6.0592180265,-0.03162822139
70,20320274,1,ok,4.473722e-09,4.67566e-09,3.929802e-09,4.140398e-09,1.3625903189,1.1204789364,6.0059505462,-0.003678452398,3.3,0.0,6.0013933882,-0.006746736231,6.1211943562,-0.05416086147,6.0840681399,-0.0435319966,6.0609823655,-0.03246509157,6.0595455606,-0.03197677469,6.0593283312,-0.03183635733
71,20320275,1,ok,4.46527e-09,4.672819e-09,3.928856e-09,4.135521e-09,1.3671481778,1.1254785957,6.0059964273,-0.003650033054,3.3,0.0,6.0005753628,-0.006684532178,6.1257279061,-0.05472160995,6.0829698256,-0.04374391395,6.0606787328,-0.03244169045,6.0578716889,-0.03206551884,6.0597261997,-0.03192003201
72,20320276,1,ok,4.488759e-09,4.682986e-09,3.936324e-09,4.144759e-09,1.3596434399,1.1256748504,6.0059573788,-0.003693859723,3.3,0.0,6.0007688488,-0.006861533214,6.1237820339,-0.05385821872,6.0840728961,-0.04348726644,6.0618140207,-0.03247387098,6.0596573831,-0.03196020906,6.0596196119,-0.03185034371
73,20320277,1,ok,4.47668e-09,4.671151e-09,3.929942e-09,4.132672e-09,1.3615247273,1.1228633967,6.0059716115,-0.003686289509,3.3,0.0,6.0011660842,-0.006816206294,6.1204045341,-0.05354245479,6.082811178,-0.04350719141,6.0611988351,-0.03263490884,6.0587513979,-0.03202074737,6.0594590553,-0.03193217026
74,20320278,1,ok,4.474524e-09,4.67298e-09,3.933329e-09,4.135363e-09,1.3617254093,1.1372369892,6.0059131337,-0.003682734016,3.3,0.0,6.0013434038,-0.006757404461,6.1246687023,-0.05437038736,6.0829320553,-0.04335858551,6.0613311341,-0.03255062892,6.0582422546,-0.03204543789,6.0589623794,-0.03204457785
75,20320279,1,ok,4.471444e-09,4.675745e-09,3.927705e-09,4.139919e-09,1.3649115025,1.1327351155,6.0059345285,-0.003667951208,3.3,0.0,6.000240159,-0.006978888701,6.1238248639,-0.05385818199,6.0835410175,-0.04361673689,6.0611625486,-0.03257392803,6.0594659319,-0.03172403628,6.0595692151,-0.03201503798
76,20320280,1,ok,4.477682e-09,4.685595e-09,3.932152e-09,4.14428e-09,1.3615095028,1.1223231506,6.0059812758,-0.00368000377,3.3,0.0,6.0013108532,-0.007089324235,6.1245673883,-0.05456874673,6.0831372961,-0.04370971849,6.0610680064,-0.03232789921,6.0593587386,-0.03191672361,6.058985272,-0.03185899503
77,20320281,1,ok,4.484415e-09,4.68252e-09,3.934278e-09,4.14256e-09,1.3620986427,1.1327491872,6.0059526353,-0.003681152194,3.3,0.0,6.0005641549,-0.006939968668,6.1247563323,-0.0545898903,6.0840633881,-0.04366968023,6.0608427498,-0.03243271096,6.0580454122,-0.03179261762,6.0596617628,-0.03205062933
