sample,seed,sw_stat_mismatch,status,trise_s,tfall_s,tpdlh_s,tpdhl_s,ipeak_source_a,ipeak_sink_a,vout_max_v,vout_min_v,vin_max_v,vin_min_v,indrv_max_v,indrv_min_v,n1_max_v,n1_min_v,n2_max_v,n2_min_v,n3_max_v,n3_min_v,n4_max_v,n4_min_v,n5_max_v,n5_min_v
baseline,,unset (plain harness deck),ok,4.053397e-09,5.061456e-09,3.54123e-09,4.10309e-09,1.5849725595,1.0915487194,6.0053016843,-0.002623305496,3.3,0.0,6.0002617166,-0.0004640877504,6.1064221095,-0.04468547575,6.0839653708,-0.04033125476,6.0555706565,-0.02965553897,6.0522739524,-0.02842291687,6.0522981828,-0.02834945078
0,20390204,0,ok,4.053397e-09,5.061456e-09,3.54123e-09,4.10309e-09,1.5849725595,1.0915487194,6.0053016843,-0.002623305496,3.3,0.0,6.0002617166,-0.0004640877504,6.1064221095,-0.04468547575,6.0839653708,-0.04033125476,6.0555706565,-0.02965553897,6.0522739524,-0.02842291687,6.0522981828,-0.02834945078
0,25390204,0,ok,4.053397e-09,5.061456e-09,3.54123e-09,4.10309e-09,1.5849725595,1.0915487194,6.0053016843,-0.002623305496,3.3,0.0,6.0002617166,-0.0004640877504,6.1064221095,-0.04468547575,6.0839653708,-0.04033125476,6.0555706565,-0.02965553897,6.0522739524,-0.02842291687,6.0522981828,-0.02834945078
1,20390205,1,ok,4.044665e-09,5.074656e-09,3.537526e-09,4.108065e-09,1.5923084358,1.0849901704,6.0053770028,-0.002614516751,3.3,0.0,6.0003557477,-0.0004638769291,6.110123282,-0.04401536766,6.083467327,-0.04042642262,6.0551046185,-0.02982646891,6.052196058,-0.02860279074,6.0520669281,-0.02796750135
2,20390206,1,ok,4.053578e-09,5.056255e-09,3.539089e-09,4.101756e-09,1.5851060097,1.0860039869,6.005318854,-0.002606228312,3.3,0.0,6.0003388233,-0.0004692659442,6.1089643102,-0.04540631729,6.0837881621,-0.04051532965,6.0552946851,-0.02964618885,6.052053679,-0.02866046756,6.0525274533,-0.0282656117
3,20390207,1,ok,4.05152e-09,5.053711e-09,3.541275e-09,4.099683e-09,1.5838928688,1.083065075,6.0053263206,-0.002629485209,3.3,0.0,6.0003393515,-0.0004704250801,6.1080539125,-0.04529809249,6.0837190642,-0.04052142086,6.0545324179,-0.02971480535,6.0525844291,-0.02842875879,6.0524673374,-0.02855610629
4,20390208,1,ok,4.04718e-09,5.055777e-09,3.535418e-09,4.101144e-09,1.5918492964,1.0894690555,6.0052508014,-0.0026062738,3.3,0.0,6.0002566951,-0.000464264189,6.115058733,-0.04454892355,6.0842934581,-0.04070609982,6.0545202071,-0.03022774802,6.0508848437,-0.02876617116,6.0527838111,-0.02841931439
5,20390209,1,ok,4.058248e-09,5.06555e-09,3.54057e-09,4.106846e-09,1.5851537488,1.0878001967,6.0053483676,-0.002619020841,3.3,0.0,6.0005111863,-0.000464625989,6.1058539713,-0.04440317885,6.0850128904,-0.04036838517,6.0554746664,-0.02975785183,6.0520403266,-0.02894128555,6.0522359015,-0.02803438369
6,20390210,1,ok,4.059908e-09,5.06676e-09,3.546743e-09,4.103227e-09,1.5820506493,1.0893185879,6.0053703884,-0.002637226908,3.3,0.0,6.0003743311,-0.0004665299265,6.1117261468,-0.0452965927,6.08381696,-0.04072241093,6.0547046171,-0.02981078164,6.0514816302,-0.02879012978,6.0529068794,-0.02841787187
7,20390211,1,ok,4.046157e-09,5.061255e-09,3.534337e-09,4.105227e-09,1.5894573427,1.0851422663,6.0053300013,-0.002613202334,3.3,0.0,6.000910647,-0.0004635262298,6.1144561422,-0.04474321866,6.0846774706,-0.04028737179,6.0557276773,-0.02980776965,6.0527846386,-0.02850402973,6.0522866118,-0.02838524129
8,20390212,1,ok,4.050501e-09,5.071799e-09,3.540012e-09,4.109526e-09,1.5881078438,1.0894307233,6.0053612618,-0.002634756552,3.3,0.0,6.0004502002,-0.0004649670764,6.1097855019,-0.04540544833,6.0843886924,-0.04065323852,6.0550900505,-0.02960106128,6.0526750208,-0.02871324585,6.0519864576,-0.02835734053
9,20390213,1,ok,4.05131e-09,5.074448e-09,3.537323e-09,4.111365e-09,1.5907245007,1.0835955412,6.0053624826,-0.002606536729,3.3,0.0,6.0016074694,-0.0004649154004,6.1085263266,-0.04412798198,6.0847769244,-0.04083265468,6.0547650748,-0.02989727728,6.0526434277,-0.02865045268,6.052343072,-0.02836078765
10,20390214,1,ok,4.06555e-09,5.077996e-09,3.54372e-09,4.114498e-09,1.579241488,1.0855165575,6.0053263291,-0.002643561205,3.3,0.0,6.0002534454,-0.0004642564107,6.1088745643,-0.04425233042,6.0842335445,-0.04039620267,6.0556191123,-0.03009495966,6.0512193959,-0.02841462601,6.0521748607,-0.02821509512
11,20390215,1,ok,4.056259e-09,5.067299e-09,3.546248e-09,4.104356e-09,1.5844843257,1.076844162,6.005381272,-0.002606050638,3.3,0.0,6.0002498074,-0.000472288539,6.106529726,-0.04426647938,6.0842035264,-0.04042324647,6.0554874718,-0.02961751659,6.0523340646,-0.02855482021,6.0524371778,-0.02836457085
12,20390216,1,ok,4.055553e-09,5.064249e-09,3.541663e-09,4.107796e-09,1.5836216275,1.088600229,6.0053458914,-0.002623036523,3.3,0.0,6.0014641277,-0.0004759541983,6.1107918938,-0.04545693592,6.0842343023,-0.04030067696,6.0556783818,-0.0297318064,6.0522039182,-0.02855064543,6.0522139688,-0.0282472684
13,20390217,1,ok,4.05207e-09,5.049307e-09,3.538952e-09,4.094667e-09,1.5854313582,1.0909482517,6.0053221204,-0.002614421472,3.3,0.0,6.0002708427,-0.0004660313978,6.1146498578,-0.04464974997,6.0841511455,-0.04042207358,6.0557385716,-0.02971970635,6.0523404838,-0.02847058622,6.0522414161,-0.02818090853
14,20390218,1,ok,4.056912e-09,5.059667e-09,3.543325e-09,4.101753e-09,1.5854115742,1.0891021952,6.0053548672,-0.002625827513,3.3,0.0,6.000532759,-0.000469510117,6.10904285,-0.04527425879,6.0846281829,-0.04081306409,6.0555447379,-0.02978101558,6.0525276678,-0.02853540503,6.0526473233,-0.02827744472
15,20390219,1,ok,4.047116e-09,5.071261e-09,3.535794e-09,4.109633e-09,1.5850684265,1.079913112,6.0054040859,-0.002628656704,3.3,0.0,6.0004315019,-0.0004661646783,6.1104292133,-0.04361550245,6.0838826195,-0.04072557685,6.0548091434,-0.03000418661,6.0516093442,-0.02836540205,6.052121311,-0.02797099071
16,20390220,1,ok,4.055922e-09,5.078573e-09,3.546691e-09,4.109362e-09,1.5840735934,1.0775963059,6.0054338902,-0.002640884993,3.3,0.0,6.0011595345,-0.0004636150525,6.109460974,-0.0444472166,6.0848805283,-0.0406727907,6.0554732671,-0.02998303259,6.0523029974,-0.02849772091,6.0521125575,-0.02834833966
17,20390221,1,ok,4.041009e-09,5.066521e-09,3.535295e-09,4.104587e-09,1.5878964982,1.0891579776,6.005353408,-0.002604874454,3.3,0.0,6.0003849625,-0.0004646157198,6.1135580961,-0.04453754705,6.0840143396,-0.04064160005,6.0551908061,-0.02979433169,6.0516004499,-0.02870592932,6.0527095507,-0.02800188268
18,20390222,1,ok,4.062682e-09,5.06462e-09,3.547517e-09,4.102581e-09,1.5814256682,1.0882723953,6.0053462983,-0.002634108078,3.3,0.0,6.000336579,-0.0004652402655,6.1093808281,-0.04463617176,6.0842301437,-0.04062663141,6.0542978305,-0.02972424275,6.0522987096,-0.02868868325,6.0528797571,-0.02799539849
19,20390223,1,ok,4.06832e-09,5.059742e-09,3.548752e-09,4.098666e-09,1.5826619095,1.0895363523,6.0053257817,-0.002649121329,3.3,0.0,6.0003066556,-0.0004637849043,6.112471219,-0.04481497171,6.0838737361,-0.04067872421,6.0551879034,-0.02986231382,6.0512268507,-0.02866768794,6.0524618744,-0.02834035246
20,20390224,1,ok,4.04703e-09,5.057458e-09,3.535346e-09,4.100965e-09,1.5868946296,1.0913532225,6.0053266807,-0.002628306363,3.3,0.0,6.0014847126,-0.0004642150096,6.1101369922,-0.04457839649,6.0848561077,-0.04084877096,6.0556290193,-0.02993254567,6.0524670433,-0.0283461473,6.0523763816,-0.02815869986
21,20390225,1,ok,4.054424e-09,5.05404e-09,3.542092e-09,4.099872e-09,1.5827222148,1.0924592436,6.0052429049,-0.002621902405,3.3,0.0,6.0015795541,-0.0004653787261,6.1137665305,-0.04476286129,6.0840360912,-0.04031249994,6.0555661192,-0.02981466904,6.0518732184,-0.02843363416,6.052144346,-0.02812026598
22,20390226,1,ok,4.057843e-09,5.061404e-09,3.545896e-09,4.103285e-09,1.5832987162,1.0888639767,6.005337397,-0.002625409001,3.3,0.0,6.0002714973,-0.0004645643213,6.108807778,-0.04474071302,6.0841420603,-0.04063344842,6.0551568912,-0.02965941106,6.0520614013,-0.02881556743,6.0523515055,-0.02809218924
