sample,seed,sw_stat_mismatch,status,trise_s,tfall_s,tpdlh_s,tpdhl_s,ipeak_source_a,ipeak_sink_a,vout_max_v,vout_min_v,vin_max_v,vin_min_v,indrv_max_v,indrv_min_v,n1_max_v,n1_min_v,n2_max_v,n2_min_v,n3_max_v,n3_min_v,n4_max_v,n4_min_v,n5_max_v,n5_min_v
baseline,,unset (plain harness deck),ok,5.371275e-09,5.556948e-09,4.35432e-09,4.462105e-09,1.2434743643,1.0494674298,6.0042720204,-0.002626418761,3.3,0.0,6.0012364181,-0.0005476000222,6.093905907,-0.04342050348,6.0756748072,-0.04210046101,6.05013948,-0.02962503493,6.0467060843,-0.02816490941,6.0468471208,-0.02750010366
0,20280204,0,ok,5.371275e-09,5.556948e-09,4.35432e-09,4.462105e-09,1.2434743643,1.0494674298,6.0042720204,-0.002626418761,3.3,0.0,6.0012364181,-0.0005476000222,6.093905907,-0.04342050348,6.0756748072,-0.04210046101,6.05013948,-0.02962503493,6.0467060843,-0.02816490941,6.0468471208,-0.02750010366
0,25280204,0,ok,5.371275e-09,5.556948e-09,4.35432e-09,4.462105e-09,1.2434743643,1.0494674298,6.0042720204,-0.002626418761,3.3,0.0,6.0012364181,-0.0005476000222,6.093905907,-0.04342050348,6.0756748072,-0.04210046101,6.05013948,-0.02962503493,6.0467060843,-0.02816490941,6.0468471208,-0.02750010366
1,20280205,1,ok,5.365181e-09,5.561826e-09,4.354214e-09,4.463407e-09,1.2449656021,1.0484584961,6.0042887332,-0.002624795433,3.3,0.0,6.001189356,-0.0005798723956,6.0940030601,-0.04246056808,6.0751573412,-0.04232768369,6.0507880763,-0.02967302914,6.0468823665,-0.02837314482,6.0466945632,-0.02768935143
2,20280206,1,ok,5.385157e-09,5.553202e-09,4.360801e-09,4.457876e-09,1.2403169431,1.0511405403,6.0042725361,-0.002630673327,3.3,0.0,6.0004677791,-0.0005866597862,6.0944052991,-0.04249330048,6.0752837158,-0.04217968835,6.0507938641,-0.02966254518,6.046674035,-0.02808122797,6.0461321242,-0.02736833651
3,20280207,1,ok,5.383032e-09,5.562647e-09,4.355443e-09,4.467252e-09,1.242031182,1.0492373855,6.0043103602,-0.002615322262,3.3,0.0,6.0004268983,-0.0005787572961,6.0939840459,-0.04295640737,6.0756653372,-0.04229587557,6.0504151889,-0.02961369966,6.0467811036,-0.02801778858,6.0462627868,-0.0275836269
4,20280208,1,ok,5.36235e-09,5.56652e-09,4.349407e-09,4.467517e-09,1.2453751461,1.0403490344,6.0042962796,-0.002623081888,3.3,0.0,6.0012454847,-0.0005921951661,6.0925616683,-0.04346938557,6.0744709783,-0.04215658291,6.0498894041,-0.02962317086,6.0460463188,-0.02811982893,6.046799893,-0.02743669538
5,20280209,1,ok,5.365277e-09,5.566136e-09,4.354673e-09,4.466498e-09,1.2452684573,1.0488701583,6.0043205482,-0.002634496423,3.3,0.0,6.0011161684,-0.0005795257863,6.0945091575,-0.04283147868,6.0750141889,-0.04223817728,6.0499807996,-0.02967396093,6.0467506637,-0.02831259096,6.047401773,-0.0276114201
6,20280210,1,ok,5.371366e-09,5.547526e-09,4.351403e-09,4.459799e-09,1.2441553189,1.0500576478,6.0041884391,-0.002638897889,3.3,0.0,6.0012407213,-0.0005795340066,6.0935667193,-0.04385619466,6.0745905951,-0.04228893915,6.0511520554,-0.02960590004,6.0469001559,-0.02825993766,6.0466998625,-0.02755456155
7,20280211,1,ok,5.37109e-09,5.56154e-09,4.356697e-09,4.464114e-09,1.2429312947,1.0484550402,6.0042942308,-0.002636263761,3.3,0.0,6.0012160579,-0.0005795376429,6.0934352235,-0.04407381798,6.075582507,-0.04219381433,6.0504140913,-0.02947219843,6.0466102098,-0.02779286635,6.0468700162,-0.02738444404
8,20280212,1,ok,5.360896e-09,5.558679e-09,4.347464e-09,4.465713e-09,1.2448076829,1.0493497492,6.0042009516,-0.002626196759,3.3,0.0,6.0012578705,-0.0005717431429,6.0938215019,-0.04345375735,6.0748746237,-0.04218696054,6.0499352304,-0.02963172375,6.0471281495,-0.02805501133,6.0467614829,-0.02755911155
9,20280213,1,ok,5.376098e-09,5.54608e-09,4.355992e-09,4.457833e-09,1.2422142711,1.0446309918,6.0041814304,-0.002638513527,3.3,0.0,6.0006909133,-0.000580778517,6.0934474214,-0.04408806666,6.0744344908,-0.04231739114,6.0499177677,-0.0295082638,6.0468830732,-0.02827475232,6.0472830439,-0.02733407541
10,20280214,1,ok,5.369198e-09,5.575371e-09,4.353491e-09,4.471891e-09,1.2439550507,1.0472381725,6.0043397084,-0.00262565349,3.3,0.0,6.0011453825,-0.0005791862585,6.0935344823,-0.04347872919,6.0747294429,-0.04230097625,6.0497718807,-0.02955160453,6.0465211936,-0.02828350954,6.0465846097,-0.02772620883
