sample,seed,sw_stat_mismatch,status,ronw_n06_3.6,ronw_n06_4.2,ronw_n06_5,ronw_p06_3.6,ronw_p06_4.2,ronw_p06_5,fb_vf_0.1,fb_vf_0.3,fb_vf_1
baseline,,unset (plain deck),ok,1.958650741739846,1.7504967934499598,1.5773921888199738,8.116588937449679,7.08078792149927,6.195871865937675,0.9623839866745266,0.9952097055465904,1.0367235221422455
0,20350821,0,ok,1.958650741739846,1.7504967934499598,1.5773921888199738,8.116588937449679,7.08078792149927,6.195871865937675,0.9623839866745266,0.9952097055465904,1.0367235221422455
0,25350821,0,ok,1.958650741739846,1.7504967934499598,1.5773921888199738,8.116588937449679,7.08078792149927,6.195871865937675,0.9623839866745266,0.9952097055465904,1.0367235221422455
1,20350822,1,ok,1.954929616575563,1.750925654245124,1.5723044968730213,8.133431365811623,7.090286780130036,6.180865433933451,0.9623839866745266,0.9952097055465904,1.0367235221422455
2,20350823,1,ok,1.9627192735244554,1.7517442908909846,1.578890908415343,8.100940414937801,7.056838665608277,6.211283242280893,0.9623839866745266,0.9952097055465904,1.0367235221422455
3,20350824,1,ok,1.9635706280886898,1.749473349669201,1.5782119353269586,8.123278139425855,7.102400611449715,6.197969431772529,0.9623839866745266,0.9952097055465904,1.0367235221422455
4,20350825,1,ok,1.9671548468066666,1.7536691090786016,1.5774231426662764,8.089041608992188,7.071418293374633,6.193128686938411,0.9623839866745266,0.9952097055465904,1.0367235221422455
5,20350826,1,ok,1.963825408747725,1.749784203528407,1.5785336161426284,8.096915280571709,7.097540353186929,6.171962114308302,0.9623839866745266,0.9952097055465904,1.0367235221422455
6,20350827,1,ok,1.962394967584893,1.7497615205616803,1.5761043785607227,8.145985061263627,7.069042436603826,6.205678252580521,0.9623839866745266,0.9952097055465904,1.0367235221422455
7,20350828,1,ok,1.9586346690001804,1.7485513156378318,1.5734207706872807,8.133198831666727,7.074690191338736,6.187466104287249,0.9623839866745266,0.9952097055465904,1.0367235221422455
8,20350829,1,ok,1.963697217314816,1.7531419127627397,1.5781429425250701,8.087470526650417,7.071206371900575,6.191770862959433,0.9623839866745266,0.9952097055465904,1.0367235221422455
9,20350830,1,ok,1.958250091958067,1.7501148227132903,1.5789532908935315,8.122383245556126,7.093821315673642,6.20532240732256,0.9623839866745266,0.9952097055465904,1.0367235221422455
10,20350831,1,ok,1.95450368742085,1.7503406038103249,1.5763015030940941,8.10041402935601,7.092786304955034,6.1704661793649445,0.9623839866745266,0.9952097055465904,1.0367235221422455
11,20350832,1,ok,1.9558754147267792,1.7501268115039081,1.5779848244434829,8.143597118001018,7.085277847223401,6.185296967315908,0.9623839866745266,0.9952097055465904,1.0367235221422455
12,20350833,1,ok,1.9594488375155927,1.7476261400344215,1.5783886114515422,8.14624546881666,7.054460548519714,6.179574033928395,0.9623839866745266,0.9952097055465904,1.0367235221422455
13,20350834,1,ok,1.9551748323259837,1.7457487208616564,1.5739392023979883,8.163327066714906,7.106374320699055,6.196377173921711,0.9623839866745266,0.9952097055465904,1.0367235221422455
14,20350835,1,ok,1.9579410410722644,1.7473659057575903,1.5774604980452258,8.08413162147788,7.088985349263902,6.208629882464306,0.9623839866745266,0.9952097055465904,1.0367235221422455
15,20350836,1,ok,1.9558891021618683,1.7433264008377685,1.5787414672215265,8.089053113248287,7.0684019110136544,6.201542043121253,0.9623839866745266,0.9952097055465904,1.0367235221422455
16,20350837,1,ok,1.9556826713944806,1.7499804638478296,1.5756703135787493,8.118700273149956,7.063875259425796,6.2056542478308385,0.9623839866745266,0.9952097055465904,1.0367235221422455
17,20350838,1,ok,1.9570719407632269,1.7530341482300982,1.5795723920282827,8.142993856215513,7.066174796020532,6.183239660921817,0.9623839866745266,0.9952097055465904,1.0367235221422455
18,20350839,1,ok,1.9557254110318465,1.7526084388724086,1.5736681237302743,8.104684062293492,7.056598912076448,6.185510384193596,0.9623839866745266,0.9952097055465904,1.0367235221422455
19,20350840,1,ok,1.95881061626493,1.7489675467615962,1.5807234986896692,8.063234224547594,7.106246436463709,6.191826174769832,0.9623839866745266,0.9952097055465904,1.0367235221422455
20,20350841,1,ok,1.9567274891032551,1.7496161417604037,1.5731556409467318,8.091286281186854,7.0902411896616515,6.208902691003621,0.9623839866745266,0.9952097055465904,1.0367235221422455
21,20350842,1,ok,1.9611457456034809,1.7502507458742682,1.5793946418749711,8.11670449388337,7.071561622607946,6.184900443822272,0.9623839866745266,0.9952097055465904,1.0367235221422455
22,20350843,1,ok,1.9545733644288987,1.7625143539559542,1.577053984571742,8.14457146863722,7.087461198658738,6.189239886236482,0.9623839866745266,0.9952097055465904,1.0367235221422455
23,20350844,1,ok,1.9521632582670734,1.7505298588849973,1.5779754169545197,8.113066555246958,7.072983300054576,6.198910318726404,0.9623839866745266,0.9952097055465904,1.0367235221422455
24,20350845,1,ok,1.9527654324444372,1.7501462622489155,1.5779498385141388,8.080064746508834,7.080522921000462,6.185054137736697,0.9623839866745266,0.9952097055465904,1.0367235221422455
25,20350846,1,ok,1.9558421040988236,1.7535079041726451,1.5793591845525905,8.108952916555063,7.093700672296508,6.198139037866353,0.9623839866745266,0.9952097055465904,1.0367235221422455
26,20350847,1,ok,1.958782130197396,1.7463339660335164,1.5753041828635372,8.087865578553547,7.082225761260274,6.202586588186303,0.9623839866745266,0.9952097055465904,1.0367235221422455
27,20350848,1,ok,1.9612249728928102,1.748391765384918,1.5805864692980234,8.164704902649481,7.069684105161594,6.20531907596966,0.9623839866745266,0.9952097055465904,1.0367235221422455
28,20350849,1,ok,1.9581489147498667,1.7551937303544698,1.575490013780944,8.138262748082452,7.077802063683906,6.188962250638553,0.9623839866745266,0.9952097055465904,1.0367235221422455
29,20350850,1,ok,1.958479032218448,1.7520858305460933,1.5779232112831223,8.12871830960942,7.082414452029308,6.201053510886358,0.9623839866745266,0.9952097055465904,1.0367235221422455
30,20350851,1,ok,1.9507728435785283,1.7540091790297039,1.578043865634904,8.090056350930816,7.075012047595829,6.222919709692084,0.9623839866745266,0.9952097055465904,1.0367235221422455
