sample,seed,sw_stat_mismatch,status,ronw_n06_3.6,ronw_n06_4.2,ronw_n06_5,ronw_p06_3.6,ronw_p06_4.2,ronw_p06_5,fb_vf_0.1,fb_vf_0.3,fb_vf_1
baseline,,unset (plain deck),ok,2.539715473745293,2.2180454051619307,1.9514161123060048,8.767744678445798,7.60913809423034,6.625622714170203,0.9658457254561111,0.9990283896816078,1.0417904975840917
0,20320821,0,ok,2.539715473745293,2.2180454051619307,1.9514161123060048,8.767744678445798,7.60913809423034,6.625622714170203,0.9658457254561111,0.9990283896816078,1.0417904975840917
0,25320821,0,ok,2.539715473745293,2.2180454051619307,1.9514161123060048,8.767744678445798,7.60913809423034,6.625622714170203,0.9658457254561111,0.9990283896816078,1.0417904975840917
1,20320822,1,ok,2.5448476704287137,2.2193201571371564,1.9516678803826528,8.782196701572582,7.604928195669703,6.624300669366553,0.9658457254561111,0.9990283896816078,1.0417904975840917
2,20320823,1,ok,2.5390081013607197,2.216119572056616,1.9486894971366198,8.76667906850677,7.5952372608771705,6.623860871048501,0.9658457254561111,0.9990283896816078,1.0417904975840917
3,20320824,1,ok,2.5486321779617627,2.2203233994829916,1.948354301240402,8.770886868891537,7.609435533807284,6.630353888731478,0.9658457254561111,0.9990283896816078,1.0417904975840917
4,20320825,1,ok,2.539682445571364,2.2143446184743114,1.9573466132499757,8.76479292068377,7.610975975407381,6.635970100741459,0.9658457254561111,0.9990283896816078,1.0417904975840917
5,20320826,1,ok,2.5382469507688254,2.2224316380643514,1.9490625969530737,8.77239417849206,7.591841449579544,6.629151782468208,0.9658457254561111,0.9990283896816078,1.0417904975840917
6,20320827,1,ok,2.5288811705548695,2.217813190557563,1.9509398304789627,8.78171510622665,7.63039181350486,6.62297603704985,0.9658457254561111,0.9990283896816078,1.0417904975840917
7,20320828,1,ok,2.5236162477594406,2.2142147678443393,1.954597901095753,8.802291802250078,7.585193565259362,6.632516215177402,0.9658457254561111,0.9990283896816078,1.0417904975840917
8,20320829,1,ok,2.5416907528482535,2.2173975264091075,1.9495639506726332,8.775695135466632,7.605218897422059,6.648392823638358,0.9658457254561111,0.9990283896816078,1.0417904975840917
9,20320830,1,ok,2.5373690675732985,2.219310235895074,1.9531614982027101,8.773871443596756,7.612508746897984,6.614483806627797,0.9658457254561111,0.9990283896816078,1.0417904975840917
10,20320831,1,ok,2.5413256311167762,2.2246104173817245,1.9496819094053426,8.739445710234792,7.61143517077615,6.629498008402068,0.9658457254561111,0.9990283896816078,1.0417904975840917
11,20320832,1,ok,2.5467401864295285,2.2142410216974593,1.9479601410584735,8.74494816219912,7.6270465097182925,6.624180053008695,0.9658457254561111,0.9990283896816078,1.0417904975840917
12,20320833,1,ok,2.5481228461977166,2.212238909649542,1.9514195908275052,8.739240429746953,7.615250473626205,6.6235075303168935,0.9658457254561111,0.9990283896816078,1.0417904975840917
13,20320834,1,ok,2.5381964738227945,2.213771752759223,1.9481236915594369,8.765217757711238,7.62262037311491,6.610939489140917,0.9658457254561111,0.9990283896816078,1.0417904975840917
14,20320835,1,ok,2.529906985418692,2.2192320703264414,1.9518525890762135,8.749969343620664,7.605759205328152,6.6207457917910775,0.9658457254561111,0.9990283896816078,1.0417904975840917
15,20320836,1,ok,2.536079065803091,2.219070484258628,1.9500295671992198,8.77354159201737,7.621991509771962,6.583699339800197,0.9658457254561111,0.9990283896816078,1.0417904975840917
16,20320837,1,ok,2.540116831777709,2.217431578514605,1.9517725781863973,8.753806983406422,7.662478474507421,6.622673077580911,0.9658457254561111,0.9990283896816078,1.0417904975840917
17,20320838,1,ok,2.536302936100775,2.2139572423835814,1.9489072791058768,8.769011060861455,7.600180225376769,6.605172388962624,0.9658457254561111,0.9990283896816078,1.0417904975840917
18,20320839,1,ok,2.552606110422698,2.217971773479656,1.954205893822175,8.724205160611817,7.629236438991193,6.636564745446614,0.9658457254561111,0.9990283896816078,1.0417904975840917
19,20320840,1,ok,2.5367848205808015,2.217413215523697,1.9498881922366926,8.772497443855075,7.629675891882538,6.6102938675657095,0.9658457254561111,0.9990283896816078,1.0417904975840917
20,20320841,1,ok,2.5368609252823315,2.2128730147879896,1.9521940644979066,8.8008907545816,7.589160627526746,6.621100835912225,0.9658457254561111,0.9990283896816078,1.0417904975840917
21,20320842,1,ok,2.54603166253146,2.2157837309530537,1.9494754705765245,8.765037174767704,7.602760540880356,6.63660640998959,0.9658457254561111,0.9990283896816078,1.0417904975840917
22,20320843,1,ok,2.5507142291898512,2.2217545329437662,1.9467255316714913,8.794683909078342,7.597006132457017,6.634927807242488,0.9658457254561111,0.9990283896816078,1.0417904975840917
23,20320844,1,ok,2.5432047384485434,2.2108080316840653,1.948538619555081,8.806428798700198,7.620008438556671,6.5931106213597594,0.9658457254561111,0.9990283896816078,1.0417904975840917
24,20320845,1,ok,2.5350004238952817,2.2113210499843516,1.949354802268433,8.776967236822049,7.576320878519533,6.634055598016885,0.9658457254561111,0.9990283896816078,1.0417904975840917
25,20320846,1,ok,2.5377265336022554,2.224377317451036,1.9499776400096929,8.813179131716144,7.607366188382745,6.610384473094587,0.9658457254561111,0.9990283896816078,1.0417904975840917
26,20320847,1,ok,2.5329712753879465,2.214916745540733,1.9456373491039483,8.777824328427375,7.615986108685051,6.623236732601699,0.9658457254561111,0.9990283896816078,1.0417904975840917
27,20320848,1,ok,2.5360010580519172,2.212551679191851,1.949114395984244,8.75522505065622,7.620493514992579,6.618389298574803,0.9658457254561111,0.9990283896816078,1.0417904975840917
28,20320849,1,ok,2.5313233863333977,2.2124325957205584,1.9529027811967499,8.795034104455107,7.624408863956515,6.62450741619492,0.9658457254561111,0.9990283896816078,1.0417904975840917
29,20320850,1,ok,2.5371630048715814,2.2186433478361898,1.957956641817686,8.75537492450033,7.616177380065879,6.632039433570282,0.9658457254561111,0.9990283896816078,1.0417904975840917
30,20320851,1,ok,2.530008609699416,2.2215348952578498,1.9535626124780436,8.740161735434862,7.56868746862582,6.631040574643629,0.9658457254561111,0.9990283896816078,1.0417904975840917
31,20320852,1,ok,2.5398096807715507,2.2214693652071964,1.9465552061896325,8.716281385223331,7.619612546137781,6.653473569197924,0.9658457254561111,0.9990283896816078,1.0417904975840917
32,20320853,1,ok,2.5366233089163384,2.2142326209702063,1.955606739839075,8.786284136004353,7.639494030541382,6.6169492148361755,0.9658457254561111,0.9990283896816078,1.0417904975840917
33,20320854,1,ok,2.5382936900814683,2.21393440343437,1.9499729084945716,8.762216054436092,7.582304057184371,6.647756513550448,0.9658457254561111,0.9990283896816078,1.0417904975840917
34,20320855,1,ok,2.539388284993077,2.2205583497759775,1.9519056956547187,8.785904092278601,7.600805107680226,6.6181104645808135,0.9658457254561111,0.9990283896816078,1.0417904975840917
35,20320856,1,ok,2.55174857090227,2.2189101740943356,1.9565717142641015,8.78516898080592,7.637476365038157,6.643309315197722,0.9658457254561111,0.9990283896816078,1.0417904975840917
36,20320857,1,ok,2.541894225635896,2.217088160884584,1.9478869163801247,8.776030144709354,7.584204045127777,6.638480365013125,0.9658457254561111,0.9990283896816078,1.0417904975840917
37,20320858,1,ok,2.5368425439908573,2.2151613896243685,1.9548108825999773,8.776913746738467,7.581915685654927,6.60555241664431,0.9658457254561111,0.9990283896816078,1.0417904975840917
38,20320859,1,ok,2.5441550806104494,2.217600884294077,1.9467217293061552,8.800370969664472,7.599038850170402,6.632115878551394,0.9658457254561111,0.9990283896816078,1.0417904975840917
39,20320860,1,ok,2.530691449339582,2.214363121389116,1.9482457703289877,8.743324459355788,7.6125187608967755,6.623476960450656,0.9658457254561111,0.9990283896816078,1.0417904975840917
40,20320861,1,ok,2.5426413798781415,2.2128313488645204,1.9559655007142833,8.72886534785499,7.655533931767922,6.620719725775752,0.9658457254561111,0.9990283896816078,1.0417904975840917
41,20320862,1,ok,2.541477144980764,2.217116665076385,1.9528470545357846,8.741775857638116,7.6243011713844755,6.6310997457419445,0.9658457254561111,0.9990283896816078,1.0417904975840917
42,20320863,1,ok,2.530680972659171,2.214122665995457,1.9553139990767419,8.763236466868896,7.629780785974121,6.608873726822357,0.9658457254561111,0.9990283896816078,1.0417904975840917
43,20320864,1,ok,2.536325245165468,2.2153806179332376,1.9549457066800113,8.756044940429845,7.636167207763567,6.653678403473732,0.9658457254561111,0.9990283896816078,1.0417904975840917
44,20320865,1,ok,2.5361859862618865,2.2200515606046567,1.9481394266423488,8.741769824042889,7.6184917202434566,6.631139383606623,0.9658457254561111,0.9990283896816078,1.0417904975840917
45,20320866,1,ok,2.538949600352607,2.2221276222091126,1.952856753118335,8.763936136375158,7.599619849973533,6.637829363918549,0.9658457254561111,0.9990283896816078,1.0417904975840917
46,20320867,1,ok,2.530865509107177,2.221108154830329,1.9579777142663286,8.776277204331253,7.641285609074457,6.620166923803696,0.9658457254561111,0.9990283896816078,1.0417904975840917
47,20320868,1,ok,2.534329947162651,2.2234616440508166,1.9595546592949997,8.755168760294572,7.629667261529088,6.609951416038861,0.9658457254561111,0.9990283896816078,1.0417904975840917
48,20320869,1,ok,2.5462954304379664,2.222256968294862,1.9511145910873002,8.7597118857657,7.547456550803272,6.628674030436409,0.9658457254561111,0.9990283896816078,1.0417904975840917
49,20320870,1,ok,2.5352176269766917,2.2174754099164993,1.9445022823799563,8.761366949857406,7.608835745476219,6.63396135845705,0.9658457254561111,0.9990283896816078,1.0417904975840917
50,20320871,1,ok,2.542648732983961,2.2156935337359744,1.9488036048234918,8.761426988269056,7.589534699895875,6.609256054913341,0.9658457254561111,0.9990283896816078,1.0417904975840917
51,20320872,1,ok,2.5485302364322937,2.2238468602100014,1.9595651271432617,8.728701929434742,7.628944128440421,6.618120206640432,0.9658457254561111,0.9990283896816078,1.0417904975840917
52,20320873,1,ok,2.5431346282540703,2.215937659994109,1.9545449232686456,8.788636310827373,7.57782962680365,6.625735506936626,0.9658457254561111,0.9990283896816078,1.0417904975840917
53,20320874,1,ok,2.5329460378452415,2.2215130370964333,1.9542091292634176,8.764673272682982,7.593961579527303,6.610505594635697,0.9658457254561111,0.9990283896816078,1.0417904975840917
54,20320875,1,ok,2.5458877979912433,2.225144787922605,1.9550290946624158,8.794838413700415,7.646690368094787,6.620359259813742,0.9658457254561111,0.9990283896816078,1.0417904975840917
55,20320876,1,ok,2.5369599296379053,2.219802835493714,1.9548769379534905,8.759936264471655,7.575529627271104,6.624210382705656,0.9658457254561111,0.9990283896816078,1.0417904975840917
56,20320877,1,ok,2.5389172430537554,2.217289916571011,1.950065476129701,8.730642851233913,7.600186320225864,6.608605033553747,0.9658457254561111,0.9990283896816078,1.0417904975840917
57,20320878,1,ok,2.5421556920493598,2.2170568649126134,1.9480094866198991,8.810640369550136,7.619634917197332,6.6296128437214925,0.9658457254561111,0.9990283896816078,1.0417904975840917
58,20320879,1,ok,2.5394099211411296,2.2228908850896087,1.953396260274672,8.71867974178252,7.621452556194205,6.632038643192177,0.9658457254561111,0.9990283896816078,1.0417904975840917
59,20320880,1,ok,2.5504074931540965,2.2179407788680443,1.9452976491114224,8.803815803842438,7.607533339602786,6.64092801545189,0.9658457254561111,0.9990283896816078,1.0417904975840917
60,20320881,1,ok,2.534947786009114,2.2225048370597795,1.9509449921153696,8.78588729717874,7.599221910095863,6.600223643958019,0.9658457254561111,0.9990283896816078,1.0417904975840917
61,20320882,1,ok,2.5359230871565996,2.2190402187415748,1.94823322770355,8.840178351294737,7.588150634480393,6.5977816080965646,0.9658457254561111,0.9990283896816078,1.0417904975840917
62,20320883,1,ok,2.541795554206306,2.2182754237166256,1.9549865996575049,8.711416620855715,7.61344998122916,6.627753182253782,0.9658457254561111,0.9990283896816078,1.0417904975840917
63,20320884,1,ok,2.543734473731051,2.220549848598913,1.949603931700388,8.79333835211077,7.616243795059163,6.62951279036704,0.9658457254561111,0.9990283896816078,1.0417904975840917
64,20320885,1,ok,2.540050615130629,2.21140174117477,1.9523189199757065,8.771713773893559,7.5961690758420435,6.606813751049998,0.9658457254561111,0.9990283896816078,1.0417904975840917
65,20320886,1,ok,2.5424207660294496,2.2191127744296373,1.9506556303330707,8.740407816762785,7.617916784260995,6.640797655393702,0.9658457254561111,0.9990283896816078,1.0417904975840917
66,20320887,1,ok,2.5379415150260147,2.2181111417976895,1.9510224614644294,8.766365746742181,7.609936034650377,6.614479507061584,0.9658457254561111,0.9990283896816078,1.0417904975840917
67,20320888,1,ok,2.531943429018603,2.215898747108619,1.952351868371247,8.773691390319941,7.600845009248936,6.606807821931957,0.9658457254561111,0.9990283896816078,1.0417904975840917
68,20320889,1,ok,2.541966331148244,2.224539992236131,1.9488207220485647,8.80029745357405,7.621374212339925,6.623057504448318,0.9658457254561111,0.9990283896816078,1.0417904975840917
69,20320890,1,ok,2.542537235233026,2.21920494127064,1.9565531456557952,8.70605735083938,7.637003637970458,6.628269500485569,0.9658457254561111,0.9990283896816078,1.0417904975840917
70,20320891,1,ok,2.5400997176452282,2.2190979007156435,1.9472642243244649,8.812748932692617,7.600179508593752,6.630205916646823,0.9658457254561111,0.9990283896816078,1.0417904975840917
71,20320892,1,ok,2.5365953375642665,2.2194273930329937,1.9554412467176847,8.776560508891182,7.625045579807498,6.651849993990895,0.9658457254561111,0.9990283896816078,1.0417904975840917
72,20320893,1,ok,2.546680386887701,2.221399095427696,1.9506419387949459,8.810399266670421,7.62199392070504,6.612336399960998,0.9658457254561111,0.9990283896816078,1.0417904975840917
73,20320894,1,ok,2.538343322736312,2.2185281463744233,1.9505648499820754,8.785097100668635,7.578489334098529,6.6335501637084455,0.9658457254561111,0.9990283896816078,1.0417904975840917
74,20320895,1,ok,2.532742724137105,2.2198967916865473,1.9534241040187552,8.78189053683766,7.622191585436513,6.6167218608724765,0.9658457254561111,0.9990283896816078,1.0417904975840917
75,20320896,1,ok,2.535691331863842,2.2202431792349473,1.9507154830702051,8.781305280146178,7.603222159657894,6.610347876244457,0.9658457254561111,0.9990283896816078,1.0417904975840917
76,20320897,1,ok,2.5350657097155693,2.218045306991051,1.9556021686514664,8.759793463692066,7.631582482482962,6.621132615337197,0.9658457254561111,0.9990283896816078,1.0417904975840917
77,20320898,1,ok,2.547099601394033,2.2156961647508218,1.9494325195909956,8.818110911314717,7.616535694807636,6.621429125085387,0.9658457254561111,0.9990283896816078,1.0417904975840917
78,20320899,1,ok,2.543129142915356,2.2137780121936586,1.9522221741963734,8.772252839104379,7.600879287082788,6.610835468720333,0.9658457254561111,0.9990283896816078,1.0417904975840917
79,20320900,1,ok,2.5348802085178637,2.217091557933271,1.9533543210341995,8.718055329401276,7.611056568453858,6.633105083902678,0.9658457254561111,0.9990283896816078,1.0417904975840917
80,20320901,1,ok,2.5330949686669233,2.2160592756442616,1.9526273060290733,8.765222226602813,7.617117139517742,6.670684651821906,0.9658457254561111,0.9990283896816078,1.0417904975840917
81,20320902,1,ok,2.532847380733413,2.2162891213990026,1.9515058978924402,8.762188466192374,7.623957950510893,6.630660249245102,0.9658457254561111,0.9990283896816078,1.0417904975840917
82,20320903,1,ok,2.5422323746403928,2.218842797487761,1.9493071588862292,8.700600159370714,7.605311394191072,6.6231639675786305,0.9658457254561111,0.9990283896816078,1.0417904975840917
83,20320904,1,ok,2.5387462116870863,2.2148349314435967,1.9584688757866602,8.756542656491876,7.6095540650141436,6.640876217476894,0.9658457254561111,0.9990283896816078,1.0417904975840917
84,20320905,1,ok,2.5316212172109416,2.2192330210739715,1.9538603534880155,8.727249735802117,7.6105148863473495,6.655037967923313,0.9658457254561111,0.9990283896816078,1.0417904975840917
85,20320906,1,ok,2.539476501094965,2.215999346124401,1.9488291237925388,8.768017666528943,7.61245135722735,6.606325296843144,0.9658457254561111,0.9990283896816078,1.0417904975840917
86,20320907,1,ok,2.5406529403500087,2.225431799308032,1.9592856343739171,8.773199991292202,7.622768511251315,6.642936235057877,0.9658457254561111,0.9990283896816078,1.0417904975840917
87,20320908,1,ok,2.539297531952591,2.2158863434737377,1.9482464001789734,8.75073341985035,7.620590214767555,6.631131531947249,0.9658457254561111,0.9990283896816078,1.0417904975840917
88,20320909,1,ok,2.5398843694743354,2.220408929606012,1.951292589357305,8.729429206217471,7.597908283140423,6.642834129060249,0.9658457254561111,0.9990283896816078,1.0417904975840917
89,20320910,1,ok,2.546056502172617,2.215786666658516,1.948271263763506,8.756986246340293,7.585579386908141,6.628794760575553,0.9658457254561111,0.9990283896816078,1.0417904975840917
90,20320911,1,ok,2.54191302667069,2.216837870860988,1.948292126696656,8.729515802474577,7.589129148302983,6.600587190876736,0.9658457254561111,0.9990283896816078,1.0417904975840917
91,20320912,1,ok,2.541073192992207,2.218929065217951,1.94886131435494,8.743104513170918,7.624799698403682,6.608983883910488,0.9658457254561111,0.9990283896816078,1.0417904975840917
92,20320913,1,ok,2.5343706523933447,2.2219628693295372,1.9537801716648133,8.784125218810198,7.610205938150157,6.614269442341071,0.9658457254561111,0.9990283896816078,1.0417904975840917
93,20320914,1,ok,2.543921635448685,2.215316374865758,1.9488185597210967,8.825907693004755,7.602767902756297,6.618074999877017,0.9658457254561111,0.9990283896816078,1.0417904975840917
94,20320915,1,ok,2.5408040746036638,2.2172720996237416,1.9475627752376494,8.783604246751121,7.616400262066623,6.627815027545975,0.9658457254561111,0.9990283896816078,1.0417904975840917
95,20320916,1,ok,2.544922913427583,2.217843818280468,1.9578841773713198,8.80596045522949,7.617905286778173,6.63083846482201,0.9658457254561111,0.9990283896816078,1.0417904975840917
96,20320917,1,ok,2.5393347907910773,2.213593559993597,1.9503215075440083,8.786001760097605,7.645023183819494,6.648002851932787,0.9658457254561111,0.9990283896816078,1.0417904975840917
