sample,seed,sw_stat_mismatch,status,ronw_n06_3.6,ronw_n06_4.2,ronw_n06_5,ronw_p06_3.6,ronw_p06_4.2,ronw_p06_5,fb_vf_0.1,fb_vf_0.3,fb_vf_1
baseline,,unset (plain deck),ok,4.329945636635708,3.8498028818153753,3.4506203079745963,10.834944840261935,9.519624981020302,8.30396629571666,0.7566387481460503,0.8104786889429928,0.8758620167033613
0,20400821,0,ok,4.329945636635708,3.8498028818153753,3.4506203079745963,10.834944840261935,9.519624981020302,8.30396629571666,0.7566387481460503,0.8104786889429928,0.8758620167033613
0,25400821,0,ok,4.329945636635708,3.8498028818153753,3.4506203079745963,10.834944840261935,9.519624981020302,8.30396629571666,0.7566387481460503,0.8104786889429928,0.8758620167033613
1,20400822,1,ok,4.329626992183166,3.8685889039618564,3.4620174589505837,10.837085355319319,9.546751056775332,8.265539209581242,0.7566387481460503,0.8104786889429928,0.8758620167033613
2,20400823,1,ok,4.344227974984983,3.835832634035956,3.4479285700942413,10.785860405535583,9.512718446333382,8.307995898013631,0.7566387481460503,0.8104786889429928,0.8758620167033613
3,20400824,1,ok,4.328812123329213,3.8511052826847374,3.4590436373815208,10.81235118741947,9.502137165910097,8.297507811407431,0.7566387481460503,0.8104786889429928,0.8758620167033613
4,20400825,1,ok,4.320900084685458,3.8592531167199677,3.4412007070292225,10.847928122543431,9.510780712173954,8.304209455812867,0.7566387481460503,0.8104786889429928,0.8758620167033613
5,20400826,1,ok,4.31771660258008,3.8555155474782556,3.4514796822151093,10.849346400811072,9.533720527914086,8.333648450467596,0.7566387481460503,0.8104786889429928,0.8758620167033613
6,20400827,1,ok,4.324828202726206,3.848540924519757,3.446021970154319,10.782389766600902,9.534331723740086,8.32688348709036,0.7566387481460503,0.8104786889429928,0.8758620167033613
7,20400828,1,ok,4.337588935879618,3.8459034182253347,3.4565034034865074,10.848258549757102,9.530518965152822,8.302801532463025,0.7566387481460503,0.8104786889429928,0.8758620167033613
8,20400829,1,ok,4.320869386888451,3.8541507323203894,3.444617665690102,10.84326277986861,9.508667522365203,8.300828686342248,0.7566387481460503,0.8104786889429928,0.8758620167033613
9,20400830,1,ok,4.3385562847274635,3.8459912685274884,3.4579349737994978,10.807907339530448,9.538674157287279,8.263369704552584,0.7566387481460503,0.8104786889429928,0.8758620167033613
10,20400831,1,ok,4.32412606303809,3.856347249959835,3.4506274589131407,10.879254146397606,9.51705131323438,8.282883622606802,0.7566387481460503,0.8104786889429928,0.8758620167033613
11,20400832,1,ok,4.334051324949642,3.8422728807343502,3.452277544874448,10.822120272164911,9.507581146050848,8.295541915393178,0.7566387481460503,0.8104786889429928,0.8758620167033613
12,20400833,1,ok,4.320849579616731,3.8544692332424764,3.4474710524734267,10.840866378578712,9.517926459129184,8.293665061113348,0.7566387481460503,0.8104786889429928,0.8758620167033613
13,20400834,1,ok,4.320386318732799,3.8481620041136484,3.446430557797846,10.859215129909881,9.475254996084855,8.289313766739593,0.7566387481460503,0.8104786889429928,0.8758620167033613
14,20400835,1,ok,4.34173359705125,3.848838290192549,3.441668983984111,10.84262640317063,9.52628309125905,8.30150981201644,0.7566387481460503,0.8104786889429928,0.8758620167033613
15,20400836,1,ok,4.339210332435495,3.8528982954484245,3.451442441132796,10.826167462470462,9.47603675725541,8.308885780822592,0.7566387481460503,0.8104786889429928,0.8758620167033613
