sample,seed,sw_stat_mismatch,status,ronw_n06_3.6,ronw_n06_4.2,ronw_n06_5,ronw_p06_3.6,ronw_p06_4.2,ronw_p06_5,fb_vf_0.1,fb_vf_0.3,fb_vf_1
baseline,,unset (plain deck),ok,1.885478876242413,1.6906518691242236,1.528739490415942,5.972050413168526,5.335797385162903,4.775886158295756,0.9593808448614817,0.9918505143181768,1.0321180518310564
0,20290821,0,ok,1.885478876242413,1.6906518691242236,1.528739490415942,5.972050413168526,5.335797385162903,4.775886158295756,0.9593808448614817,0.9918505143181768,1.0321180518310564
0,25290821,0,ok,1.885478876242413,1.6906518691242236,1.528739490415942,5.972050413168526,5.335797385162903,4.775886158295756,0.9593808448614817,0.9918505143181768,1.0321180518310564
1,20290822,1,ok,1.8863413601246044,1.6907795874365819,1.528272208966413,5.948898116112589,5.315690070449453,4.780507260871281,0.9593808448614817,0.9918505143181768,1.0321180518310564
2,20290823,1,ok,1.8898149314202142,1.6864789850014417,1.5276971758028786,5.978080005570411,5.3468769921977595,4.777411277223945,0.9593808448614817,0.9918505143181768,1.0321180518310564
3,20290824,1,ok,1.885521367571994,1.6899604473970133,1.5260779650211678,5.965690672983761,5.339035392932382,4.764938411857059,0.9593808448614817,0.9918505143181768,1.0321180518310564
4,20290825,1,ok,1.8809664675828626,1.686901924603152,1.5273475312614064,5.963051927381032,5.3411025464157955,4.78158318465568,0.9593808448614817,0.9918505143181768,1.0321180518310564
5,20290826,1,ok,1.8807018623776457,1.6920211823608833,1.5261720145149118,5.985393718559458,5.35466974728714,4.765776298391597,0.9593808448614817,0.9918505143181768,1.0321180518310564
6,20290827,1,ok,1.8831045300456548,1.6928781383720732,1.5299747681019034,5.955368175370044,5.342101909050625,4.768538190745516,0.9593808448614817,0.9918505143181768,1.0321180518310564
7,20290828,1,ok,1.8824456170411412,1.6865906586764694,1.5268835795101203,5.9758174422539785,5.338079582728724,4.7704695341794725,0.9593808448614817,0.9918505143181768,1.0321180518310564
8,20290829,1,ok,1.8843869095768768,1.692916637113365,1.527330861428604,5.9700485108503205,5.326486097792598,4.779544477735927,0.9593808448614817,0.9918505143181768,1.0321180518310564
9,20290830,1,ok,1.8845232348852563,1.6933290584208156,1.528089964293646,5.963847945320739,5.333361898604173,4.789156454649794,0.9593808448614817,0.9918505143181768,1.0321180518310564
10,20290831,1,ok,1.8854272772473086,1.686660893618108,1.5282629892488686,5.955984618510897,5.33062838080567,4.772605618615625,0.9593808448614817,0.9918505143181768,1.0321180518310564
11,20290832,1,ok,1.8915587687102862,1.6930557856766812,1.5280881233141688,5.953236241504361,5.34924121159302,4.759160525560096,0.9593808448614817,0.9918505143181768,1.0321180518310564
12,20290833,1,ok,1.8869504387536318,1.6952522188329728,1.5295204285577473,5.97303650773671,5.3374464882070685,4.777196495505109,0.9593808448614817,0.9918505143181768,1.0321180518310564
13,20290834,1,ok,1.8888996773966358,1.6915827917844675,1.5294031347092818,5.971804786030199,5.346205025038076,4.775062018089482,0.9593808448614817,0.9918505143181768,1.0321180518310564
14,20290835,1,ok,1.8854780814779541,1.6855814457184297,1.5294826204310839,5.980107552777983,5.303005945846771,4.789255860031699,0.9593808448614817,0.9918505143181768,1.0321180518310564
15,20290836,1,ok,1.8890581277461178,1.689806205888718,1.5306254257410854,5.984302765824599,5.321728559168069,4.779352183606212,0.9593808448614817,0.9918505143181768,1.0321180518310564
16,20290837,1,ok,1.8810029681596703,1.6900742440701557,1.5271812959029085,5.974742914959746,5.340638230252837,4.756016309287892,0.9593808448614817,0.9918505143181768,1.0321180518310564
17,20290838,1,ok,1.885384969831057,1.6885062145706211,1.5254834156204413,5.985090052481079,5.328345209961845,4.771716519649767,0.9593808448614817,0.9918505143181768,1.0321180518310564
18,20290839,1,ok,1.8871455675998345,1.687922479918958,1.5334958245785284,5.971807806533378,5.332035018353264,4.767938939520006,0.9593808448614817,0.9918505143181768,1.0321180518310564
19,20290840,1,ok,1.8831150012024511,1.689868546793082,1.5295862593065064,5.951041951840484,5.351814409137703,4.778297822695112,0.9593808448614817,0.9918505143181768,1.0321180518310564
20,20290841,1,ok,1.8810023677963759,1.6918808373230514,1.5315885544946957,5.972013029593252,5.344026252681189,4.793844445735684,0.9593808448614817,0.9918505143181768,1.0321180518310564
21,20290842,1,ok,1.882159602360268,1.6933171898356305,1.5281937927738807,5.984098769864048,5.339904030225333,4.776447154968524,0.9593808448614817,0.9918505143181768,1.0321180518310564
22,20290843,1,ok,1.882432338239858,1.6967091975078088,1.5268568146815455,5.9860390169678475,5.356533603619474,4.784400131074297,0.9593808448614817,0.9918505143181768,1.0321180518310564
23,20290844,1,ok,1.8772314315645162,1.6902510510404687,1.5277198331680641,5.999982310961242,5.331912239768571,4.772018466288536,0.9593808448614817,0.9918505143181768,1.0321180518310564
24,20290845,1,ok,1.8874609700303742,1.687709011369022,1.5285634293045396,5.958550572570081,5.354729721246475,4.7863459682300675,0.9593808448614817,0.9918505143181768,1.0321180518310564
25,20290846,1,ok,1.8845470527293526,1.6926201474262768,1.5282966638936542,5.9985154982908755,5.350735989235837,4.785096078747892,0.9593808448614817,0.9918505143181768,1.0321180518310564
26,20290847,1,ok,1.8929667605878375,1.6899222686200617,1.528094921462956,5.973689200891014,5.349524547996725,4.786167249152528,0.9593808448614817,0.9918505143181768,1.0321180518310564
27,20290848,1,ok,1.8857070190614718,1.6929004081243462,1.5277824209278201,5.9559182994560995,5.330422298183792,4.764225262722553,0.9593808448614817,0.9918505143181768,1.0321180518310564
28,20290849,1,ok,1.8802171654301625,1.6984978809874218,1.5239606161173307,5.969605336556549,5.328008846354644,4.7827100544480095,0.9593808448614817,0.9918505143181768,1.0321180518310564
29,20290850,1,ok,1.8908027202111028,1.6929955920564728,1.529581908875572,5.961665353639983,5.334144407771017,4.785516666871285,0.9593808448614817,0.9918505143181768,1.0321180518310564
30,20290851,1,ok,1.8916716228981485,1.6965660961343827,1.5290766729470215,5.958548361619758,5.329732419677547,4.794459522575711,0.9593808448614817,0.9918505143181768,1.0321180518310564
31,20290852,1,ok,1.8842020302790465,1.689736989275763,1.5286171576652245,5.973226002740112,5.336390798497246,4.785151074157881,0.9593808448614817,0.9918505143181768,1.0321180518310564
32,20290853,1,ok,1.8820246562810365,1.6888204909584574,1.529917280150853,5.959678032042365,5.332370029376438,4.787790990211738,0.9593808448614817,0.9918505143181768,1.0321180518310564
33,20290854,1,ok,1.8827271446942027,1.6910459355101717,1.5269158141487191,5.966849275730138,5.329057499991867,4.764188709159622,0.9593808448614817,0.9918505143181768,1.0321180518310564
34,20290855,1,ok,1.8827446074699383,1.6922730845420644,1.530673989134458,5.9484510262368655,5.3306509583862685,4.7505716152287905,0.9593808448614817,0.9918505143181768,1.0321180518310564
35,20290856,1,ok,1.8803928952939848,1.6879321387085622,1.5264164906131363,5.9759686471348195,5.333224772580186,4.764123062721149,0.9593808448614817,0.9918505143181768,1.0321180518310564
36,20290857,1,ok,1.8845589414556876,1.6891399496269928,1.5314148075464231,5.971747170111843,5.34716736919696,4.776724262878313,0.9593808448614817,0.9918505143181768,1.0321180518310564
37,20290858,1,ok,1.88808747508082,1.6924962583933287,1.5313640489712652,5.959689559192952,5.321247955776082,4.786355024286908,0.9593808448614817,0.9918505143181768,1.0321180518310564
38,20290859,1,ok,1.889059310988415,1.693982898056856,1.52972983010782,5.959698621652642,5.37733519600531,4.769561329070842,0.9593808448614817,0.9918505143181768,1.0321180518310564
39,20290860,1,ok,1.8763812810220128,1.696097255485516,1.5285203240702252,5.947260478037824,5.328745014747101,4.7427792615762305,0.9593808448614817,0.9918505143181768,1.0321180518310564
40,20290861,1,ok,1.884903348862671,1.6865741424272946,1.527533902464223,5.97097357755532,5.343983172788056,4.774239029104154,0.9593808448614817,0.9918505143181768,1.0321180518310564
41,20290862,1,ok,1.8851460977790353,1.695961375564676,1.5293648569347953,5.962743941072031,5.3456778274370915,4.775251731754266,0.9593808448614817,0.9918505143181768,1.0321180518310564
42,20290863,1,ok,1.881475413584749,1.694251955162463,1.528018912284706,5.985298615716328,5.341120635427101,4.778271430974154,0.9593808448614817,0.9918505143181768,1.0321180518310564
43,20290864,1,ok,1.8876153266240228,1.6829074282580823,1.529321648408202,5.981755797081776,5.342182435136782,4.76396874276955,0.9593808448614817,0.9918505143181768,1.0321180518310564
44,20290865,1,ok,1.8864593397582896,1.6859142349425755,1.5300941958105008,5.968014971731289,5.3455463062188775,4.79748142343594,0.9593808448614817,0.9918505143181768,1.0321180518310564
45,20290866,1,ok,1.8885737370063385,1.6910341859526121,1.52605046524201,5.996328175697649,5.350520602047031,4.7484558775123835,0.9593808448614817,0.9918505143181768,1.0321180518310564
46,20290867,1,ok,1.8847304052319371,1.691542521616734,1.5320481656394345,5.959796017926532,5.341615029388833,4.76510009844704,0.9593808448614817,0.9918505143181768,1.0321180518310564
47,20290868,1,ok,1.8895473255919386,1.6945628092815297,1.5327612252965106,5.975503710449646,5.334966031248745,4.763280088577783,0.9593808448614817,0.9918505143181768,1.0321180518310564
48,20290869,1,ok,1.8856528408005797,1.6911308273402492,1.5282561270751158,5.968352555562702,5.338476168910134,4.765637063752167,0.9593808448614817,0.9918505143181768,1.0321180518310564
