sample,seed,sw_stat_mismatch,status,ronw_n06_3.6,ronw_n06_4.2,ronw_n06_5,ronw_p06_3.6,ronw_p06_4.2,ronw_p06_5,fb_vf_0.1,fb_vf_0.3,fb_vf_1
baseline,,unset (plain deck),ok,2.1525418880436837,1.9053041935412134,1.6995990600443214,7.108595831220154,6.263568698881754,5.532599691054604,0.9623839866745266,0.9952097055465904,1.0367235221422455
0,20260821,0,ok,2.1525418880436837,1.9053041935412134,1.6995990600443214,7.108595831220154,6.263568698881754,5.532599691054604,0.9623839866745266,0.9952097055465904,1.0367235221422455
0,25260821,0,ok,2.1525418880436837,1.9053041935412134,1.6995990600443214,7.108595831220154,6.263568698881754,5.532599691054604,0.9623839866745266,0.9952097055465904,1.0367235221422455
1,20260822,1,ok,2.1518273722148247,1.9019936709358896,1.6982042507529935,7.106426561612776,6.272028975344603,5.52542379175855,0.9623839866745266,0.9952097055465904,1.0367235221422455
2,20260823,1,ok,2.1486415568803365,1.9063238726008547,1.7006598251013587,7.11308528206925,6.278012993363786,5.520033729614101,0.9623839866745266,0.9952097055465904,1.0367235221422455
3,20260824,1,ok,2.152291573910985,1.9054811832693221,1.6985203520819518,7.108328987924764,6.250112910420447,5.5271939971296575,0.9623839866745266,0.9952097055465904,1.0367235221422455
4,20260825,1,ok,2.1532439551756357,1.9056041086335207,1.7018680656831913,7.106662624765939,6.257495056920224,5.5377996544506995,0.9623839866745266,0.9952097055465904,1.0367235221422455
5,20260826,1,ok,2.147922009764912,1.9070037239089475,1.6993537619832866,7.123889095796252,6.250175590870505,5.51985098489848,0.9623839866745266,0.9952097055465904,1.0367235221422455
6,20260827,1,ok,2.1430993705600447,1.9163953964557454,1.7037417138639204,7.120329400834095,6.232080649461442,5.534817553922101,0.9623839866745266,0.9952097055465904,1.0367235221422455
7,20260828,1,ok,2.154033947978608,1.9083182134298335,1.6981157021898199,7.107089315993179,6.257202988701055,5.542762779744277,0.9623839866745266,0.9952097055465904,1.0367235221422455
8,20260829,1,ok,2.1462691010619754,1.908842896233299,1.697494285684285,7.134184378965109,6.277462161141594,5.522887046426249,0.9623839866745266,0.9952097055465904,1.0367235221422455
9,20260830,1,ok,2.1449237980375884,1.9059844564388144,1.7010890416401767,7.130187541937158,6.273328190687003,5.527562244842021,0.9623839866745266,0.9952097055465904,1.0367235221422455
10,20260831,1,ok,2.154601914830919,1.902215811296869,1.6983634133438026,7.14656752702178,6.2643565526872305,5.532258238190101,0.9623839866745266,0.9952097055465904,1.0367235221422455
11,20260832,1,ok,2.1481726770904097,1.9084624612270944,1.698494695369891,7.11267647469728,6.251018395080199,5.518774752133305,0.9623839866745266,0.9952097055465904,1.0367235221422455
12,20260833,1,ok,2.152395379484655,1.9034776756177672,1.6976789128458702,7.107900523468377,6.268604994047532,5.50035398903185,0.9623839866745266,0.9952097055465904,1.0367235221422455
13,20260834,1,ok,2.1598925069959405,1.9069404218425108,1.6971782588702546,7.090339431475159,6.266721761911991,5.528819084662535,0.9623839866745266,0.9952097055465904,1.0367235221422455
14,20260835,1,ok,2.147174358143783,1.901281578050629,1.7034297895533228,7.083333502725172,6.26633522627136,5.528888016002197,0.9623839866745266,0.9952097055465904,1.0367235221422455
15,20260836,1,ok,2.148322466143417,1.9096862208242182,1.6971468335675863,7.105586247456494,6.265640646998674,5.525830309587826,0.9623839866745266,0.9952097055465904,1.0367235221422455
16,20260837,1,ok,2.1559692831740302,1.905957134606465,1.699508488157755,7.106683647772826,6.274827418311333,5.5574997495399066,0.9623839866745266,0.9952097055465904,1.0367235221422455
17,20260838,1,ok,2.1618594449693296,1.9061160155755212,1.7006470041878208,7.117741940068136,6.262072386061408,5.531967293581107,0.9623839866745266,0.9952097055465904,1.0367235221422455
18,20260839,1,ok,2.157657768583091,1.9007011137710852,1.6965357640250638,7.1151420758851955,6.274929319671517,5.551683475968376,0.9623839866745266,0.9952097055465904,1.0367235221422455
19,20260840,1,ok,2.1594160653994767,1.9061400808428857,1.698107463531194,7.129754971932334,6.273395923150205,5.522885974225053,0.9623839866745266,0.9952097055465904,1.0367235221422455
20,20260841,1,ok,2.1538922581559556,1.905819739661257,1.6997454558193872,7.131634101848393,6.2703399734441225,5.525127497130554,0.9623839866745266,0.9952097055465904,1.0367235221422455
21,20260842,1,ok,2.149325480668914,1.9045905872508309,1.6991500601135103,7.101711545483901,6.273996891441773,5.528815388735203,0.9623839866745266,0.9952097055465904,1.0367235221422455
22,20260843,1,ok,2.1494255210837,1.9087644429965045,1.7044854116697052,7.11972237322647,6.270082897392995,5.5365525552734,0.9623839866745266,0.9952097055465904,1.0367235221422455
23,20260844,1,ok,2.148681472849186,1.9065884036319463,1.700273648695274,7.129419828407586,6.282677329245862,5.524735391333541,0.9623839866745266,0.9952097055465904,1.0367235221422455
24,20260845,1,ok,2.152513175371219,1.9062403831526535,1.7000988271389357,7.113199176215489,6.252074540165459,5.5302051649054516,0.9623839866745266,0.9952097055465904,1.0367235221422455
25,20260846,1,ok,2.151659791453628,1.9006715108531806,1.7016256681096475,7.138308486764672,6.246026846723697,5.530746716111388,0.9623839866745266,0.9952097055465904,1.0367235221422455
26,20260847,1,ok,2.1560142771739756,1.9052117440593648,1.7002262799289596,7.113954153402225,6.223709225196916,5.539336462323214,0.9623839866745266,0.9952097055465904,1.0367235221422455
27,20260848,1,ok,2.152433693330805,1.9035670788869703,1.6989984513251477,7.131344640429265,6.2494891161009125,5.529612322759159,0.9623839866745266,0.9952097055465904,1.0367235221422455
28,20260849,1,ok,2.1537054602607406,1.911225610869092,1.6971134067750913,7.103636269520815,6.257397227166393,5.532031991147569,0.9623839866745266,0.9952097055465904,1.0367235221422455
29,20260850,1,ok,2.1471760648157447,1.9009477471944718,1.7003206227512944,7.105721072659791,6.261804747193723,5.539437564117941,0.9623839866745266,0.9952097055465904,1.0367235221422455
30,20260851,1,ok,2.156655073098848,1.9064485413269814,1.6983411566541238,7.124608720618099,6.254992194565831,5.552347555891729,0.9623839866745266,0.9952097055465904,1.0367235221422455
31,20260852,1,ok,2.1523972707240224,1.907144656620529,1.7010783528473155,7.131232702568396,6.228235466549842,5.520213471472584,0.9623839866745266,0.9952097055465904,1.0367235221422455
