sample,seed,sw_stat_mismatch,status,trise_s,tfall_s,tpdlh_s,tpdhl_s,ipeak_source_a,ipeak_sink_a,ishoot_rise_a,ishoot_fall_a,energy_per_edge_j,vout_max_v,vout_min_v,vin_max_v,vin_min_v,n1_max_v,n1_min_v,n2_max_v,n2_min_v,n3_max_v,n3_min_v,n4_max_v,n4_min_v,n5_max_v,n5_min_v
baseline,,unset (plain harness deck),ok,6.527408e-09,6.533411e-09,4.55896e-09,5.00622e-09,1.0108362762,0.88111043471,0.157344,0.004927968,1.8576237694e-08,6.0051045413,-0.003425149105,6.0,0.0,6.0406757168,-0.02296147122,6.0333508456,-0.01901715605,6.0536184243,-0.02956888631,6.0566298796,-0.03257725368,6.0570643163,-0.03249087918
0,20340225,0,ok,6.527408e-09,6.533411e-09,4.55896e-09,5.00622e-09,1.0108362762,0.88111043471,0.157344,0.004927968,1.8576237694e-08,6.0051045413,-0.003425149105,6.0,0.0,6.0406757168,-0.02296147122,6.0333508456,-0.01901715605,6.0536184243,-0.02956888631,6.0566298796,-0.03257725368,6.0570643163,-0.03249087918
0,25340225,0,ok,6.527408e-09,6.533411e-09,4.55896e-09,5.00622e-09,1.0108362762,0.88111043471,0.157344,0.004927968,1.8576237694e-08,6.0051045413,-0.003425149105,6.0,0.0,6.0406757168,-0.02296147122,6.0333508456,-0.01901715605,6.0536184243,-0.02956888631,6.0566298796,-0.03257725368,6.0570643163,-0.03249087918
1,20340226,1,ok,6.507168e-09,6.531297e-09,4.550025e-09,5.001896e-09,1.0141344442,0.88210576048,0.1570371,0.005490994,1.8576398985e-08,6.0050901284,-0.003420423402,6.0,0.0,6.0407871785,-0.02286137729,6.0334374775,-0.01903505502,6.0528154157,-0.02985388996,6.0564265895,-0.0324390805,6.0570859044,-0.03223363209
2,20340227,1,ok,6.516541e-09,6.53503e-09,4.556003e-09,5.006243e-09,1.0130444707,0.88043443607,0.156701,0.004603239,1.8576028711e-08,6.0051198257,-0.003426196879,6.0,0.0,6.0407056452,-0.02297989062,6.0329695117,-0.01907227472,6.0536038183,-0.02938980643,6.0570528196,-0.03262804023,6.0573807318,-0.03270458429
3,20340228,1,ok,6.543422e-09,6.534845e-09,4.567798e-09,5.008945e-09,1.0083711556,0.87997565137,0.1568439,0.004092769,1.8576013023e-08,6.0051180671,-0.003436634932,6.0,0.0,6.0403289442,-0.02290613081,6.034549791,-0.01905866083,6.0536774711,-0.02966729278,6.057088829,-0.03275976375,6.0573249783,-0.03256055677
4,20340229,1,ok,6.527915e-09,6.517305e-09,4.560571e-09,4.996203e-09,1.0102469173,0.88138823333,0.1575233,0.003173739,1.8576203638e-08,6.0050866719,-0.003438347266,6.0,0.0,6.0405081308,-0.02286542915,6.033139549,-0.01923254605,6.0531860982,-0.02959829564,6.0568243523,-0.03265229092,6.0568989623,-0.03268231544
5,20340230,1,ok,6.526783e-09,6.509434e-09,4.560059e-09,4.992388e-09,1.011077844,0.88369091349,0.1573132,0.004213534,1.8576943227e-08,6.0050654268,-0.003421786246,6.0,0.0,6.0410581281,-0.02311993956,6.0345479057,-0.01910644723,6.053068642,-0.02968138653,6.056827271,-0.03262262291,6.0567956904,-0.03207635489
6,20340231,1,ok,6.553958e-09,6.517449e-09,4.572306e-09,4.997546e-09,1.0066118377,0.87833419145,0.1571284,0.000642919,1.85759524e-08,6.0050995278,-0.003447030321,6.0,0.0,6.0404060125,-0.02287406493,6.0342558971,-0.01909812449,6.0536794041,-0.02972299144,6.0562079917,-0.03258961051,6.057313421,-0.03271078542
7,20340232,1,ok,6.515566e-09,6.543991e-09,4.553134e-09,5.012282e-09,1.0129747961,0.87972583902,0.1572998,0.005117271,1.8576290192e-08,6.0051312745,-0.003410454944,6.0,0.0,6.0409698727,-0.0230903229,6.0331329647,-0.0191423177,6.0537493731,-0.02979128417,6.0563338169,-0.03249970175,6.057142939,-0.03258889177
8,20340233,1,ok,6.541312e-09,6.53112e-09,4.564208e-09,5.003877e-09,1.0088310319,0.87907478659,0.1576627,0.00257917,1.8576239906e-08,6.0051166972,-0.003423589653,6.0,0.0,6.040574432,-0.02285659811,6.0341509128,-0.01904390308,6.0535270304,-0.02978463352,6.0559290875,-0.03259292173,6.05673109,-0.03237669155
9,20340234,1,ok,6.544637e-09,6.545114e-09,4.567698e-09,5.012975e-09,1.0079666823,0.87423130928,0.1576641,0.0006121478,1.857611373e-08,6.0051441072,-0.003449413831,6.0,0.0,6.0408449138,-0.02296439172,6.0333480431,-0.01899784767,6.0536331834,-0.0297595008,6.0563997505,-0.0324233343,6.0565442456,-0.03253673837
10,20340235,1,ok,6.511974e-09,6.517313e-09,4.549317e-09,4.99669e-09,1.0135215356,0.87975638079,0.157037,0.001823156,1.8576367616e-08,6.0050908194,-0.003404065,6.0,0.0,6.040059395,-0.02287500664,6.0324843493,-0.0187503394,6.0537739837,-0.02939619624,6.0569574326,-0.03240977141,6.056877913,-0.0325746898
11,20340236,1,ok,6.524049e-09,6.522646e-09,4.555823e-09,5.001848e-09,1.0112805594,0.88268084738,0.1575477,0.004955824,1.8576374365e-08,6.0050732912,-0.003428819907,6.0,0.0,6.0408767135,-0.02301959986,6.0342147754,-0.01893118213,6.0532045919,-0.02955780157,6.0567099486,-0.03262404533,6.0567099218,-0.03237604236
12,20340237,1,ok,6.519735e-09,6.522955e-09,4.555441e-09,5.004954e-09,1.0121296167,0.88201243349,0.1571109,0.004670203,1.8576127648e-08,6.005093733,-0.003424272563,6.0,0.0,6.0411694861,-0.02335006056,6.0347298978,-0.01942221944,6.0530884166,-0.02966157266,6.0569091531,-0.03244344763,6.0572015618,-0.03278046928
13,20340238,1,ok,6.496465e-09,6.52407e-09,4.543836e-09,4.998864e-09,1.0165679858,0.88376165526,0.1568331,0.006220518,1.8576700264e-08,6.0050716666,-0.003386217947,6.0,0.0,6.0409444271,-0.02299690019,6.0329386394,-0.01915001381,6.0531121855,-0.02947006581,6.0564443871,-0.03237819747,6.0575292508,-0.03231026769
14,20340239,1,ok,6.502628e-09,6.543586e-09,4.548902e-09,5.013271e-09,1.0146434391,0.87988856762,0.1572755,0.005248958,1.8576134175e-08,6.0051261091,-0.003414505249,6.0,0.0,6.0411352488,-0.02300690563,6.0341682075,-0.01915371232,6.0534787742,-0.02975725829,6.0564024675,-0.03227621643,6.0571825302,-0.0327099479
15,20340240,1,ok,6.538659e-09,6.525172e-09,4.561008e-09,5.003057e-09,1.0082908361,0.88065355508,0.1577565,0.003485532,1.8575891877e-08,6.0051003138,-0.003454542448,6.0,0.0,6.041694526,-0.02288217143,6.0341963644,-0.01870166574,6.0527548843,-0.02967856175,6.0564486296,-0.03249421153,6.0570835306,-0.03272049851
16,20340241,1,ok,6.512737e-09,6.531961e-09,4.548941e-09,5.004942e-09,1.0133340192,0.87848374621,0.1577298,0.002174861,1.8576495866e-08,6.0051147774,-0.003416134926,6.0,0.0,6.0407627144,-0.02303877816,6.0330009723,-0.01893179299,6.0532210702,-0.02950813791,6.0564828425,-0.03259444957,6.0565804617,-0.03254977447
17,20340242,1,ok,6.512679e-09,6.529097e-09,4.549196e-09,5.002697e-09,1.0137134723,0.88190325996,0.1574105,0.005189958,1.8576440989e-08,6.0050902713,-0.003406719926,6.0,0.0,6.0400864819,-0.02267214925,6.033221413,-0.01893125814,6.0537553602,-0.02956769496,6.0565439177,-0.03277987345,6.0567818054,-0.03252508193
18,20340243,1,ok,6.539873e-09,6.530763e-09,4.561424e-09,5.006652e-09,1.0093827738,0.87566194201,0.1575247,0.002077688,1.8576406338e-08,6.0051273632,-0.003424243943,6.0,0.0,6.0402800327,-0.02289310774,6.0346268573,-0.01897339082,6.053897811,-0.02974083306,6.0559753585,-0.03255517434,6.056729787,-0.0325354031
19,20340244,1,ok,6.529559e-09,6.52374e-09,4.561493e-09,5.001631e-09,1.0100671446,0.88188428873,0.1574083,0.00445772,1.8576256846e-08,6.0050915694,-0.00344196264,6.0,0.0,6.0407255901,-0.02282007044,6.0343332883,-0.01890495618,6.0536835311,-0.02966093023,6.0565578032,-0.03253960481,6.0570598565,-0.03244498376
20,20340245,1,ok,6.52589e-09,6.527624e-09,4.558117e-09,5.005367e-09,1.0108843859,0.88203390675,0.1573327,0.007492263,1.8576012568e-08,6.0051251418,-0.003429863076,6.0,0.0,6.0409773567,-0.02299542751,6.0340658613,-0.01919893367,6.0530564283,-0.02974211958,6.0565595494,-0.03247488822,6.0572839353,-0.03275703889
21,20340246,1,failed,,,,,8.9875197264e-13,8.0953761761e-13,0.0,0.0,1.2751171976e-20,6.2028231685e-09,6.2028230191e-09,0.0,0.0,5.9999999788,5.9999999788,4.1537928652e-09,4.1537681543e-09,5.9999999917,5.9999999917,5.842578848e-09,5.8425632665e-09,5.9999999908,5.9999999908
22,20340247,1,ok,6.56049e-09,6.524037e-09,4.57705e-09,5.003033e-09,1.0056076272,0.88032533812,0.157165,0.003034598,1.8575838368e-08,6.0051018238,-0.003448611127,6.0,0.0,6.0415072757,-0.02311703012,6.0344133724,-0.01896035634,6.0533252708,-0.02962548707,6.0568884362,-0.0324883522,6.0570997028,-0.03282210463
23,20340248,1,ok,6.537294e-09,6.544623e-09,4.56457e-09,5.013028e-09,1.0090028947,0.87553127451,0.1575677,0.0009007213,1.8576057768e-08,6.0051384091,-0.003450315852,6.0,0.0,6.0411117834,-0.02322222875,6.0328876951,-0.01905135939,6.0534526218,-0.02953871803,6.0567090026,-0.03260381038,6.056657189,-0.03248766303
24,20340249,1,ok,6.513429e-09,6.544681e-09,4.553029e-09,5.013897e-09,1.0129044832,0.88085499174,0.157871,0.006861861,1.8576493896e-08,6.0050611023,-0.00342797525,6.0,0.0,6.041454887,-0.02312378253,6.0341824246,-0.01918315259,6.0534730473,-0.02979511295,6.056352235,-0.03241998667,6.0565035877,-0.03212184821
25,20340250,1,ok,6.535957e-09,6.523438e-09,4.567197e-09,5.002604e-09,1.0094126012,0.87615724431,0.1571243,0.001455116,1.8575851327e-08,6.0051104042,-0.003454442625,6.0,0.0,6.0412082694,-0.02304964639,6.0343943303,-0.01912958551,6.053017323,-0.02963529025,6.0565361965,-0.03269289504,6.0568092345,-0.03286899788
26,20340251,1,ok,6.523645e-09,6.543106e-09,4.559394e-09,5.009281e-09,1.0119459147,0.88042510715,0.1570389,0.005445828,1.857614724e-08,6.0051078738,-0.003430010539,6.0,0.0,6.0409315606,-0.02296716137,6.0333252293,-0.01913198232,6.0531661132,-0.02952638576,6.0560402845,-0.03258758009,6.0569091581,-0.03239351743
27,20340252,1,ok,6.52838e-09,6.544309e-09,4.561281e-09,5.009085e-09,1.011122727,0.88144773739,0.1572381,0.008747433,1.8576246777e-08,6.0051685348,-0.003425207977,6.0,0.0,6.0410914044,-0.02293123833,6.0328688516,-0.01912769709,6.053301221,-0.0298333386,6.055915013,-0.03253817054,6.0567448665,-0.03218020051
28,20340253,1,ok,6.507504e-09,6.517968e-09,4.544851e-09,4.998346e-09,1.0145399709,0.87700865127,0.1577951,0.00111192,1.8576868953e-08,6.0050993773,-0.003394357729,6.0,0.0,6.0402472983,-0.02284291672,6.0340829146,-0.0191009765,6.0533960129,-0.02965701874,6.0568880575,-0.03240903377,6.0569559528,-0.03245791087
29,20340254,1,ok,6.527256e-09,6.53568e-09,4.561899e-09,5.009495e-09,1.0118216398,0.87605801024,0.1576233,0.002365349,1.8576158879e-08,6.005124333,-0.00342563587,6.0,0.0,6.0414272022,-0.02298777355,6.0348760728,-0.01916076779,6.0531530388,-0.02962477675,6.0568494967,-0.0326440856,6.0564987471,-0.03263423064
30,20340255,1,ok,6.519462e-09,6.532039e-09,4.554284e-09,5.007006e-09,1.0118494111,0.88072333542,0.1575283,0.004423372,1.8576190811e-08,6.005104124,-0.003433554157,6.0,0.0,6.0405274973,-0.02307736289,6.034023437,-0.01906083503,6.0533806336,-0.02971640361,6.0564427761,-0.03261197094,6.0569177355,-0.03252318828
31,20340256,1,ok,6.547927e-09,6.553545e-09,4.571044e-09,5.017837e-09,1.0088857961,0.87649004625,0.1570203,0.003096837,1.857596269e-08,6.0051511441,-0.003422813959,6.0,0.0,6.0412025528,-0.02315242036,6.0339667536,-0.01924751209,6.0531203916,-0.02960297053,6.0566539537,-0.03268872128,6.0570258052,-0.0324907657
32,20340257,1,ok,6.503778e-09,6.53515e-09,4.541317e-09,5.009489e-09,1.0157232307,0.87662565412,0.1569356,0.001693692,1.8576520352e-08,6.0051238464,-0.003374169356,6.0,0.0,6.0399360109,-0.02304149757,6.0341987447,-0.01887309548,6.053716924,-0.02963927665,6.0561782051,-0.03226624117,6.0570110347,-0.03254698683
33,20340258,1,ok,6.540058e-09,6.527938e-09,4.566514e-09,5.001538e-09,1.0087599023,0.88067917958,0.1574267,0.00389013,1.8576274945e-08,6.0051050763,-0.003436544257,6.0,0.0,6.0407651743,-0.02284249901,6.0333003729,-0.01909889734,6.0531861568,-0.02958498302,6.0564746631,-0.03249543718,6.0568675287,-0.03255146668
