sample,seed,sw_stat_mismatch,status,trise_s,tfall_s,tpdlh_s,tpdhl_s,ipeak_source_a,ipeak_sink_a,ishoot_rise_a,ishoot_fall_a,energy_per_edge_j,vout_max_v,vout_min_v,vin_max_v,vin_min_v,n1_max_v,n1_min_v,n2_max_v,n2_min_v,n3_max_v,n3_min_v,n4_max_v,n4_min_v,n5_max_v,n5_min_v
8,20350233,1,ok,4.199541e-09,3.448496e-09,2.96707e-09,2.920732e-09,1.4526725999,1.5612525924,0.2876553,0.003871376,1.8550226019e-08,6.0043057809,-0.003598255027,6.0,0.0,6.0247520401,-0.01115346144,6.0180586207,-0.01139105424,6.0404822716,-0.02341344287,6.048083129,-0.02856516558,6.0488158586,-0.02917435582
9,20350234,1,ok,4.190328e-09,3.450642e-09,2.965455e-09,2.91951e-09,1.4564971338,1.5586099524,0.2889112,0.002932837,1.8550341885e-08,6.0042882926,-0.003551782821,6.0,0.0,6.0254506045,-0.01121885118,6.0179230419,-0.01146054253,6.0404291388,-0.02318931678,6.0477988721,-0.02870783733,6.0494117639,-0.02915747368
10,20350235,1,ok,4.187974e-09,3.455603e-09,2.963692e-09,2.925997e-09,1.4552520318,1.5506328465,0.288754,0.0025017,1.8549911426e-08,6.0042750496,-0.003590967733,6.0,0.0,6.0254783524,-0.01121632796,6.0180935915,-0.01133390184,6.0401273192,-0.02345203158,6.0491663053,-0.02917033784,6.0497232394,-0.02937687564
11,20350236,1,ok,4.191522e-09,3.458678e-09,2.966319e-09,2.924705e-09,1.4569874585,1.557230613,0.2871484,0.004229748,1.8550231122e-08,6.0043497172,-0.003587956321,6.0,0.0,6.0254288625,-0.01122273234,6.0181349325,-0.0114839754,6.0404021272,-0.02317535141,6.0479759869,-0.02847854297,6.0494314512,-0.02897459127
12,20350237,1,ok,4.192409e-09,3.445667e-09,2.964764e-09,2.921173e-09,1.4561634862,1.5689812377,0.2896757,0.02112579,1.8550030621e-08,6.00421403,-0.003563985222,6.0,0.0,6.0251759395,-0.01121851967,6.0173141564,-0.01148378053,6.0402882562,-0.02346394371,6.0489740879,-0.02868507966,6.0495608155,-0.02934723905
13,20350238,1,ok,4.19127e-09,3.456273e-09,2.962746e-09,2.928364e-09,1.4547663157,1.5617617091,0.2879667,0.01126868,1.8549910315e-08,6.0042724766,-0.00361129347,6.0,0.0,6.0252027305,-0.01120006317,6.0176191661,-0.01143303332,6.0401276162,-0.0234563364,6.0487789496,-0.02861428286,6.0488007638,-0.02924129442
14,20350239,1,ok,4.202809e-09,3.459815e-09,2.969335e-09,2.928011e-09,1.4515207499,1.5538241927,0.2872114,0.002134363,1.8549870956e-08,6.0043457397,-0.003603238885,6.0,0.0,6.025032622,-0.01117676172,6.0179485646,-0.01141665211,6.0399734126,-0.02336280721,6.0485275021,-0.02861909573,6.0491905416,-0.02910064335
15,20350240,1,ok,4.197302e-09,3.453678e-09,2.966799e-09,2.925145e-09,1.4540230365,1.5565524728,0.289092,0.002620853,1.8549990245e-08,6.0043023645,-0.003548370395,6.0,0.0,6.0249931111,-0.01123038405,6.0176035233,-0.01151417589,6.0404029413,-0.02352138747,6.0484070181,-0.02860244816,6.0498584093,-0.0291140651
16,20350241,1,ok,4.202558e-09,3.447993e-09,2.971091e-09,2.920489e-09,1.4547319565,1.5599804936,0.2876729,0.003626393,1.8549893929e-08,6.0042700459,-0.003595190836,6.0,0.0,6.0257408242,-0.01123350949,6.0181103345,-0.01144134158,6.040107605,-0.02326318196,6.0480645332,-0.02874745509,6.0500561795,-0.02928480216
17,20350242,1,ok,4.186843e-09,3.449445e-09,2.962768e-09,2.921704e-09,1.4570577542,1.5556516355,0.2896715,0.01119719,1.8550152053e-08,6.0042087945,-0.003580731617,6.0,0.0,6.0252221547,-0.0112003011,6.0181884856,-0.01135481158,6.0400185754,-0.0234294973,6.0486238689,-0.02902803943,6.0500212884,-0.02927225491
18,20350243,1,ok,4.206099e-09,3.457244e-09,2.972342e-09,2.926744e-09,1.4490326265,1.5553278891,0.289577,0.002062826,1.8549552609e-08,6.0043409516,-0.003572123632,6.0,0.0,6.0251634466,-0.01119028561,6.0183328325,-0.01147338084,6.0403533254,-0.02343063528,6.0486482934,-0.02876103618,6.0499807494,-0.02923027754
19,20350244,1,ok,4.193882e-09,3.451391e-09,2.964437e-09,2.924363e-09,1.460929476,1.5539386828,0.2890003,0.00693592,1.8549873423e-08,6.0043067436,-0.003576466501,6.0,0.0,6.0250240648,-0.01117942854,6.0184339054,-0.01144117126,6.040291994,-0.02340216035,6.0489980307,-0.02843204023,6.0497745696,-0.02919811899
20,20350245,1,ok,4.200358e-09,3.450287e-09,2.968214e-09,2.923719e-09,1.4592397402,1.558552961,0.2900682,0.008728323,1.8549703638e-08,6.0042779494,-0.003594775066,6.0,0.0,6.0251972366,-0.01120874846,6.0177522385,-0.0114524678,6.0402748469,-0.02348003624,6.0484365529,-0.02844769605,6.0494173241,-0.02930355031
21,20350246,1,ok,4.204282e-09,3.46857e-09,2.969376e-09,2.933357e-09,1.4522933204,1.5443421198,0.2892659,0.003148639,1.8549705276e-08,6.0043430055,-0.003562399865,6.0,0.0,6.0248049433,-0.01116361065,6.018279335,-0.01133114206,6.0403409174,-0.02346692856,6.0488289809,-0.02912009184,6.0494741264,-0.02932282407
22,20350247,1,ok,4.182651e-09,3.452055e-09,2.959683e-09,2.9231e-09,1.4587017803,1.5579759329,0.2900297,0.001942399,1.8550527552e-08,6.0043216254,-0.003552702612,6.0,0.0,6.0252540783,-0.01119555205,6.0182248093,-0.01143384754,6.040198966,-0.02337749867,6.0490507645,-0.02851115087,6.0489105322,-0.02905760508
23,20350248,1,ok,4.198848e-09,3.453137e-09,2.968082e-09,2.925025e-09,1.4532722514,1.5620849481,0.2895771,0.01000751,1.8549819925e-08,6.0042417779,-0.003563657108,6.0,0.0,6.0249970785,-0.01117054332,6.0180323939,-0.01149672305,6.0405525648,-0.02350743372,6.0486030714,-0.02885454581,6.0494820254,-0.02942634568
24,20350249,1,ok,4.187613e-09,3.460076e-09,2.9603e-09,2.928676e-09,1.4568297611,1.5548993161,0.2897602,0.003865201,1.8550350306e-08,6.0043217076,-0.003563124581,6.0,0.0,6.0245681407,-0.01114024253,6.0179954509,-0.01140738607,6.0402698544,-0.02340996108,6.0487521529,-0.02898282097,6.0487023269,-0.02897746035
25,20350250,1,ok,4.205731e-09,3.456623e-09,2.968587e-09,2.928098e-09,1.4505893617,1.5552922185,0.289924,0.002602519,1.8549736051e-08,6.0043275305,-0.003597936635,6.0,0.0,6.0244031591,-0.01112819611,6.0172466704,-0.01149224812,6.0401763102,-0.02350096614,6.0486806975,-0.02880800743,6.0492344369,-0.02918704085
26,20350251,1,ok,4.202585e-09,3.460016e-09,2.968333e-09,2.930618e-09,1.4555028888,1.5532681207,0.2894819,0.003299589,1.8549896219e-08,6.0043143978,-0.003575444937,6.0,0.0,6.0253022291,-0.0112367854,6.0174655591,-0.01150128723,6.040038823,-0.02312800222,6.0484657073,-0.02908692204,6.0491393745,-0.02917963569
27,20350252,1,ok,4.203663e-09,3.450137e-09,2.971106e-09,2.923171e-09,1.4532481943,1.5575068879,0.2901435,0.002558979,1.8549792034e-08,6.0042873571,-0.003574239462,6.0,0.0,6.0251164821,-0.01118112695,6.0181330323,-0.01147985118,6.0404172962,-0.02340833566,6.0480192161,-0.02858945688,6.0495670757,-0.02882971244
28,20350253,1,ok,4.199062e-09,3.459648e-09,2.965792e-09,2.930083e-09,1.4555291082,1.5553147195,0.2899827,0.003523109,1.8549778731e-08,6.0043490613,-0.00355750899,6.0,0.0,6.025199279,-0.01125652074,6.0176000599,-0.01143980596,6.0399071803,-0.02309583395,6.0488013377,-0.02887668987,6.0494046666,-0.02927427636
29,20350254,1,ok,4.185062e-09,3.456835e-09,2.960839e-09,2.925786e-09,1.4572855457,1.5634723892,0.2894463,0.0187055,1.8550262242e-08,6.0043438906,-0.003549596162,6.0,0.0,6.0252237724,-0.01119612489,6.0182041543,-0.01132102625,6.0401584818,-0.02332845728,6.0484246186,-0.02877029096,6.049391518,-0.02920397655
30,20350255,1,ok,4.199279e-09,3.453779e-09,2.966494e-09,2.927471e-09,1.4553155929,1.558011558,0.2903839,0.003582769,1.8549933041e-08,6.0043232033,-0.003569639657,6.0,0.0,6.025320867,-0.0112903609,6.0177301918,-0.01150387802,6.040303616,-0.02315351566,6.0483480658,-0.02873609472,6.0491642593,-0.02910067281
31,20350256,1,ok,4.205566e-09,3.456853e-09,2.972109e-09,2.927513e-09,1.4522786837,1.5468454619,0.2898124,0.005690153,1.8549707774e-08,6.0042684005,-0.003570559236,6.0,0.0,6.0254761465,-0.01124005696,6.0174266162,-0.01144839681,6.0403041326,-0.02339438208,6.0485442618,-0.02900741973,6.0495209288,-0.02931421735
32,20350257,1,ok,4.190085e-09,3.455633e-09,2.963218e-09,2.925764e-09,1.4561770323,1.5569700092,0.2889911,0.004175443,1.8550175881e-08,6.0042908167,-0.003578587668,6.0,0.0,6.0254501253,-0.01121568874,6.0184320172,-0.01154845934,6.0404994467,-0.02343552737,6.0480636994,-0.0287598425,6.0492005806,-0.0293339148
33,20350258,1,ok,4.199325e-09,3.446169e-09,2.968571e-09,2.920707e-09,1.4515515243,1.5693716424,0.2890257,0.02060413,1.854993843e-08,6.00422443,-0.003602687198,6.0,0.0,6.0254630769,-0.01127042754,6.0174236598,-0.01146638102,6.0401923389,-0.02345181242,6.048740334,-0.02878555985,6.0495672796,-0.02941343452
34,20350259,1,ok,4.194702e-09,3.455655e-09,2.96503e-09,2.925231e-09,1.4553455677,1.5548763381,0.2893988,0.002549879,1.8550192823e-08,6.00430337,-0.003555407895,6.0,0.0,6.0249678043,-0.01117284771,6.0181859258,-0.01148887403,6.0403167558,-0.02344593753,6.0476249202,-0.02840364646,6.0495588618,-0.02870951634
35,20350260,1,ok,4.208049e-09,3.458577e-09,2.972053e-09,2.928236e-09,1.4491686738,1.5531373813,0.2897698,0.001514041,1.8549545841e-08,6.0043167206,-0.003559932134,6.0,0.0,6.0251518396,-0.01118756823,6.018052398,-0.01141572207,6.0404834639,-0.02345290052,6.048818969,-0.02877034087,6.0499302324,-0.02924771263
36,20350261,1,ok,4.181402e-09,3.458056e-09,2.958273e-09,2.927256e-09,1.4610654672,1.5514639625,0.2891475,0.01083337,1.8550077868e-08,6.0042470472,-0.003547735655,6.0,0.0,6.0250253728,-0.0111765234,6.0180244983,-0.01142782612,6.0402010563,-0.02333583327,6.0487074666,-0.02886143677,6.0494152563,-0.02940938563
37,20350262,1,ok,4.198382e-09,3.451364e-09,2.967107e-09,2.92388e-09,1.4546063243,1.5576358898,0.2878129,0.00273317,1.8550060213e-08,6.0042999537,-0.00358335921,6.0,0.0,6.0250467131,-0.01117182927,6.0179553897,-0.01144356058,6.0403354065,-0.02337315847,6.048101462,-0.02872359623,6.0488481151,-0.02921696573
38,20350263,1,ok,4.200119e-09,3.451092e-09,2.971013e-09,2.920587e-09,1.4521480212,1.5536946566,0.2902308,0.002312875,1.8549560858e-08,6.0042817431,-0.003569645548,6.0,0.0,6.0251559442,-0.01119783383,6.01814267,-0.01135858822,6.0402738898,-0.02322447872,6.0477673297,-0.02858985577,6.0495832113,-0.02947149823
39,20350264,1,ok,4.189067e-09,3.457599e-09,2.962132e-09,2.926679e-09,1.4624378353,1.5591104142,0.2890458,0.006825784,1.8550379007e-08,6.0043425835,-0.003565001587,6.0,0.0,6.0252176054,-0.01141595306,6.0178986478,-0.01144162889,6.0402667093,-0.02315114278,6.0489980899,-0.02878944338,6.0489535624,-0.02898517071
40,20350265,1,ok,4.187402e-09,3.462248e-09,2.959225e-09,2.931758e-09,1.4564522448,1.5583065754,0.2887512,0.01938288,1.8549866175e-08,6.0042718928,-0.00355300826,6.0,0.0,6.0242888684,-0.01111105871,6.0176749156,-0.01150915989,6.0400686703,-0.02312457398,6.0483884349,-0.02897216395,6.0495425619,-0.0294366749
41,20350266,1,ok,4.194148e-09,3.455376e-09,2.966552e-09,2.926045e-09,1.4549832868,1.5508232803,0.2892518,0.008960126,1.8549757726e-08,6.0042419944,-0.003555476776,6.0,0.0,6.0252553121,-0.0112003502,6.0183498446,-0.01146147628,6.040412992,-0.02344801075,6.0488780598,-0.02902019645,6.0500170557,-0.02932892153
42,20350267,1,ok,4.195464e-09,3.464601e-09,2.967307e-09,2.929749e-09,1.4542328951,1.5595790678,0.2874109,0.02093331,1.8549740164e-08,6.004281965,-0.003598764244,6.0,0.0,6.024962456,-0.01120486537,6.017904761,-0.01144301089,6.0407075292,-0.02342569427,6.0480554318,-0.02895156826,6.0496872108,-0.02928451049
43,20350268,1,ok,4.205116e-09,3.456498e-09,2.973443e-09,2.924227e-09,1.4536827346,1.5608344939,0.286944,0.009922643,1.8549798849e-08,6.0042677765,-0.003596423097,6.0,0.0,6.0253505599,-0.01121527599,6.0183818173,-0.0114984092,6.0401993283,-0.023441701,6.0486090856,-0.02889393221,6.0497860601,-0.02933950627
44,20350269,1,ok,4.193061e-09,3.455251e-09,2.964831e-09,2.925649e-09,1.4556844019,1.5552417199,0.2895407,0.001320573,1.8549912094e-08,6.0043098282,-0.003558902399,6.0,0.0,6.0252567409,-0.01119466502,6.0179956392,-0.01144373382,6.0399695935,-0.02332868508,6.0485488559,-0.02862810956,6.0497975174,-0.02925733954
45,20350270,1,ok,4.187323e-09,3.454957e-09,2.965298e-09,2.923275e-09,1.4561706138,1.5537944545,0.2884196,0.0001716623,1.8549963986e-08,6.0042808467,-0.003545372783,6.0,0.0,6.0256945922,-0.01124317618,6.0183997126,-0.01146793424,6.040065266,-0.02341341362,6.0483237364,-0.02895884292,6.050058831,-0.02929587347
46,20350271,1,ok,4.208011e-09,3.46029e-09,2.972359e-09,2.928007e-09,1.4512882496,1.5464708609,0.2897628,0.004584653,1.8549654512e-08,6.0042957556,-0.003564152582,6.0,0.0,6.0250384057,-0.01118039665,6.0183312095,-0.01137829934,6.0401793202,-0.02336364395,6.0486769067,-0.02901448521,6.0496054473,-0.02936458584
47,20350272,1,ok,4.194884e-09,3.454387e-09,2.965456e-09,2.925562e-09,1.4538612952,1.5530887582,0.2885762,0.0007733066,1.8549859902e-08,6.0042600145,-0.003541713933,6.0,0.0,6.0251491119,-0.01119358873,6.0184028695,-0.01138442124,6.0403358607,-0.0234838461,6.0484077861,-0.02886254725,6.0502968238,-0.02937271982
48,20350273,1,ok,4.194991e-09,3.462051e-09,2.967073e-09,2.927878e-09,1.4540049731,1.5584748943,0.288128,0.009796736,1.8549903665e-08,6.0042938701,-0.003583675445,6.0,0.0,6.025451374,-0.01122468984,6.0182040575,-0.01139200276,6.0403192231,-0.02349068499,6.0480286537,-0.02874571272,6.0499835844,-0.02930406477
49,20350274,1,ok,4.184189e-09,3.454002e-09,2.963627e-09,2.922534e-09,1.4621133486,1.5544859633,0.2879428,0.004168928,1.854979176e-08,6.0043233718,-0.003568506651,6.0,0.0,6.0255798551,-0.01123022562,6.0181654389,-0.01145598851,6.0402327723,-0.02313984032,6.0478452285,-0.02886798434,6.0503488107,-0.02937526616
50,20350275,1,ok,4.183651e-09,3.453399e-09,2.959345e-09,2.923828e-09,1.4616721156,1.5557266044,0.2883116,0.003711728,1.8550389203e-08,6.0042859031,-0.003572591694,6.0,0.0,6.0249315893,-0.01116894306,6.0180520647,-0.01137425191,6.0401583258,-0.02331919677,6.0485806546,-0.02871610196,6.0491013129,-0.02915478092
51,20350276,1,ok,4.200666e-09,3.456266e-09,2.968222e-09,2.925982e-09,1.4535704322,1.552227639,0.2866017,0.00215602,1.8549808717e-08,6.0042604478,-0.003596761782,6.0,0.0,6.0247638002,-0.01115658391,6.0180083631,-0.01142349428,6.0402935338,-0.02322958457,6.0485702827,-0.02872852621,6.0495436506,-0.02933329287
52,20350277,1,ok,4.187994e-09,3.456413e-09,2.963899e-09,2.924654e-09,1.4547365574,1.5537932057,0.2893585,1.134415e-05,1.8550081827e-08,6.0042988792,-0.003548006345,6.0,0.0,6.0250101296,-0.01118129026,6.0181848867,-0.01142961549,6.0403681009,-0.02340346504,6.0481808256,-0.02859752097,6.0499539783,-0.0290915371
53,20350278,1,ok,4.192147e-09,3.454521e-09,2.967437e-09,2.922555e-09,1.4557310743,1.5518335602,0.2887565,0.009725437,1.8549904581e-08,6.0042291626,-0.003562853976,6.0,0.0,6.025258811,-0.01120721216,6.0183012745,-0.01138838707,6.0402737628,-0.02320423665,6.0484569162,-0.02898462581,6.0496183737,-0.02937006567
54,20350279,1,ok,4.208316e-09,3.454681e-09,2.976726e-09,2.922313e-09,1.4476428117,1.5568406631,0.2888437,0.003952122,1.8549890681e-08,6.0042947585,-0.003629784329,6.0,0.0,6.0256096719,-0.01123527214,6.0181031441,-0.01149288292,6.0403317308,-0.02330769141,6.0474574963,-0.02866330703,6.0496653469,-0.02883872551
55,20350280,1,ok,4.186254e-09,3.454445e-09,2.95877e-09,2.926101e-09,1.4606464746,1.5519330663,0.2897908,0.00285559,1.8550099511e-08,6.0042777497,-0.003558471198,6.0,0.0,6.0247976689,-0.01116688556,6.0173483184,-0.01149236095,6.0398681307,-0.02346132746,6.0483536984,-0.02877031792,6.049046817,-0.02926570368
56,20350281,1,ok,4.186673e-09,3.443078e-09,2.962589e-09,2.91749e-09,1.4568636977,1.5678056147,0.2902946,0.01136762,1.8550470221e-08,6.0042734114,-0.003549388497,6.0,0.0,6.0254084484,-0.01121240173,6.0179653663,-0.0113588732,6.0402610952,-0.02318822801,6.0482945112,-0.02847873138,6.0493062045,-0.02879661659
57,20350282,1,ok,4.196852e-09,3.446936e-09,2.967025e-09,2.921371e-09,1.4539604534,1.5592972824,0.2870476,0.001797876,1.8549672668e-08,6.0042943413,-0.003605412466,6.0,0.0,6.0248919053,-0.01117397552,6.0174187226,-0.01147540295,6.0404744453,-0.02350411193,6.0482262406,-0.02880641463,6.0497208529,-0.02932844764
58,20350283,1,ok,4.181553e-09,3.457279e-09,2.960794e-09,2.927006e-09,1.457414842,1.5647165356,0.2889844,0.02118151,1.8550106984e-08,6.0043405214,-0.003585195618,6.0,0.0,6.0255901,-0.01125689023,6.0181905543,-0.01146315065,6.0403048688,-0.0233595493,6.0481741713,-0.02894823176,6.0496399369,-0.0288336795
59,20350284,1,ok,4.190114e-09,3.451651e-09,2.961486e-09,2.925194e-09,1.4572327896,1.5561439864,0.2899712,0.001200788,1.8549966082e-08,6.004300522,-0.003555384556,6.0,0.0,6.0247598553,-0.0111467097,6.0174709449,-0.01147854836,6.040093277,-0.02347085155,6.0481949208,-0.0286696496,6.0495550409,-0.02932717313
60,20350285,1,ok,4.189144e-09,3.456547e-09,2.965246e-09,2.926579e-09,1.4569312493,1.5632524567,0.2901611,0.02104328,1.8549668657e-08,6.0042480895,-0.00356303939,6.0,0.0,6.0253039266,-0.01120298216,6.0184160362,-0.01144917513,6.0405171747,-0.02346064749,6.0483755908,-0.02839851787,6.0496750117,-0.0293258994
61,20350286,1,ok,4.203409e-09,3.449065e-09,2.970029e-09,2.921009e-09,1.4534965442,1.5576900011,0.2890239,0.0009575969,1.8550161446e-08,6.0042944608,-0.003562062178,6.0,0.0,6.0252265043,-0.01119971286,6.0179233311,-0.01133651381,6.0403814592,-0.02336527153,6.0483484762,-0.02888156992,6.0493849987,-0.02929322542
62,20350287,1,ok,4.180221e-09,3.458011e-09,2.958972e-09,2.928536e-09,1.4592584686,1.5493402327,0.2891812,0.002697784,1.8549902237e-08,6.0042846677,-0.003552836601,6.0,0.0,6.0252488901,-0.01125048251,6.0175893757,-0.011431812,6.0400486203,-0.02349392289,6.0493321053,-0.02907295259,6.0495550041,-0.02943579129
63,20350288,1,ok,4.20296e-09,3.453761e-09,2.969734e-09,2.924868e-09,1.454217281,1.5562177322,0.2895607,0.002683423,1.8549622437e-08,6.0043099884,-0.003576452329,6.0,0.0,6.0251268834,-0.0111842721,6.0179861519,-0.01138467115,6.0402100078,-0.02339064679,6.0485879186,-0.02853751074,6.0496892277,-0.02931822551
64,20350289,1,ok,4.197933e-09,3.455289e-09,2.968946e-09,2.924675e-09,1.4532232202,1.5524534444,0.2880711,0.0007689718,1.8549897815e-08,6.0043243892,-0.003600922821,6.0,0.0,6.0254558667,-0.01121954993,6.0180198406,-0.01141527332,6.0400441772,-0.02331605664,6.048371656,-0.02902208395,6.0495281469,-0.02937498819
65,20350290,1,ok,4.203404e-09,3.456063e-09,2.967838e-09,2.927802e-09,1.4515608776,1.5548339309,0.2888422,0.002244423,1.8549815113e-08,6.0043052882,-0.003561892994,6.0,0.0,6.0247458868,-0.01114730798,6.0179471408,-0.01141125664,6.0401727358,-0.02342979059,6.0486950425,-0.02891859412,6.0497805116,-0.02913470557
66,20350291,1,ok,4.194861e-09,3.459666e-09,2.96806e-09,2.926921e-09,1.4528872921,1.5549622616,0.2899651,0.004814064,1.8549902015e-08,6.0042961941,-0.003611822219,6.0,0.0,6.0252499565,-0.01120942473,6.0184129229,-0.01150444386,6.0402694708,-0.02352279761,6.0483056897,-0.02885427163,6.0493448361,-0.0287675919
67,20350292,1,ok,4.191664e-09,3.45398e-09,2.964329e-09,2.924955e-09,1.4568754691,1.5555961836,0.2871631,0.002029302,1.8550139704e-08,6.0043298648,-0.003573549374,6.0,0.0,6.0254113006,-0.01121185083,6.018464499,-0.01139655469,6.0402119165,-0.02340981803,6.0485405582,-0.0286636764,6.0498849623,-0.02912634388
68,20350293,1,ok,4.206649e-09,3.448059e-09,2.972358e-09,2.923307e-09,1.4499920163,1.5574763126,0.2868594,0.001970261,1.8549569026e-08,6.0042738542,-0.003630357604,6.0,0.0,6.0251190525,-0.01124553356,6.0177288201,-0.01150447162,6.0400791022,-0.02316296504,6.0488208502,-0.02872022727,6.0489191105,-0.02927460644
69,20350294,1,ok,4.212396e-09,3.457231e-09,2.974482e-09,2.926363e-09,1.4499683663,1.5526745742,0.2896842,0.001038744,1.8549824771e-08,6.0043279358,-0.003569724894,6.0,0.0,6.02499512,-0.01117863678,6.0182642202,-0.01142922914,6.040346375,-0.02343588857,6.0484144361,-0.0287885003,6.0494955552,-0.02920115574
70,20350295,1,ok,4.204423e-09,3.458376e-09,2.967644e-09,2.929286e-09,1.4503457938,1.5525211715,0.2884137,4.083569e-05,1.8549895965e-08,6.0043343639,-0.003606901495,6.0,0.0,6.024123338,-0.01110123012,6.017558929,-0.01153684376,6.039698147,-0.02352973462,6.0487679084,-0.02894198748,6.0495409584,-0.0291524023
71,20350296,1,ok,4.18677e-09,3.463018e-09,2.963162e-09,2.929612e-09,1.4570482594,1.5495960183,0.287721,0.001615425,1.8549847291e-08,6.0042954213,-0.003601096699,6.0,0.0,6.0252874521,-0.0112091084,6.0181250903,-0.011369226,6.0404811506,-0.02347199236,6.0485228821,-0.02885402652,6.0493295617,-0.02922845588
72,20350297,1,ok,4.181178e-09,3.453755e-09,2.959089e-09,2.92451e-09,1.4591671843,1.562905116,0.2898716,0.01127596,1.8549993685e-08,6.0042647698,-0.003549251931,6.0,0.0,6.0249933047,-0.01117437807,6.0182918708,-0.01141770897,6.0401931054,-0.02337256325,6.0485437421,-0.02872174087,6.0495869895,-0.02934035044
73,20350298,1,ok,4.201959e-09,3.45741e-09,2.969391e-09,2.928741e-09,1.4518744781,1.5491574334,0.2878257,0.002958267,1.8549942833e-08,6.0042779756,-0.003603819123,6.0,0.0,6.0256244349,-0.01125057929,6.0178834632,-0.01144841847,6.039896971,-0.02303176575,6.0487777882,-0.02891901485,6.0488315499,-0.02932703974
74,20350299,1,ok,4.199956e-09,3.450006e-09,2.968959e-09,2.923296e-09,1.4526237859,1.567858461,0.2866407,0.02026858,1.8549860576e-08,6.0043037376,-0.00360292023,6.0,0.0,6.0250555733,-0.01118520342,6.0174666851,-0.01146940989,6.0400929465,-0.02350251672,6.0488739935,-0.02875633488,6.0498228502,-0.02913498686
