sample,seed,sw_stat_mismatch,status,trise_s,tfall_s,tpdlh_s,tpdhl_s,ipeak_source_a,ipeak_sink_a,ishoot_rise_a,ishoot_fall_a,energy_per_edge_j,vout_max_v,vout_min_v,vin_max_v,vin_min_v,n1_max_v,n1_min_v,n2_max_v,n2_min_v,n3_max_v,n3_min_v,n4_max_v,n4_min_v,n5_max_v,n5_min_v
baseline,,unset (plain harness deck),ok,4.474927e-09,4.678119e-09,3.37116e-09,3.850743e-09,1.3637772443,1.1322894743,0.2168844,0.01021142,1.8555496472e-08,6.0058366999,-0.003854979059,6.0,0.0,6.0295800174,-0.01478198788,6.0310348601,-0.01591980309,6.0523497443,-0.02793020752,6.0590565763,-0.0315731064,6.0596108867,-0.03196038644
0,20320225,0,ok,4.474927e-09,4.678119e-09,3.37116e-09,3.850743e-09,1.3637772443,1.1322894743,0.2168844,0.01021142,1.8555496472e-08,6.0058366999,-0.003854979059,6.0,0.0,6.0295800174,-0.01478198788,6.0310348601,-0.01591980309,6.0523497443,-0.02793020752,6.0590565763,-0.0315731064,6.0596108867,-0.03196038644
0,25320225,0,ok,4.474927e-09,4.678119e-09,3.37116e-09,3.850743e-09,1.3637772443,1.1322894743,0.2168844,0.01021142,1.8555496472e-08,6.0058366999,-0.003854979059,6.0,0.0,6.0295800174,-0.01478198788,6.0310348601,-0.01591980309,6.0523497443,-0.02793020752,6.0590565763,-0.0315731064,6.0596108867,-0.03196038644
1,20320226,1,ok,4.488111e-09,4.676225e-09,3.38017e-09,3.846437e-09,1.3614776982,1.1360079945,0.2184414,0.02310555,1.8555379477e-08,6.0057679549,-0.003896671144,6.0,0.0,6.029700431,-0.01479899619,6.0298512621,-0.01581445799,6.0528446771,-0.0278951117,6.0594964556,-0.03175076691,6.0593917535,-0.03191542026
2,20320227,1,ok,4.474964e-09,4.688676e-09,3.368149e-09,3.858123e-09,1.3638748251,1.1343991382,0.2168785,0.02226484,1.8555455962e-08,6.0057969283,-0.003860908796,6.0,0.0,6.0294414075,-0.01474514481,6.031461379,-0.01589688816,6.0532119441,-0.02797982746,6.0589204285,-0.03158730769,6.0595643793,-0.03194160969
3,20320228,1,ok,4.454106e-09,4.668177e-09,3.363353e-09,3.842754e-09,1.3698034046,1.1387868474,0.2177828,0.02196772,1.8555861742e-08,6.0057599941,-0.003849269712,6.0,0.0,6.0299386891,-0.01483307442,6.0307365074,-0.01593657703,6.0527875666,-0.02788943208,6.0590929353,-0.03185962342,6.059313492,-0.03184126788
4,20320229,1,ok,4.47519e-09,4.682339e-09,3.372374e-09,3.854887e-09,1.3616489832,1.1319602407,0.2171951,0.02187946,1.855546051e-08,6.0057862432,-0.003877749482,6.0,0.0,6.0301902393,-0.01489284012,6.0314983308,-0.01602043753,6.0522407974,-0.02785979401,6.0591284813,-0.03169139339,6.0598800918,-0.03189137798
5,20320230,1,ok,4.488202e-09,4.671627e-09,3.378394e-09,3.84461e-09,1.358151239,1.1382543685,0.2175169,0.02178875,1.8555621239e-08,6.005772963,-0.003846818616,6.0,0.0,6.0296218148,-0.01475231503,6.0316168552,-0.01597149014,6.0525761161,-0.02792052253,6.0590745232,-0.03180449585,6.0593439924,-0.03193292294
6,20320231,1,ok,4.480063e-09,4.67554e-09,3.374995e-09,3.849371e-09,1.3622916318,1.1358255597,0.2164966,0.0225505,1.8555428597e-08,6.0057673223,-0.003875919101,6.0,0.0,6.0296338461,-0.01476925189,6.0312789361,-0.0159174555,6.0524148205,-0.02794280747,6.0592554268,-0.03153771819,6.059473427,-0.03188039744
7,20320232,1,ok,4.489357e-09,4.687625e-09,3.378288e-09,3.855749e-09,1.3573399414,1.1291767816,0.2209021,0.009424453,1.8555217697e-08,6.0058103064,-0.003903679427,6.0,0.0,6.0294292007,-0.01476023444,6.0310126057,-0.01587374547,6.0523992633,-0.02794821909,6.0591603387,-0.03162239992,6.0589691477,-0.03188390444
8,20320233,1,ok,4.475655e-09,4.66658e-09,3.371695e-09,3.844231e-09,1.3617398224,1.1313994512,0.219705,0.00564219,1.8555409654e-08,6.005810546,-0.003872145688,6.0,0.0,6.0294188063,-0.01474018784,6.0311495667,-0.01599370963,6.0524706472,-0.02805260008,6.0593369734,-0.03183797835,6.0599236427,-0.03214207162
9,20320234,1,ok,4.47294e-09,4.677967e-09,3.370047e-09,3.851996e-09,1.3649739751,1.1346873128,0.216987,0.02238672,1.8555480777e-08,6.005777809,-0.003863470301,6.0,0.0,6.0296365664,-0.01477582799,6.0312651159,-0.01593023354,6.0520301312,-0.02788668282,6.0595606518,-0.03168094853,6.0597109188,-0.03193385423
10,20320235,1,ok,4.482989e-09,4.685184e-09,3.377553e-09,3.851924e-09,1.3621399447,1.1312166456,0.2171886,0.02183282,1.8555396478e-08,6.0058047475,-0.003866477531,6.0,0.0,6.0299469345,-0.01482658902,6.0308928717,-0.01587160139,6.0526505353,-0.02792573373,6.0589365512,-0.0317263301,6.0592941648,-0.03189576946
11,20320236,1,ok,4.474847e-09,4.68791e-09,3.370975e-09,3.855636e-09,1.3641277349,1.1270114699,0.2165871,0.01990739,1.8555768824e-08,6.0058207329,-0.003848304891,6.0,0.0,6.0297707499,-0.0148157683,6.0310151579,-0.01593314969,6.0526338091,-0.02793081599,6.0589855442,-0.03146982689,6.0597126705,-0.03181889006
12,20320237,1,ok,4.487847e-09,4.678022e-09,3.376995e-09,3.848631e-09,1.3606268575,1.1207156196,0.2167849,0.01285221,1.8555589336e-08,6.0057853055,-0.003869934968,6.0,0.0,6.0294479793,-0.01472914687,6.0305060424,-0.0159727109,6.0521805321,-0.027876598,6.0590825474,-0.03170200283,6.0594383901,-0.0318691225
13,20320238,1,ok,4.482056e-09,4.68235e-09,3.375632e-09,3.852617e-09,1.3616821325,1.1334714624,0.2172117,0.02251153,1.8555323768e-08,6.0057888695,-0.003887080728,6.0,0.0,6.0297320903,-0.01482768051,6.0312061261,-0.0159657227,6.0524062664,-0.02796012363,6.0589803172,-0.03178830428,6.0592749144,-0.03183422231
14,20320239,1,ok,4.475543e-09,4.666759e-09,3.372553e-09,3.843408e-09,1.3640737983,1.1357211813,0.2170672,0.0113959,1.8555440764e-08,6.0057722408,-0.003866786617,6.0,0.0,6.0296719171,-0.01483391906,6.0311212111,-0.0159849311,6.0524296011,-0.0279683958,6.0591861877,-0.0318070606,6.0594875236,-0.03200789311
15,20320240,1,ok,4.472523e-09,4.673218e-09,3.368595e-09,3.847981e-09,1.3621109135,1.1370165661,0.2203476,0.0230386,1.8555745271e-08,6.0057679861,-0.003883016789,6.0,0.0,6.0295153793,-0.0147414964,6.0309995892,-0.01589100235,6.0521889917,-0.02787398852,6.0593561757,-0.03172054529,6.0589267564,-0.03186262254
16,20320241,1,ok,4.471993e-09,4.670762e-09,3.370737e-09,3.845695e-09,1.3633440096,1.1382025447,0.2174576,0.02219501,1.8555610597e-08,6.0057612261,-0.003872389004,6.0,0.0,6.029584891,-0.01477423312,6.0313509373,-0.01597273516,6.0523484113,-0.02796310882,6.0587415005,-0.03168168314,6.0593352789,-0.03184339694
17,20320242,1,ok,4.484191e-09,4.6726e-09,3.376554e-09,3.84665e-09,1.3580597424,1.1379218119,0.2196414,0.02199551,1.8555300551e-08,6.005768794,-0.003895602927,6.0,0.0,6.0293871107,-0.01479200878,6.0312814554,-0.01599072298,6.0522311832,-0.02795716305,6.0592395454,-0.03167657189,6.0597491342,-0.03194213427
18,20320243,1,ok,4.486533e-09,4.675745e-09,3.379344e-09,3.848135e-09,1.357412844,1.13767492,0.2194916,0.02186322,1.8555169162e-08,6.0057623805,-0.003903642167,6.0,0.0,6.0295780649,-0.01472958736,6.0309274131,-0.01592810096,6.052593585,-0.02794668206,6.0593792325,-0.03183207626,6.0595914733,-0.03198345146
19,20320244,1,ok,4.477737e-09,4.67487e-09,3.373183e-09,3.849047e-09,1.3621588162,1.1355439295,0.2166549,0.02258019,1.8555574966e-08,6.0057664851,-0.003881616659,6.0,0.0,6.0298762313,-0.01485763544,6.0308823715,-0.01585735944,6.0531128891,-0.02787985679,6.058698967,-0.03164128549,6.0590732859,-0.0319295877
20,20320245,1,ok,4.470705e-09,4.683293e-09,3.369048e-09,3.852996e-09,1.3636011014,1.1301776884,0.2175469,0.02112512,1.8555574265e-08,6.0057955226,-0.003839512824,6.0,0.0,6.0296128516,-0.01476087777,6.0316830993,-0.01597334424,6.0526402527,-0.02790610278,6.059041364,-0.03165614409,6.0595005964,-0.03193265589
21,20320246,1,ok,4.497684e-09,4.684699e-09,3.384435e-09,3.854848e-09,1.3537656613,1.1354456831,0.2196911,0.02087484,1.8555053079e-08,6.0058458646,-0.003912434815,6.0,0.0,6.029522395,-0.01474943533,6.0318638476,-0.01598084348,6.0525576945,-0.02794264284,6.0591788999,-0.03166140284,6.0595483148,-0.03196767305
22,20320247,1,ok,4.470205e-09,4.68025e-09,3.372074e-09,3.852452e-09,1.3645673097,1.1329363905,0.2163362,0.02210873,1.8555306002e-08,6.0057849361,-0.003867401557,6.0,0.0,6.0301026361,-0.01488020773,6.0312789108,-0.01606671603,6.0522700384,-0.02789980681,6.0589263086,-0.03183775149,6.0597658453,-0.03190782165
23,20320248,1,ok,4.492732e-09,4.663471e-09,3.379776e-09,3.840703e-09,1.3581369289,1.1397646183,0.2167628,0.01734,1.8555630789e-08,6.0057515456,-0.00388605585,6.0,0.0,6.0294109216,-0.01473689865,6.0305822961,-0.01579641897,6.0521659891,-0.02800092067,6.0593884556,-0.03174185542,6.0594859719,-0.03185257878
24,20320249,1,ok,4.47587e-09,4.665357e-09,3.368655e-09,3.844347e-09,1.3633813483,1.1394014813,0.2166097,0.01723433,1.8555879472e-08,6.0057650133,-0.003859934372,6.0,0.0,6.0295495321,-0.01469233604,6.031243603,-0.01589143448,6.0530549298,-0.0279471116,6.0592946,-0.03186121124,6.0596417653,-0.03181370964
