sample,seed,sw_stat_mismatch,status,trise_s,tfall_s,tpdlh_s,tpdhl_s,ipeak_source_a,ipeak_sink_a,ishoot_rise_a,ishoot_fall_a,energy_per_edge_j,vout_max_v,vout_min_v,vin_max_v,vin_min_v,n1_max_v,n1_min_v,n2_max_v,n2_min_v,n3_max_v,n3_min_v,n4_max_v,n4_min_v,n5_max_v,n5_min_v
baseline,,unset (plain harness deck),ok,4.484779e-09,4.474947e-09,3.179632e-09,3.518819e-09,1.4310433883,1.2417752335,0.2301431,0.009027788,1.8554391291e-08,6.0044944078,-0.003096982812,6.0,0.0,6.0291613349,-0.01523465237,6.0209489765,-0.01138635464,6.0416781814,-0.02321353888,6.0503048903,-0.02859102938,6.0506991694,-0.02884221092
0,20270225,0,ok,4.484779e-09,4.474947e-09,3.179632e-09,3.518819e-09,1.4310433883,1.2417752335,0.2301431,0.009027788,1.8554391291e-08,6.0044944078,-0.003096982812,6.0,0.0,6.0291613349,-0.01523465237,6.0209489765,-0.01138635464,6.0416781814,-0.02321353888,6.0503048903,-0.02859102938,6.0506991694,-0.02884221092
0,25270225,0,ok,4.484779e-09,4.474947e-09,3.179632e-09,3.518819e-09,1.4310433883,1.2417752335,0.2301431,0.009027788,1.8554391291e-08,6.0044944078,-0.003096982812,6.0,0.0,6.0291613349,-0.01523465237,6.0209489765,-0.01138635464,6.0416781814,-0.02321353888,6.0503048903,-0.02859102938,6.0506991694,-0.02884221092
1,20270226,1,ok,4.509978e-09,4.473481e-09,3.191557e-09,3.51733e-09,1.4235839176,1.2403458038,0.2299937,0.006738514,1.855450903e-08,6.0045873102,-0.003111507879,6.0,0.0,6.0290293625,-0.01520746912,6.0209734634,-0.01143942523,6.0422561611,-0.02325507343,6.0502762163,-0.02856058321,6.0506564348,-0.02861015281
2,20270227,1,ok,4.495329e-09,4.484857e-09,3.183358e-09,3.525809e-09,1.4267026957,1.2371083832,0.2297447,0.008040589,1.8554449461e-08,6.0046129992,-0.003105588679,6.0,0.0,6.0291232577,-0.01521572497,6.0209006605,-0.01142006973,6.0418842075,-0.02308351894,6.0507666329,-0.02877576938,6.0503979743,-0.02877266194
3,20270228,1,ok,4.472454e-09,4.479766e-09,3.174414e-09,3.520412e-09,1.4350408718,1.2386658448,0.2305594,0.008282857,1.8554668823e-08,6.0046104769,-0.003073781629,6.0,0.0,6.029307014,-0.01526984735,6.0209066278,-0.0114882226,6.0419079116,-0.02320077041,6.0497312991,-0.02880126119,6.0511705743,-0.02855809373
4,20270229,1,ok,4.48001e-09,4.473013e-09,3.176304e-09,3.517908e-09,1.4319563571,1.2396730828,0.2314036,0.006310505,1.8554481703e-08,6.0045784652,-0.003112243205,6.0,0.0,6.0289881669,-0.01519832564,6.0208874064,-0.01136846719,6.0420616388,-0.02318714236,6.0501180499,-0.02849502424,6.0501069137,-0.02877594395
5,20270230,1,ok,4.473655e-09,4.472215e-09,3.171936e-09,3.518537e-09,1.4345061121,1.2407414449,0.2305803,0.008712203,1.8554652079e-08,6.0044596824,-0.003090407229,6.0,0.0,6.0274770217,-0.01514912039,6.0211801449,-0.0115331574,6.0424244476,-0.02313102015,6.0500453115,-0.0286914958,6.0501229611,-0.02867574217
6,20270231,1,ok,4.477651e-09,4.463485e-09,3.175581e-09,3.5125e-09,1.4334140651,1.2329722487,0.2301386,0.00341764,1.8555038916e-08,6.0045513323,-0.003084091565,6.0,0.0,6.0292035852,-0.01524018625,6.020823211,-0.011369118,6.0418442514,-0.02325901806,6.050388978,-0.02874301189,6.050324468,-0.02869733143
7,20270232,1,ok,4.496771e-09,4.472281e-09,3.186373e-09,3.514241e-09,1.428133778,1.2409163499,0.2319903,0.007633807,1.8554399349e-08,6.004585314,-0.00310730614,6.0,0.0,6.0290951676,-0.0152295364,6.0206063046,-0.01125765499,6.0417697753,-0.0231160339,6.0505363748,-0.02868994073,6.0509054831,-0.02876833708
8,20270233,1,ok,4.481534e-09,4.47549e-09,3.176523e-09,3.521575e-09,1.4319335025,1.2400315913,0.2302211,0.007733198,1.8554208345e-08,6.0045940057,-0.003102923738,6.0,0.0,6.0290216652,-0.01519335121,6.0209624072,-0.01144030372,6.0419087598,-0.02303963787,6.0500201448,-0.02858597891,6.0508294966,-0.02880830923
9,20270234,1,ok,4.487076e-09,4.474377e-09,3.178556e-09,3.520335e-09,1.4308169438,1.2396722678,0.2309619,0.007034226,1.8554701371e-08,6.0045818759,-0.00309670228,6.0,0.0,6.0291084238,-0.01521934397,6.0209500641,-0.01146652442,6.0420205435,-0.02318707569,6.0502545343,-0.02859854373,6.0503849267,-0.02847984766
10,20270235,1,ok,4.472787e-09,4.475671e-09,3.172449e-09,3.521398e-09,1.4336585813,1.2385760016,0.2300024,0.00631228,1.8554433485e-08,6.0045800932,-0.003099004615,6.0,0.0,6.0291477442,-0.01523213698,6.020823134,-0.01142896609,6.0421874628,-0.02315705143,6.0503584138,-0.02872043458,6.0505401116,-0.02864013739
11,20270236,1,ok,4.497065e-09,4.486272e-09,3.18628e-09,3.525393e-09,1.4243656138,1.2365670507,0.2293978,0.006853069,1.8554342487e-08,6.0046173547,-0.003084767395,6.0,0.0,6.0292983251,-0.0152756471,6.0211338577,-0.01151834802,6.0425953146,-0.0233167365,6.0504723327,-0.02852693201,6.0508542534,-0.02872454462
12,20270237,1,ok,4.479617e-09,4.471779e-09,3.176805e-09,3.518207e-09,1.4341250068,1.241855628,0.2316564,0.009545936,1.8554464244e-08,6.0045750505,-0.003090236574,6.0,0.0,6.0291449001,-0.01524927786,6.0210452223,-0.01156768087,6.0421996095,-0.02333881677,6.0505438629,-0.02868511826,6.050935791,-0.02900514452
13,20270238,1,ok,4.476002e-09,4.487908e-09,3.176291e-09,3.525854e-09,1.4350642928,1.2348768623,0.2302883,0.006355822,1.8554174051e-08,6.0046217627,-0.003079815245,6.0,0.0,6.0291513037,-0.01525346414,6.0211038406,-0.01146128941,6.0419075686,-0.02332214935,6.050618592,-0.02897117488,6.0512342593,-0.02896565363
