sample,seed,sw_stat_mismatch,status,trise_s,tfall_s,tpdlh_s,tpdhl_s,ipeak_source_a,ipeak_sink_a,ishoot_rise_a,ishoot_fall_a,energy_per_edge_j,vout_max_v,vout_min_v,vin_max_v,vin_min_v,n1_max_v,n1_min_v,n2_max_v,n2_min_v,n3_max_v,n3_min_v,n4_max_v,n4_min_v,n5_max_v,n5_min_v
baseline,,unset (plain harness deck),ok,6.068721e-09,5.06546e-09,4.0114e-09,3.943405e-09,1.0943011957,1.1572523313,0.1980595,0.007600156,1.8572815413e-08,6.0035204199,-0.003129669919,6.0,0.0,6.0311119474,-0.01833945555,6.0183501716,-0.01375872943,6.0368843256,-0.0237809213,6.0422985426,-0.02805771779,6.0430198765,-0.02809319619
0,20370225,0,ok,6.068721e-09,5.06546e-09,4.0114e-09,3.943405e-09,1.0943011957,1.1572523313,0.1980595,0.007600156,1.8572815413e-08,6.0035204199,-0.003129669919,6.0,0.0,6.0311119474,-0.01833945555,6.0183501716,-0.01375872943,6.0368843256,-0.0237809213,6.0422985426,-0.02805771779,6.0430198765,-0.02809319619
0,25370225,0,ok,6.068721e-09,5.06546e-09,4.0114e-09,3.943405e-09,1.0943011957,1.1572523313,0.1980595,0.007600156,1.8572815413e-08,6.0035204199,-0.003129669919,6.0,0.0,6.0311119474,-0.01833945555,6.0183501716,-0.01375872943,6.0368843256,-0.0237809213,6.0422985426,-0.02805771779,6.0430198765,-0.02809319619
1,20370226,1,ok,6.071708e-09,5.067101e-09,4.010202e-09,3.946079e-09,1.0930121062,1.1529874049,0.1978179,0.003496224,1.8572491898e-08,6.0035201705,-0.003139216869,6.0,0.0,6.0301789769,-0.01768844048,6.0191915817,-0.01338843613,6.0367711775,-0.02357580758,6.0421518558,-0.02795877239,6.04288894,-0.02820853169
2,20370227,1,ok,6.066417e-09,5.067817e-09,4.00851e-09,3.947474e-09,1.0945072575,1.1571623612,0.1983578,0.007423725,1.8573005102e-08,6.0035352606,-0.003122655698,6.0,0.0,6.0309170632,-0.01831420297,6.0184925789,-0.01380139935,6.0366503277,-0.02373918846,6.0427363888,-0.02808465413,6.0426045653,-0.02816487154
3,20370228,1,ok,6.045508e-09,5.061051e-09,3.999713e-09,3.94056e-09,1.0964628144,1.1541451566,0.1981985,0.003193904,1.8572815453e-08,6.0035046636,-0.003127801566,6.0,0.0,6.0307440659,-0.01792399192,6.0185996381,-0.0136917544,6.0368751495,-0.02380325857,6.0418363939,-0.02805057304,6.0431093227,-0.0282054109
4,20370229,1,ok,6.057467e-09,5.066021e-09,4.007887e-09,3.942744e-09,1.0962610373,1.1565845517,0.1983565,0.007201546,1.8572887119e-08,6.0035220093,-0.003127665027,6.0,0.0,6.0314582921,-0.01835129081,6.0185004177,-0.01392833669,6.0368480895,-0.02370530559,6.0423129678,-0.02810956535,6.0429895439,-0.02813322366
5,20370230,1,ok,6.062306e-09,5.056599e-09,4.00747e-09,3.938336e-09,1.0945046212,1.1605830976,0.1979309,0.009018873,1.8572874253e-08,6.0035123111,-0.003122907901,6.0,0.0,6.0303619573,-0.01791956084,6.0187658589,-0.01374873325,6.0370820343,-0.02382363932,6.0419649871,-0.02817233987,6.0434688542,-0.0283288168
6,20370231,1,ok,6.087356e-09,5.061224e-09,4.021369e-09,3.940816e-09,1.0904720399,1.1532362168,0.1979143,0.002166991,1.8572621617e-08,6.0034987641,-0.003140004819,6.0,0.0,6.0312895777,-0.01835050374,6.0184864059,-0.01375340991,6.0370011562,-0.0237633499,6.0425596702,-0.02808105832,6.0429321135,-0.02813570704
7,20370232,1,ok,6.061775e-09,5.057811e-09,4.009472e-09,3.941865e-09,1.0954814359,1.1606747705,0.1979825,0.009279843,1.8572714335e-08,6.0035063163,-0.003133167657,6.0,0.0,6.0312985885,-0.01809576789,6.0187418603,-0.01385917649,6.0369490258,-0.02376653224,6.0427987747,-0.02811331767,6.0425443151,-0.02833899556
8,20370233,1,ok,6.062611e-09,5.053278e-09,4.009048e-09,3.936215e-09,1.0951208348,1.1586122035,0.1977804,0.006198185,1.8572596696e-08,6.0034918929,-0.003137071962,6.0,0.0,6.0309294578,-0.01831097597,6.0182214514,-0.01371647472,6.0367870132,-0.02370444681,6.0422176869,-0.02814380906,6.0436303651,-0.02823691341
9,20370234,1,ok,6.057336e-09,5.065457e-09,4.008138e-09,3.944858e-09,1.0963082628,1.1588012973,0.1982677,0.0094506,1.8572882542e-08,6.0034814278,-0.003126018122,6.0,0.0,6.0316778004,-0.01813189473,6.0182064367,-0.01386355361,6.0368179711,-0.0236017132,6.0426765557,-0.02820234188,6.0429365312,-0.02826810292
10,20370235,1,ok,6.070536e-09,5.067676e-09,4.011705e-09,3.945028e-09,1.0939563497,1.1583228191,0.1980045,0.009305016,1.8572782446e-08,6.0035334202,-0.00312936464,6.0,0.0,6.0310216361,-0.01834404639,6.0183692013,-0.01387294175,6.0367599453,-0.02377406054,6.0424565312,-0.02802879655,6.0429669148,-0.02807699528
11,20370236,1,ok,6.051323e-09,5.060805e-09,4.00518e-09,3.938559e-09,1.0955083877,1.1600697503,0.1978595,0.00877386,1.8572930393e-08,6.003524255,-0.003132083719,6.0,0.0,6.0314016103,-0.01786802114,6.0185808187,-0.01374230984,6.0371185568,-0.02375018123,6.0419866549,-0.02784046584,6.0433381626,-0.02812854292
12,20370237,1,ok,6.067267e-09,5.059506e-09,4.009031e-09,3.94028e-09,1.0943060769,1.1580757759,0.197495,0.006910143,1.8572863414e-08,6.0035485492,-0.003118494978,6.0,0.0,6.0304418674,-0.01828121514,6.0184077477,-0.01367019593,6.0369288891,-0.02380840268,6.0423431523,-0.02798714586,6.0435118511,-0.02821478293
13,20370238,1,ok,6.060274e-09,5.068017e-09,4.007035e-09,3.943684e-09,1.0944231885,1.1574215435,0.1978185,0.008445163,1.8572928811e-08,6.003534285,-0.003128182087,6.0,0.0,6.030806427,-0.01798825771,6.0185866838,-0.01381202118,6.0368208453,-0.02374224721,6.0420714941,-0.02781372506,6.0432636748,-0.02802437058
14,20370239,1,ok,6.061922e-09,5.060978e-09,4.00948e-09,3.940056e-09,1.0945595641,1.1519577337,0.1980464,0.001551551,1.857293181e-08,6.0034972263,-0.003142621837,6.0,0.0,6.0306606616,-0.01802425877,6.018827398,-0.0137034254,6.0371678552,-0.02375491714,6.0420987793,-0.02805495533,6.0429314182,-0.02797699212
15,20370240,1,ok,6.085443e-09,5.049589e-09,4.018562e-09,3.932829e-09,1.0901917701,1.1622452996,0.1981049,0.008948348,1.8573053146e-08,6.0034886062,-0.003138240729,6.0,0.0,6.0312009767,-0.01793294958,6.0188708106,-0.01370532168,6.0369173049,-0.02382594504,6.0416891978,-0.02793074671,6.0429133387,-0.02804697351
16,20370241,1,ok,6.054715e-09,5.061298e-09,4.003554e-09,3.9406e-09,1.0968738926,1.1589475641,0.1981607,0.008421136,1.8573155165e-08,6.003513018,-0.003114731792,6.0,0.0,6.0306603172,-0.01829213041,6.0183041915,-0.01367441747,6.036789807,-0.02374369152,6.0425695047,-0.02804786212,6.0432289459,-0.02799252852
17,20370242,1,ok,6.068112e-09,5.059195e-09,4.011124e-09,3.940065e-09,1.0945237351,1.1528928408,0.1980518,0.001598736,1.8573031049e-08,6.0034944625,-0.003121400356,6.0,0.0,6.0314869405,-0.01836677176,6.0183966178,-0.01374256364,6.0367446088,-0.02377983545,6.0422731149,-0.02827648999,6.0430877097,-0.02799447426
18,20370243,1,ok,6.069058e-09,5.053567e-09,4.011118e-09,3.937874e-09,1.0925858547,1.1607166427,0.1982163,0.008304004,1.8572995686e-08,6.0035448187,-0.003136162179,6.0,0.0,6.030796051,-0.01792595761,6.0190328483,-0.01374645456,6.0375209019,-0.02374242757,6.0422109048,-0.02809092155,6.0428596708,-0.02819671838
19,20370244,1,ok,6.067745e-09,5.055694e-09,4.013306e-09,3.938818e-09,1.0942113055,1.1591665493,0.197957,0.006931015,1.8572912791e-08,6.0035184112,-0.00313466281,6.0,0.0,6.031875646,-0.01803778679,6.0190793237,-0.01377836665,6.0369082414,-0.02381580781,6.0423235986,-0.0280409541,6.0433706013,-0.02814797345
20,20370245,1,ok,6.062232e-09,5.059149e-09,4.007189e-09,3.940595e-09,1.0944390145,1.1515876282,0.1983341,0.0007956863,1.8573173476e-08,6.0034918006,-0.003118562575,6.0,0.0,6.0314119334,-0.01800258763,6.0185701787,-0.01375110938,6.0366556097,-0.02370288273,6.0421699832,-0.02819500611,6.0429157577,-0.0280284286
21,20370246,1,ok,6.059409e-09,5.051244e-09,4.007001e-09,3.935525e-09,1.0950209013,1.1615795462,0.1977381,0.008951051,1.8572852995e-08,6.0034638719,-0.003124021523,6.0,0.0,6.0315761752,-0.01792344866,6.0190665399,-0.01372779282,6.0366228558,-0.02358619438,6.0418627993,-0.02789953327,6.0431045668,-0.02824896644
22,20370247,1,ok,6.063917e-09,5.058123e-09,4.00927e-09,3.94074e-09,1.0954414111,1.160387893,0.1976908,0.009147113,1.8572813634e-08,6.0035154374,-0.003113198705,6.0,0.0,6.0312692602,-0.01835281003,6.0182419585,-0.01384717095,6.0366656802,-0.02372404834,6.0430404172,-0.02816671631,6.0434068794,-0.02820708433
23,20370248,1,ok,6.066837e-09,5.056804e-09,4.011354e-09,3.941004e-09,1.0947766104,1.1597993624,0.1975294,0.008110997,1.8572753755e-08,6.0035469719,-0.003119534325,6.0,0.0,6.0314680189,-0.01837420921,6.0187342677,-0.0137826112,6.0367658466,-0.02377107845,6.0425004107,-0.02823984643,6.0428544111,-0.02837991862
24,20370249,1,ok,6.08152e-09,5.07305e-09,4.019938e-09,3.947867e-09,1.0921942943,1.1548773903,0.1983789,0.007263037,1.8572855886e-08,6.0035175801,-0.003141558055,6.0,0.0,6.0322403758,-0.01844719257,6.0183841568,-0.01393504955,6.0364535984,-0.02367241638,6.0420384186,-0.02805356674,6.0424642599,-0.02806331921
25,20370250,1,ok,6.084762e-09,5.051901e-09,4.020066e-09,3.936426e-09,1.0909508924,1.1604936732,0.1984401,0.007482171,1.8573000799e-08,6.0034990152,-0.003142287926,6.0,0.0,6.0319781426,-0.01804376238,6.018736102,-0.01394314001,6.0368959691,-0.02367636007,6.0425849952,-0.02807485224,6.0428448891,-0.02814985253
26,20370251,1,ok,6.067464e-09,5.064291e-09,4.013959e-09,3.94053e-09,1.0948641902,1.1506834152,0.1977338,0.002077189,1.8572449386e-08,6.0035074381,-0.003128306621,6.0,0.0,6.0313755788,-0.01804939835,6.0183459979,-0.01376812253,6.0368916103,-0.02365658479,6.0421463665,-0.0281348329,6.0435256674,-0.02833658538
27,20370252,1,ok,6.063405e-09,5.065598e-09,4.007022e-09,3.940764e-09,1.0936556722,1.158938232,0.1981749,0.009359644,1.857295767e-08,6.0035314681,-0.003122251957,6.0,0.0,6.0306181851,-0.01792222487,6.0184502834,-0.01360680864,6.0365719966,-0.0237231952,6.0418676863,-0.02793308913,6.0429972148,-0.02826914647
28,20370253,1,ok,6.077605e-09,5.073331e-09,4.016863e-09,3.947366e-09,1.0925264491,1.149401643,0.1974238,0.001776739,1.8572328895e-08,6.0035242813,-0.003127601886,6.0,0.0,6.0312225257,-0.01833695312,6.0184565165,-0.01367595617,6.0370620469,-0.0237902574,6.042140578,-0.02826071539,6.0437200834,-0.02833406772
29,20370254,1,ok,6.085486e-09,5.071736e-09,4.017336e-09,3.949341e-09,1.089745457,1.1552581957,0.1983113,0.007273222,1.8572894701e-08,6.0035161524,-0.003152341049,6.0,0.0,6.0308672627,-0.01833392587,6.0183464421,-0.01381097834,6.0366843284,-0.02372441272,6.0417771656,-0.02798229259,6.0424802531,-0.02793590552
30,20370255,1,ok,6.07037e-09,5.066102e-09,4.014635e-09,3.945385e-09,1.0938954534,1.15217129,0.1972931,0.002270118,1.85724588e-08,6.0035136842,-0.003139042515,6.0,0.0,6.0312911679,-0.01835570823,6.0184326961,-0.01394551412,6.037150852,-0.02393534816,6.0421457321,-0.02824527651,6.042861834,-0.02811999388
31,20370256,1,ok,6.066338e-09,5.069866e-09,4.007619e-09,3.950194e-09,1.0934392176,1.1547514984,0.197765,0.006246448,1.8572785357e-08,6.0035323145,-0.003118179785,6.0,0.0,6.0312861945,-0.0179863043,6.0192950696,-0.01375003139,6.036574805,-0.0236758692,6.0421005701,-0.02803320574,6.0429373652,-0.02816337519
32,20370257,1,ok,6.068536e-09,5.06593e-09,4.012417e-09,3.94356e-09,1.0936904379,1.155199313,0.197671,0.00566519,1.8572411427e-08,6.0035244651,-0.003142478401,6.0,0.0,6.0310420632,-0.01830816132,6.0183163788,-0.01375771937,6.0367155559,-0.02378564287,6.0419994755,-0.02797020924,6.0437009564,-0.02820204108
33,20370258,1,ok,6.083802e-09,5.063873e-09,4.018225e-09,3.943824e-09,1.0918614262,1.1590458263,0.1976015,0.009160099,1.8572501841e-08,6.0035290299,-0.00313974627,6.0,0.0,6.0306929614,-0.01830814446,6.0183069795,-0.01377145715,6.0368946891,-0.02374906832,6.0422574852,-0.02822531475,6.0436498952,-0.02832712614
34,20370259,1,ok,6.078249e-09,5.064686e-09,4.016055e-09,3.943104e-09,1.0924019098,1.1570575323,0.1977675,0.007117546,1.8572694839e-08,6.0035653918,-0.00313365428,6.0,0.0,6.0307895012,-0.01803942054,6.0183096687,-0.01376033959,6.037110122,-0.02377512234,6.0424286269,-0.028037832,6.0436218855,-0.02824884433
35,20370260,1,ok,6.069142e-09,5.064811e-09,4.00994e-09,3.944712e-09,1.0943836039,1.1502145437,0.1981911,0.001395365,1.8572897272e-08,6.0035094144,-0.003110169182,6.0,0.0,6.0313263826,-0.01807255474,6.0186974616,-0.01378082534,6.0368965694,-0.02369070411,6.0420130972,-0.02820000479,6.0432822235,-0.02831767207
36,20370261,1,ok,6.077852e-09,5.08444e-09,4.016546e-09,3.954275e-09,1.0931642842,1.1513417743,0.1976896,0.005702496,1.8572466876e-08,6.0036025978,-0.003134668594,6.0,0.0,6.0311250787,-0.01834613992,6.0183220302,-0.01382663623,6.0369057472,-0.02372143971,6.0422824301,-0.02798813348,6.0423836836,-0.02822643967
37,20370262,1,ok,6.077622e-09,5.064288e-09,4.016227e-09,3.942578e-09,1.0926716492,1.1548500644,0.1976361,0.004522613,1.8572924583e-08,6.0035453511,-0.003132491314,6.0,0.0,6.0311439245,-0.01834942364,6.0184094826,-0.01377704344,6.0369902707,-0.0238599028,6.0423231173,-0.02799027402,6.0432588858,-0.02802570036
38,20370263,1,ok,6.074143e-09,5.065361e-09,4.014039e-09,3.942614e-09,1.0933553386,1.1574881871,0.1983652,0.007813305,1.8572822593e-08,6.0035187287,-0.003136594835,6.0,0.0,6.0311693234,-0.01835465143,6.0182595189,-0.01377963329,6.0367573676,-0.02377602575,6.042275899,-0.02814046984,6.0427048963,-0.02811574794
