sample,seed,sw_stat_mismatch,status,trise_s,tfall_s,tpdlh_s,tpdhl_s,ipeak_source_a,ipeak_sink_a,ishoot_rise_a,ishoot_fall_a,energy_per_edge_j,vout_max_v,vout_min_v,vin_max_v,vin_min_v,n1_max_v,n1_min_v,n2_max_v,n2_min_v,n3_max_v,n3_min_v,n4_max_v,n4_min_v,n5_max_v,n5_min_v
baseline,,unset (plain harness deck),ok,4.807987e-09,6.219309e-09,3.489252e-09,4.50258e-09,1.396447471,0.93333974776,0.1739251,0.008989446,1.856913576e-08,6.0047806818,-0.002479474291,6.0,0.0,6.032532902,-0.01950447773,6.0234041667,-0.0114517407,6.042623444,-0.02193464215,6.0485883431,-0.02670610545,6.0491170897,-0.02659171338
0,20400225,0,ok,4.807987e-09,6.219309e-09,3.489252e-09,4.50258e-09,1.396447471,0.93333974776,0.1739251,0.008989446,1.856913576e-08,6.0047806818,-0.002479474291,6.0,0.0,6.032532902,-0.01950447773,6.0234041667,-0.0114517407,6.042623444,-0.02193464215,6.0485883431,-0.02670610545,6.0491170897,-0.02659171338
0,25400225,0,ok,4.807987e-09,6.219309e-09,3.489252e-09,4.50258e-09,1.396447471,0.93333974776,0.1739251,0.008989446,1.856913576e-08,6.0047806818,-0.002479474291,6.0,0.0,6.032532902,-0.01950447773,6.0234041667,-0.0114517407,6.042623444,-0.02193464215,6.0485883431,-0.02670610545,6.0491170897,-0.02659171338
1,20400226,1,ok,4.820249e-09,6.21962e-09,3.491635e-09,4.502871e-09,1.3924504599,0.93193277085,0.1749521,0.007330956,1.8569346957e-08,6.004789122,-0.002480631081,6.0,0.0,6.032391217,-0.01933103192,6.0239792734,-0.01139552232,6.0427314229,-0.02184554398,6.048402096,-0.02668058263,6.0488623669,-0.02654872485
2,20400227,1,ok,4.807269e-09,6.21334e-09,3.490564e-09,4.499583e-09,1.3975426587,0.93419456085,0.174364,0.009002396,1.8569119434e-08,6.0047615239,-0.002440049062,6.0,0.0,6.0329793116,-0.01955502274,6.0231719094,-0.01152068837,6.043391904,-0.02185729974,6.0492709401,-0.02693928336,6.049549436,-0.02678658549
3,20400228,1,ok,4.803797e-09,6.224154e-09,3.485766e-09,4.504759e-09,1.3978950078,0.93268737278,0.1750296,0.009389758,1.8569466868e-08,6.0047908834,-0.00243092069,6.0,0.0,6.032523877,-0.01940046215,6.0230688209,-0.01140921692,6.0423076671,-0.0217640562,6.0489528601,-0.02710036197,6.049284786,-0.02653624606
4,20400229,1,ok,4.813939e-09,6.207151e-09,3.489241e-09,4.494316e-09,1.3956302315,0.93541181437,0.1750003,0.009538642,1.8570001618e-08,6.0047530823,-0.002430673449,6.0,0.0,6.0324170955,-0.01948912665,6.0230554182,-0.01143646315,6.0427117965,-0.02184724197,6.0491110319,-0.02703741575,6.0489882582,-0.02626588658
5,20400230,1,ok,4.811318e-09,6.225172e-09,3.490265e-09,4.505946e-09,1.3961904933,0.9309269832,0.1736082,0.00728726,1.8569393875e-08,6.0047993251,-0.002459110184,6.0,0.0,6.0325630133,-0.01966368842,6.0232402987,-0.01154738193,6.0427254935,-0.02199234205,6.0485106944,-0.02652838318,6.049556527,-0.02642086695
6,20400231,1,ok,4.802046e-09,6.213656e-09,3.486171e-09,4.499316e-09,1.3973393383,0.93409048118,0.1744434,0.008764356,1.8569061139e-08,6.0047673207,-0.002475643564,6.0,0.0,6.0324990251,-0.01976266756,6.023809766,-0.01141612221,6.0426482793,-0.02196436163,6.0484898387,-0.02671531828,6.0495604863,-0.0267087093
7,20400232,1,ok,4.820455e-09,6.238276e-09,3.493926e-09,4.51253e-09,1.3930986247,0.92889628918,0.1735631,0.007261617,1.8568969401e-08,6.0048254002,-0.002484254091,6.0,0.0,6.032373202,-0.01926305959,6.0233076303,-0.01134479904,6.0427616409,-0.02198810384,6.0487010649,-0.02657818029,6.0495004649,-0.0265046147
8,20400233,1,ok,4.800554e-09,6.201937e-09,3.485094e-09,4.493327e-09,1.3986806298,0.9333235116,0.1739836,0.005891175,1.8569518264e-08,6.0047455887,-0.002474234229,6.0,0.0,6.0326091866,-0.019690792,6.024362059,-0.01141048889,6.0425693471,-0.02196646885,6.0483471416,-0.02669187925,6.048948265,-0.02621679857
9,20400234,1,ok,4.796038e-09,6.218586e-09,3.481363e-09,4.501906e-09,1.3995823636,0.9320484639,0.1753761,0.007413419,1.8569494807e-08,6.0047785264,-0.002434738344,6.0,0.0,6.0324762997,-0.01962550099,6.0237017031,-0.01140642314,6.0424658614,-0.02176560887,6.0489601533,-0.02669574632,6.0490184479,-0.02663537075
10,20400235,1,ok,4.800087e-09,6.213147e-09,3.480506e-09,4.501872e-09,1.399501721,0.92781661923,0.1739787,0.002346188,1.8569343603e-08,6.004766585,-0.002451528426,6.0,0.0,6.0324441312,-0.01963937672,6.024305906,-0.01128462399,6.0420786969,-0.02196811636,6.0489153851,-0.02674708918,6.0493740432,-0.02648175153
11,20400236,1,ok,4.8134e-09,6.221397e-09,3.489236e-09,4.504305e-09,1.3949601579,0.93281345322,0.1744536,0.008655652,1.8568944782e-08,6.0047850176,-0.002461574166,6.0,0.0,6.0323839615,-0.0194072042,6.0231296354,-0.01129674946,6.0422618801,-0.02192558304,6.0487718368,-0.02684772619,6.0495208315,-0.02663729654
12,20400237,1,ok,4.823567e-09,6.227834e-09,3.49961e-09,4.508447e-09,1.3916943566,0.93160290954,0.173737,0.007929428,1.8568350745e-08,6.0047990505,-0.002503608144,6.0,0.0,6.0326308351,-0.01952059414,6.0244633088,-0.0114297265,6.0426572687,-0.02190311128,6.0486283044,-0.02696949003,6.0494368775,-0.02700838209
