sample,seed,sw_stat_mismatch,status,trise_s,tfall_s,tpdlh_s,tpdhl_s,ipeak_source_a,ipeak_sink_a,ishoot_rise_a,ishoot_fall_a,energy_per_edge_j,vout_max_v,vout_min_v,vin_max_v,vin_min_v,n1_max_v,n1_min_v,n2_max_v,n2_min_v,n3_max_v,n3_min_v,n4_max_v,n4_min_v,n5_max_v,n5_min_v
baseline,,unset (plain harness deck),ok,3.853581e-09,3.879991e-09,2.704871e-09,3.004313e-09,1.6709685045,1.446981728,0.2707139,0.005718557,1.8557182721e-08,6.0037112094,-0.002553215489,6.0,0.0,6.0223577789,-0.01270109019,6.0135286054,-0.008077876445,6.0296951519,-0.01664798696,6.0392028132,-0.02389830145,6.0414618997,-0.02427879378
0,20300225,0,ok,3.853581e-09,3.879991e-09,2.704871e-09,3.004313e-09,1.6709685045,1.446981728,0.2707139,0.005718557,1.8557182721e-08,6.0037112094,-0.002553215489,6.0,0.0,6.0223577789,-0.01270109019,6.0135286054,-0.008077876445,6.0296951519,-0.01664798696,6.0392028132,-0.02389830145,6.0414618997,-0.02427879378
0,25300225,0,ok,3.853581e-09,3.879991e-09,2.704871e-09,3.004313e-09,1.6709685045,1.446981728,0.2707139,0.005718557,1.8557182721e-08,6.0037112094,-0.002553215489,6.0,0.0,6.0223577789,-0.01270109019,6.0135286054,-0.008077876445,6.0296951519,-0.01664798696,6.0392028132,-0.02389830145,6.0414618997,-0.02427879378
1,20300226,1,ok,3.870198e-09,3.877336e-09,2.7157e-09,3.000828e-09,1.6659660882,1.4481876197,0.2730701,0.005704707,1.8557177999e-08,6.0036977721,-0.002573908208,6.0,0.0,6.022333903,-0.01260287525,6.0136109096,-0.008133659058,6.0295600787,-0.01670195466,6.0389396132,-0.02382593804,6.0408830525,-0.02422083167
2,20300227,1,ok,3.852908e-09,3.875218e-09,2.702396e-09,3.002721e-09,1.672645158,1.4486530048,0.272446,0.005753893,1.8557404742e-08,6.003693946,-0.002546563846,6.0,0.0,6.0223066592,-0.01269727071,6.0137656049,-0.0080926842,6.0296979888,-0.01668108499,6.0386793636,-0.0238070259,6.0412525403,-0.02413719158
3,20300228,1,ok,3.848766e-09,3.887588e-09,2.70292e-09,3.009755e-09,1.6738683515,1.4444018059,0.2726566,0.005941101,1.8556993973e-08,6.0037398895,-0.0025272636,6.0,0.0,6.0224355917,-0.01272694709,6.0136301987,-0.008138223327,6.0295370598,-0.01664765096,6.0392523345,-0.02399646346,6.0414507534,-0.02425120167
4,20300229,1,ok,3.860142e-09,3.889613e-09,2.708857e-09,3.007095e-09,1.6685398787,1.4455930812,0.2711762,0.01200648,1.8557227275e-08,6.0037468407,-0.002554609116,6.0,0.0,6.0223036202,-0.01263183699,6.0129546015,-0.008033883633,6.0295744349,-0.01662356219,6.0396449997,-0.0238509845,6.0411981884,-0.02404354522
5,20300230,1,ok,3.871966e-09,3.881738e-09,2.714297e-09,3.006403e-09,1.6638202171,1.4490112276,0.2708641,0.008594234,1.8556657096e-08,6.0037204024,-0.002576272723,6.0,0.0,6.0224477416,-0.0132287747,6.013664884,-0.008089196511,6.0295031886,-0.01660084509,6.0383901689,-0.02396591186,6.0413129776,-0.024553366
6,20300231,1,ok,3.864031e-09,3.876914e-09,2.70841e-09,3.004467e-09,1.6682398636,1.4510112211,0.2729367,0.008527152,1.85569706e-08,6.0037053835,-0.002566999782,6.0,0.0,6.0223631402,-0.01263254696,6.0138738162,-0.008041143719,6.0297216349,-0.01671746123,6.0387541471,-0.02379529205,6.0412347569,-0.02447211748
7,20300232,1,ok,3.844835e-09,3.879481e-09,2.701743e-09,3.003608e-09,1.6763696271,1.44781848,0.2729396,0.006478084,1.8557698015e-08,6.003706167,-0.002507251442,6.0,0.0,6.0223730408,-0.01281420036,6.0137443669,-0.008118169645,6.0295489239,-0.01668211392,6.0390519674,-0.02385850483,6.0407122093,-0.0242220301
