* ====================================================================
* record-id : 20260808-023237-61e0c25
* testbench : tb_device_mv_fet.spice
* corner    : typical
* temp      : 125 C
* supply    : n/a (no supply rail in this device-level testbench)
* pdk       : gf180mcuD (/home/ubuntu/.volare/gf180mcuD)
* ngspice   : ngspice-46 : Circuit level simulation program
* run (UTC) : 2026-08-08T02:32:37Z
* ====================================================================

Note: No compatibility mode selected!


Circuit: *include "corner.spice

Doing analysis at TEMP = 125.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver
 Reference value :  9.38000e-01
No. of Data Rows : 501
                                                                                                                                                                                                                                                     *include "corner.spice
                                                                                                                                                                                                                                                     DC transfer characteristic  Sat Aug  8 02:32:53  2026
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Index   v-sweep         v(vfrac)        id_vt_n06       id_vt_p06       id_vt_n05       id_vt_p05       id_vt_n33       id_vt_p33       
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
0	0.0000000000e+00	0.0000000000e+00	2.2373686365e-11	-1.231137357e-12	3.3889550279e-11	-1.382222405e-12	1.8541496316e-10	-2.010321563e-11	
1	2.0000000000e-03	2.0000000000e-03	2.8872788860e-11	-1.575705100e-12	4.1903070905e-11	-1.700949151e-12	2.1592716427e-10	-2.327863320e-11	
2	4.0000000000e-03	4.0000000000e-03	3.7261548668e-11	-2.020735337e-12	5.1811554404e-11	-2.095889348e-12	2.5144828725e-10	-2.695647001e-11	
3	6.0000000000e-03	6.0000000000e-03	4.8088037611e-11	-2.595492477e-12	6.4061982837e-11	-2.585251685e-12	2.9279752871e-10	-3.121607061e-11	
4	8.0000000000e-03	8.0000000000e-03	6.2058678478e-11	-3.337752488e-12	7.9206366052e-11	-3.191589692e-12	3.4092735025e-10	-3.614927303e-11	
5	1.0000000000e-02	1.0000000000e-02	8.0083720213e-11	-4.296272855e-12	9.7926272314e-11	-3.942834925e-12	3.9694498756e-10	-4.186236687e-11	
6	1.2000000000e-02	1.2000000000e-02	1.0333564752e-10	-5.533977442e-12	1.2106303445e-10	-4.873578022e-12	4.6213738970e-10	-4.847835588e-11	
7	1.4000000000e-02	1.4000000000e-02	1.3332414735e-10	-7.132059348e-12	1.4965492502e-10	-6.026651612e-12	5.3800012533e-10	-5.613957212e-11	
8	1.6000000000e-02	1.6000000000e-02	1.7199224374e-10	-9.195266910e-12	1.8498288171e-10	-7.455088310e-12	6.2627087407e-10	-6.501069531e-11	
9	1.8000000000e-02	1.8000000000e-02	2.2183946064e-10	-1.185871070e-11	2.2862671326e-10	-9.224541797e-12	7.2896821452e-10	-7.528223958e-11	
10	2.0000000000e-02	2.0000000000e-02	2.8607944193e-10	-1.529662527e-11	2.8253413921e-10	-1.141627962e-11	8.4843652663e-10	-8.717457874e-11	
11	2.2000000000e-02	2.2000000000e-02	3.6884142525e-10	-1.973364023e-11	3.4910552723e-10	-1.413088158e-11	9.8739794791e-10	-1.009425919e-10	
12	2.4000000000e-02	2.4000000000e-02	4.7542742215e-10	-2.545889877e-11	4.3129780796e-10	-1.749280860e-11	1.1490124605e-09	-1.168810237e-10	
13	2.6000000000e-02	2.6000000000e-02	6.1264000974e-10	-3.284472606e-11	5.3275178614e-10	-2.165604471e-11	1.3369473441e-09	-1.353306663e-10	
14	2.8000000000e-02	2.8000000000e-02	7.8919941374e-10	-4.237073363e-11	6.5794795358e-10	-2.681106161e-11	1.5554574063e-09	-1.566854874e-10	
15	3.0000000000e-02	3.0000000000e-02	1.0162732054e-09	-5.465416835e-11	8.1239696614e-10	-3.319341164e-11	1.8094776046e-09	-1.814008452e-10	
16	3.2000000000e-02	3.2000000000e-02	1.3081476093e-09	-7.048901691e-11	1.0028722049e-09	-4.109432483e-11	2.1047299016e-09	-2.100029530e-10	
17	3.4000000000e-02	3.4000000000e-02	1.6830763096e-09	-9.089604615e-11	1.2376933302e-09	-5.087373310e-11	2.4478464479e-09	-2.430997773e-10	
18	3.6000000000e-02	3.6000000000e-02	2.1643509451e-09	-1.171867608e-10	1.5270714916e-09	-6.297559172e-11	2.8465114782e-09	-2.813935818e-10	
19	3.8000000000e-02	3.8000000000e-02	2.7816474150e-09	-1.510450395e-10	1.8835289168e-09	-7.794833732e-11	3.3096246236e-09	-3.256953579e-10	
20	4.0000000000e-02	4.0000000000e-02	3.5727138974e-09	-1.946311782e-10	2.3224080023e-09	-9.646921219e-11	3.8474887009e-09	-3.769414160e-10	
21	4.2000000000e-02	4.2000000000e-02	4.5854803385e-09	-2.507142704e-10	2.8624878157e-09	-1.193738552e-10	4.4720254375e-09	-4.362124506e-10	
22	4.4000000000e-02	4.4000000000e-02	5.8806853471e-09	-3.228403245e-10	3.5267291351e-09	-1.476928581e-10	5.1970230266e-09	-5.047554330e-10	
23	4.6000000000e-02	4.6000000000e-02	7.5351351700e-09	-4.155453255e-10	4.3431728308e-09	-1.826965840e-10	6.0384198906e-09	-5.840087348e-10	
