sample,seed,sw_stat_mismatch,status,vgate_thinox_max,vna_peak,vnb_peak,vccomp_dev_max,vccomp_stack_max,t_plh_ns,t_phl_ns,vout_hi_ratio,vout_lo_ratio,vinb_max_v
baseline,,unset (plain harness deck),ok,3.66209,2.541298,2.506515,1.32547,5.301881,0.9007344,0.4135696,0.99999945455,1.5863523636e-07,3.66209
0,20330304,0,ok,3.66209,2.541298,2.506515,1.32547,5.301881,0.9007344,0.4135696,0.99999945455,1.5863523636e-07,3.66209
0,25330304,0,ok,3.66209,2.541298,2.506515,1.32547,5.301881,0.9007344,0.4135696,0.99999945455,1.5863523636e-07,3.66209
1,20330305,1,ok,3.662298,2.543536,2.502082,1.325744,5.302974,0.9055697,0.4145829,0.99999945455,1.5852256364e-07,3.662298
2,20330306,1,ok,3.661954,2.5401,2.508954,1.326976,5.307905,0.905562,0.41281,0.99999945455,1.5861009091e-07,3.661954
3,20330307,1,ok,3.662049,2.540453,2.512858,1.326138,5.304554,0.8987507,0.4135543,0.99999945455,1.5834803636e-07,3.662049
4,20330308,1,ok,3.662083,2.540449,2.505866,1.325288,5.30115,0.9008233,0.4139507,0.99999945455,1.5873069091e-07,3.662083
5,20330309,1,ok,3.661898,2.543804,2.508691,1.326508,5.306033,0.9005974,0.4122813,0.99999945455,1.5860332727e-07,3.661898
6,20330310,1,ok,3.662104,2.543483,2.512846,1.325168,5.300671,0.8986598,0.4141591,0.99999945455,1.5881456364e-07,3.662104
7,20330311,1,ok,3.662094,2.537852,2.503948,1.324167,5.296667,0.9005574,0.4142227,0.99999945455,1.5847947273e-07,3.662094
8,20330312,1,ok,3.662208,2.540167,2.508383,1.325773,5.30309,0.9043267,0.4135421,0.99999945455,1.5838152727e-07,3.662208
9,20330313,1,ok,3.662104,2.540996,2.508282,1.326801,5.307204,0.9029072,0.413038,0.99999945455,1.5873581818e-07,3.662104
10,20330314,1,ok,3.662223,2.540596,2.508104,1.325094,5.300376,0.8997991,0.4149355,0.99999945455,1.5859152727e-07,3.662223
11,20330315,1,ok,3.662142,2.541753,2.507315,1.326074,5.304297,0.9016856,0.4118817,0.99999945455,1.5838998182e-07,3.662142
12,20330316,1,ok,3.662125,2.541705,2.506685,1.325925,5.303699,0.900028,0.4130668,0.99999945455,1.5886736364e-07,3.662125
13,20330317,1,ok,3.662117,2.54031,2.504408,1.325908,5.303631,0.9027474,0.4128259,0.99999945455,1.5869976364e-07,3.662117
14,20330318,1,ok,3.662057,2.541666,2.505386,1.326491,5.305963,0.9008696,0.412136,0.99999945455,1.5861705455e-07,3.662057
15,20330319,1,ok,3.662167,2.544222,2.509791,1.325697,5.302787,0.9015402,0.412311,0.99999945455,1.5883425455e-07,3.662167
16,20330320,1,ok,3.661952,2.544074,2.508841,1.325504,5.302018,0.9016767,0.4120271,0.99999945455,1.58831e-07,3.661952
17,20330321,1,ok,3.66193,2.541492,2.506738,1.325414,5.301654,0.9026817,0.4145406,0.99999945455,1.5863032727e-07,3.66193
18,20330322,1,ok,3.662135,2.540973,2.50727,1.325733,5.302934,0.9075319,0.4135142,0.99999945455,1.5833090909e-07,3.662135
19,20330323,1,ok,3.662013,2.535447,2.511872,1.326033,5.304131,0.8988476,0.4125772,0.99999945455,1.5864054545e-07,3.662013
20,20330324,1,ok,3.662143,2.544807,2.508416,1.327026,5.308103,0.9025985,0.4121507,0.99999945455,1.586928e-07,3.662143
21,20330325,1,ok,3.661995,2.544539,2.505475,1.324916,5.299662,0.899111,0.4141495,0.99999945455,1.5873196364e-07,3.661995
22,20330326,1,ok,3.662162,2.542933,2.501427,1.325348,5.30139,0.8980867,0.4148982,0.99999945455,1.5864190909e-07,3.662162
23,20330327,1,ok,3.662139,2.54208,2.509041,1.325504,5.302016,0.9008546,0.4131845,0.99999945455,1.5865218182e-07,3.662139
24,20330328,1,ok,3.661878,2.539237,2.505081,1.32443,5.29772,0.8991697,0.4140225,0.99999945455,1.5842969091e-07,3.661878
25,20330329,1,ok,3.6619,2.543422,2.509377,1.326215,5.30486,0.899197,0.4128055,0.99999945455,1.5836212727e-07,3.6619
26,20330330,1,ok,3.662081,2.542474,2.505136,1.326275,5.3051,0.9028525,0.4120924,0.99999945455,1.5886890909e-07,3.662081
27,20330331,1,ok,3.662,2.545329,2.509428,1.325367,5.301467,0.9006547,0.4146329,0.99999945455,1.5873405455e-07,3.662
28,20330332,1,ok,3.662012,2.541164,2.507528,1.325759,5.303036,0.9007059,0.4132066,0.99999945455,1.5855747273e-07,3.662012
29,20330333,1,ok,3.662169,2.540597,2.50284,1.32489,5.299559,0.897446,0.412848,0.99999945455,1.587976e-07,3.662169
30,20330334,1,ok,3.66212,2.538459,2.505566,1.324826,5.299303,0.9029017,0.4146844,0.99999945455,1.5852256364e-07,3.66212
31,20330335,1,ok,3.661999,2.536927,2.512702,1.324341,5.297364,0.899794,0.414121,0.99999945455,1.5863950909e-07,3.661999
32,20330336,1,ok,3.661964,2.53896,2.508215,1.325815,5.303261,0.8990564,0.4128864,0.99999945455,1.5851754545e-07,3.661964
