sample,seed,sw_stat_mismatch,status,vgate_thinox_max,vna_peak,vnb_peak,vccomp_dev_max,vccomp_stack_max,t_plh_ns,t_phl_ns,vout_hi_ratio,vout_lo_ratio,vinb_max_v
baseline,,unset (plain harness deck),ok,3.657798,2.475158,2.447933,1.337092,5.348368,0.7717841,0.3622038,0.99999963636,1.1885414545e-07,3.657798
0,20320304,0,ok,3.657798,2.475158,2.447933,1.337092,5.348368,0.7717841,0.3622038,0.99999963636,1.1885414545e-07,3.657798
0,25320304,0,ok,3.657798,2.475158,2.447933,1.337092,5.348368,0.7717841,0.3622038,0.99999963636,1.1885414545e-07,3.657798
1,20320305,1,ok,3.657784,2.471913,2.454309,1.336691,5.346762,0.7727605,0.3613925,0.99999963636,1.1863718182e-07,3.657784
2,20320306,1,ok,3.657728,2.478629,2.452013,1.337102,5.348408,0.7722689,0.3619762,0.99999963636,1.1886403636e-07,3.657728
3,20320307,1,ok,3.657777,2.476174,2.457211,1.337359,5.349434,0.7728987,0.3623723,0.99999963636,1.1889874545e-07,3.657777
4,20320308,1,ok,3.657871,2.473422,2.448628,1.33652,5.346082,0.7701637,0.3616445,0.99999963636,1.1889992727e-07,3.657871
5,20320309,1,ok,3.657876,2.473394,2.455818,1.336941,5.347765,0.7683135,0.362834,0.99999963636,1.1875725455e-07,3.657876
6,20320310,1,ok,3.657873,2.475631,2.446498,1.336928,5.347714,0.7695308,0.3619718,0.99999963636,1.1904514545e-07,3.657873
7,20320311,1,ok,3.65784,2.475009,2.458357,1.337794,5.351175,0.7721088,0.3634493,0.99999963636,1.1897876364e-07,3.65784
8,20320312,1,ok,3.657929,2.477008,2.450492,1.336698,5.34679,0.7739918,0.3604681,0.99999963636,1.1878196364e-07,3.657929
9,20320313,1,ok,3.657829,2.476085,2.452997,1.336824,5.347296,0.7720411,0.3614632,0.99999963636,1.1872834545e-07,3.657829
10,20320314,1,ok,3.657956,2.47322,2.450406,1.337155,5.348619,0.7735175,0.362255,0.99999963636,1.1866327273e-07,3.657956
11,20320315,1,ok,3.657933,2.474498,2.447624,1.337356,5.349424,0.774658,0.3616568,0.99999963636,1.1889674545e-07,3.657933
12,20320316,1,ok,3.65771,2.471413,2.450627,1.337468,5.349872,0.7735148,0.3619551,0.99999963636,1.189224e-07,3.65771
13,20320317,1,ok,3.657862,2.476898,2.446861,1.336934,5.347737,0.7729961,0.361933,0.99999963636,1.1891381818e-07,3.657862
14,20320318,1,ok,3.657739,2.477025,2.448168,1.336603,5.346413,0.7657388,0.3628467,0.99999963636,1.1869558182e-07,3.657739
15,20320319,1,ok,3.657707,2.477369,2.455292,1.337747,5.350988,0.773568,0.3627557,0.99999963636,1.1905136364e-07,3.657707
16,20320320,1,ok,3.657764,2.481777,2.45095,1.336655,5.346618,0.7726515,0.3610774,0.99999963636,1.1870374545e-07,3.657764
17,20320321,1,ok,3.657948,2.472766,2.450287,1.337488,5.349951,0.7657662,0.3638338,0.99999963636,1.1910961818e-07,3.657948
18,20320322,1,ok,3.657763,2.474998,2.458464,1.33703,5.34812,0.7708782,0.361603,0.99999963636,1.1883441818e-07,3.657763
19,20320323,1,ok,3.657731,2.477136,2.454721,1.337,5.347998,0.7722616,0.3619294,0.99999963636,1.1872252727e-07,3.657731
20,20320324,1,ok,3.657752,2.470259,2.457784,1.337441,5.349764,0.7737527,0.3623242,0.99999963636,1.1876629091e-07,3.657752
21,20320325,1,ok,3.657742,2.479327,2.457464,1.337025,5.348099,0.7709169,0.3613403,0.99999963636,1.1884732727e-07,3.657742
22,20320326,1,ok,3.65785,2.475008,2.441562,1.337031,5.348123,0.7677931,0.3632241,0.99999963636,1.1886605455e-07,3.65785
23,20320327,1,ok,3.657729,2.478019,2.454293,1.337295,5.349181,0.775211,0.3604879,0.99999963636,1.1889027273e-07,3.657729
24,20320328,1,ok,3.65788,2.478733,2.456542,1.337379,5.349517,0.7722108,0.3618287,0.99999963636,1.1915309091e-07,3.65788
25,20320329,1,ok,3.657709,2.47345,2.457491,1.337321,5.349285,0.7734865,0.360891,0.99999963636,1.1884698182e-07,3.657709
26,20320330,1,ok,3.657784,2.476294,2.454532,1.33799,5.351961,0.7724064,0.3633394,0.99999963636,1.1890010909e-07,3.657784
27,20320331,1,ok,3.65782,2.48421,2.451579,1.33726,5.34904,0.7711166,0.3627072,0.99999963636,1.1881810909e-07,3.65782
28,20320332,1,ok,3.657824,2.477824,2.450391,1.33659,5.346362,0.7713527,0.3612982,0.99999963636,1.1867238182e-07,3.657824
29,20320333,1,ok,3.657763,2.47265,2.452861,1.337334,5.349337,0.7733776,0.3619196,0.99999963636,1.1892243636e-07,3.657763
30,20320334,1,ok,3.657901,2.474171,2.457634,1.337578,5.350312,0.7741108,0.3619674,0.99999963636,1.1896861818e-07,3.657901
31,20320335,1,ok,3.657937,2.475423,2.449701,1.336851,5.347403,0.7716103,0.3619913,0.99999963636,1.1886307273e-07,3.657937
32,20320336,1,ok,3.65796,2.475889,2.453166,1.337024,5.348094,0.7711829,0.3618308,0.99999963636,1.1886874545e-07,3.65796
33,20320337,1,ok,3.657973,2.473698,2.444731,1.337402,5.34961,0.7681506,0.3644917,0.99999963636,1.1888332727e-07,3.657973
34,20320338,1,ok,3.657827,2.469206,2.459011,1.337181,5.348724,0.7741343,0.3613499,0.99999963636,1.1873734545e-07,3.657827
35,20320339,1,ok,3.657721,2.479374,2.457539,1.337017,5.348069,0.7723722,0.3607395,0.99999963636,1.1889794545e-07,3.657721
36,20320340,1,ok,3.657911,2.475045,2.451927,1.337555,5.35022,0.771695,0.3630921,0.99999963636,1.1889650909e-07,3.657911
37,20320341,1,ok,3.657882,2.477514,2.44948,1.337397,5.349586,0.7701598,0.3632329,0.99999963636,1.1884343636e-07,3.657882
38,20320342,1,ok,3.657729,2.479415,2.451647,1.337906,5.351623,0.774473,0.3621108,0.99999963636,1.1905198182e-07,3.657729
39,20320343,1,ok,3.657865,2.472335,2.443877,1.337311,5.349242,0.769204,0.3630536,0.99999963636,1.1890923636e-07,3.657865
40,20320344,1,ok,3.658048,2.477116,2.443606,1.337027,5.348106,0.76956,0.362849,0.99999963636,1.1880127273e-07,3.658048
41,20320345,1,ok,3.657738,2.474406,2.453174,1.337322,5.349288,0.768937,0.3626501,0.99999963636,1.1890058182e-07,3.657738
42,20320346,1,ok,3.657929,2.470338,2.450831,1.33678,5.34712,0.7688926,0.3619516,0.99999963636,1.1879816364e-07,3.657929
43,20320347,1,ok,3.657746,2.478155,2.455894,1.337064,5.348255,0.7752074,0.3603765,0.99999963636,1.1886789091e-07,3.657746
44,20320348,1,ok,3.657823,2.474935,2.441887,1.336636,5.346544,0.7691524,0.3616993,0.99999963636,1.1893876364e-07,3.657823
45,20320349,1,ok,3.657777,2.479465,2.453099,1.337063,5.348252,0.7712295,0.3629322,0.99999963636,1.1870769091e-07,3.657777
46,20320350,1,ok,3.657853,2.47448,2.452046,1.337586,5.350344,0.7716458,0.3629514,0.99999963636,1.18965e-07,3.657853
47,20320351,1,ok,3.657695,2.471302,2.459598,1.336673,5.346694,0.7694989,0.3601841,0.99999963636,1.1881276364e-07,3.657695
48,20320352,1,ok,3.65794,2.474802,2.446404,1.337331,5.349324,0.7766875,0.3614182,0.99999963636,1.1888294545e-07,3.65794
49,20320353,1,ok,3.657854,2.479428,2.450412,1.337016,5.348062,0.7721253,0.3619296,0.99999963636,1.1886052727e-07,3.657854
50,20320354,1,ok,3.657866,2.472366,2.452157,1.336578,5.346313,0.7717559,0.3623538,0.99999963636,1.1854590909e-07,3.657866
51,20320355,1,ok,3.657671,2.474626,2.450393,1.336963,5.347853,0.7692796,0.3616312,0.99999963636,1.1893825455e-07,3.657671
52,20320356,1,ok,3.657754,2.478154,2.449617,1.336231,5.344924,0.7750602,0.3597816,0.99999963636,1.1869970909e-07,3.657754
53,20320357,1,ok,3.657793,2.475058,2.454314,1.336477,5.345906,0.7717418,0.3621208,0.99999963636,1.1869878182e-07,3.657793
54,20320358,1,ok,3.657851,2.474054,2.458851,1.337033,5.348131,0.7706134,0.3619627,0.99999963636,1.1875707273e-07,3.657851
55,20320359,1,ok,3.657874,2.475523,2.451676,1.336623,5.346494,0.7679254,0.3633484,0.99999963636,1.1868072727e-07,3.657874
56,20320360,1,ok,3.657789,2.475701,2.452861,1.337271,5.349085,0.7745917,0.362465,0.99999963636,1.1877738182e-07,3.657789
57,20320361,1,ok,3.657835,2.47598,2.452055,1.337457,5.349827,0.7768132,0.3619856,0.99999963636,1.1889301818e-07,3.657835
58,20320362,1,ok,3.657797,2.474048,2.447245,1.337223,5.348894,0.770452,0.3626544,0.99999963636,1.189408e-07,3.657797
59,20320363,1,ok,3.657798,2.472397,2.455386,1.33803,5.352119,0.7727491,0.3635858,0.99999963636,1.1916952727e-07,3.657798
60,20320364,1,ok,3.657765,2.477022,2.453137,1.337113,5.348452,0.773363,0.3615768,0.99999963636,1.1884590909e-07,3.657765
61,20320365,1,ok,3.657783,2.473507,2.452423,1.337592,5.350369,0.7727773,0.362484,0.99999963636,1.1888581818e-07,3.657783
