sample,seed,sw_stat_mismatch,status,vgate_thinox_max,vna_peak,vnb_peak,vccomp_dev_max,vccomp_stack_max,t_plh_ns,t_phl_ns,vout_hi_ratio,vout_lo_ratio,vinb_max_v
baseline,,unset (plain harness deck),ok,3.665327,2.645902,2.585549,1.310143,5.240574,1.084399,0.4864339,0.99999927273,2.2466745455e-07,3.665327
0,20340304,0,ok,3.665327,2.645902,2.585549,1.310143,5.240574,1.084399,0.4864339,0.99999927273,2.2466745455e-07,3.665327
0,25340304,0,ok,3.665327,2.645902,2.585549,1.310143,5.240574,1.084399,0.4864339,0.99999927273,2.2466745455e-07,3.665327
1,20340305,1,ok,3.665341,2.639308,2.583823,1.309809,5.239237,1.086941,0.4855937,0.99999927273,2.2503745455e-07,3.665341
2,20340306,1,ok,3.665852,2.643657,2.588843,1.311021,5.244082,1.085264,0.4865563,0.99999927273,2.24578e-07,3.665852
3,20340307,1,ok,3.66536,2.653177,2.584382,1.310031,5.240126,1.077419,0.4869154,0.99999927273,2.2491363636e-07,3.66536
4,20340308,1,ok,3.665303,2.645044,2.583959,1.311,5.243999,1.083099,0.4860087,0.99999927273,2.2471127273e-07,3.665303
5,20340309,1,ok,3.665326,2.645942,2.587343,1.310826,5.243302,1.084751,0.4852617,0.99999927273,2.25054e-07,3.665326
6,20340310,1,ok,3.665255,2.646358,2.580604,1.308757,5.235029,1.082372,0.4854013,0.99999927273,2.2445836364e-07,3.665255
7,20340311,1,ok,3.665262,2.646637,2.585222,1.310953,5.243811,1.081912,0.48658,0.99999927273,2.24902e-07,3.665262
8,20340312,1,ok,3.665611,2.64792,2.590792,1.310837,5.243348,1.085235,0.4855624,0.99999927273,2.2445727273e-07,3.665611
9,20340313,1,ok,3.665294,2.646285,2.588919,1.309998,5.23999,1.086432,0.4852892,0.99999927273,2.2483254545e-07,3.665294
10,20340314,1,ok,3.665454,2.641497,2.58437,1.309574,5.238294,1.085154,0.4860211,0.99999927273,2.2476618182e-07,3.665454
11,20340315,1,ok,3.665337,2.645414,2.585373,1.310208,5.240833,1.085383,0.4850534,0.99999927273,2.2449254545e-07,3.665337
12,20340316,1,ok,3.66599,2.649057,2.579665,1.311115,5.244461,1.083071,0.4879342,0.99999927273,2.2518090909e-07,3.66599
13,20340317,1,ok,3.665852,2.646903,2.585545,1.310993,5.243974,1.086961,0.4857636,0.99999927273,2.2510054545e-07,3.665852
14,20340318,1,ok,3.665417,2.646535,2.585221,1.309478,5.237912,1.084934,0.486674,0.99999927273,2.2443545455e-07,3.665417
15,20340319,1,ok,3.665364,2.644786,2.586384,1.310318,5.241274,1.080161,0.4858784,0.99999927273,2.2460090909e-07,3.665364
16,20340320,1,ok,3.665351,2.649341,2.582851,1.310695,5.24278,1.088322,0.4871211,0.99999927273,2.2508381818e-07,3.665351
17,20340321,1,ok,3.665306,2.645604,2.587025,1.310429,5.241716,1.087984,0.4865795,0.99999927273,2.25276e-07,3.665306
