sample,seed,sw_stat_mismatch,status,vgate_thinox_max,vna_peak,vnb_peak,vccomp_dev_max,vccomp_stack_max,t_plh_ns,t_phl_ns,vout_hi_ratio,vout_lo_ratio,vinb_max_v
59,20260363,1,ok,3.653636,2.58188,2.557209,1.324036,5.296144,0.6215868,0.2859748,0.99999963636,1.0461572727e-07,3.653636
60,20260364,1,ok,3.653715,2.577589,2.556728,1.324944,5.299776,0.6184675,0.2865685,0.99999963636,1.0494512727e-07,3.653715
61,20260365,1,ok,3.653735,2.581091,2.560552,1.324009,5.296037,0.6220692,0.2853322,0.99999963636,1.0471545455e-07,3.653735
62,20260366,1,ok,3.653715,2.57836,2.553475,1.324862,5.29945,0.6195775,0.2864149,0.99999963636,1.0500276364e-07,3.653715
63,20260367,1,ok,3.653722,2.578485,2.559634,1.324379,5.297515,0.6228086,0.2856864,0.99999963636,1.0471385455e-07,3.653722
64,20260368,1,ok,3.653718,2.578401,2.554662,1.32318,5.29272,0.6204052,0.2857132,0.99999963636,1.0465981818e-07,3.653718
65,20260369,1,ok,3.654037,2.576882,2.557869,1.32492,5.29968,0.6230617,0.2853832,0.99999963636,1.0484178182e-07,3.654037
66,20260370,1,ok,3.653738,2.575169,2.560612,1.32472,5.298878,0.620164,0.285959,0.99999963636,1.0477592727e-07,3.653738
67,20260371,1,ok,3.653736,2.576105,2.557948,1.325273,5.301092,0.6205839,0.2878815,0.99999963636,1.0496178182e-07,3.653736
68,20260372,1,ok,3.653673,2.578156,2.55676,1.32449,5.29796,0.6195216,0.2862575,0.99999963636,1.0483289091e-07,3.653673
69,20260373,1,ok,3.653819,2.578695,2.559038,1.32446,5.297839,0.6224403,0.2850255,0.99999963636,1.0480134545e-07,3.653819
70,20260374,1,ok,3.65379,2.580699,2.554783,1.324274,5.297097,0.6203615,0.2859736,0.99999963636,1.0473009091e-07,3.65379
71,20260375,1,ok,3.653758,2.57517,2.55704,1.324904,5.299614,0.62342,0.2864272,0.99999963636,1.0464196364e-07,3.653758
72,20260376,1,ok,3.653798,2.58018,2.563376,1.324677,5.298709,0.6227488,0.286151,0.99999963636,1.0479265455e-07,3.653798
73,20260377,1,ok,3.653707,2.57832,2.553913,1.324134,5.296537,0.6171007,0.287221,0.99999963636,1.0471109091e-07,3.653707
74,20260378,1,ok,3.653692,2.577934,2.564873,1.323267,5.293067,0.6178935,0.2862975,0.99999963636,1.0476229091e-07,3.653692
75,20260379,1,ok,3.653744,2.577717,2.559892,1.324633,5.298532,0.6226695,0.2869462,0.99999963636,1.0473578182e-07,3.653744
76,20260380,1,ok,3.653822,2.580474,2.558875,1.323584,5.294338,0.6225524,0.2858622,0.99999963636,1.0503414545e-07,3.653822
77,20260381,1,ok,3.65372,2.578864,2.553035,1.324379,5.297514,0.620942,0.2853154,0.99999963636,1.0471794545e-07,3.65372
78,20260382,1,ok,3.653756,2.576343,2.560379,1.323655,5.294619,0.6201858,0.2865996,0.99999963636,1.0469209091e-07,3.653756
79,20260383,1,ok,3.653888,2.575623,2.559711,1.322883,5.291532,0.6210311,0.2861835,0.99999963636,1.0486256364e-07,3.653888
80,20260384,1,ok,3.653774,2.57512,2.559365,1.324129,5.296518,0.6184485,0.2867956,0.99999963636,1.0497263636e-07,3.653774
81,20260385,1,ok,3.653618,2.579861,2.558959,1.323078,5.292314,0.622932,0.2850797,0.99999963636,1.0472069091e-07,3.653618
82,20260386,1,ok,3.653827,2.581183,2.562385,1.324348,5.297391,0.6179673,0.2871148,0.99999963636,1.0488496364e-07,3.653827
83,20260387,1,ok,3.653746,2.579858,2.56536,1.324421,5.297685,0.6161812,0.2880016,0.99999963636,1.0481056364e-07,3.653746
84,20260388,1,ok,3.653732,2.584333,2.559068,1.324725,5.298902,0.6198966,0.2872226,0.99999963636,1.0483025455e-07,3.653732
85,20260389,1,ok,3.653638,2.575292,2.555241,1.324183,5.296734,0.6204786,0.2845133,0.99999963636,1.0483338182e-07,3.653638
86,20260390,1,ok,3.653713,2.577889,2.558025,1.324194,5.296774,0.6197609,0.286364,0.99999963636,1.0468252727e-07,3.653713
87,20260391,1,ok,3.653717,2.577664,2.553001,1.32417,5.296679,0.619124,0.2865401,0.99999963636,1.0482987273e-07,3.653717
88,20260392,1,ok,3.65385,2.579047,2.551869,1.324234,5.296936,0.6217829,0.2863405,0.99999963636,1.0467492727e-07,3.65385
89,20260393,1,ok,3.653831,2.579372,2.559723,1.32372,5.294881,0.621447,0.2864902,0.99999963636,1.0483323636e-07,3.653831
90,20260394,1,ok,3.653478,2.582635,2.557468,1.322999,5.291995,0.6214363,0.2836797,0.99999963636,1.0474452727e-07,3.653478
91,20260395,1,ok,3.653741,2.581136,2.559651,1.324627,5.298507,0.6208559,0.2865464,0.99999963636,1.0480610909e-07,3.653741
92,20260396,1,ok,3.653661,2.58007,2.558563,1.3246,5.298399,0.6204727,0.2857742,0.99999963636,1.0486687273e-07,3.653661
93,20260397,1,ok,3.653888,2.576618,2.557634,1.324673,5.298694,0.6217275,0.2866428,0.99999963636,1.0471683636e-07,3.653888
94,20260398,1,ok,3.653798,2.575934,2.556169,1.324954,5.299814,0.6248929,0.285415,0.99999963636,1.0481498182e-07,3.653798
95,20260399,1,ok,3.653819,2.578047,2.558959,1.3242,5.296798,0.6224575,0.2868612,0.99999963636,1.0465627273e-07,3.653819
96,20260400,1,ok,3.653868,2.576973,2.554321,1.324539,5.298157,0.6211687,0.2861282,0.99999963636,1.0479918182e-07,3.653868
97,20260401,1,ok,3.653698,2.574654,2.563359,1.32491,5.299642,0.6227496,0.2863636,0.99999963636,1.0479710909e-07,3.653698
98,20260402,1,ok,3.653893,2.576851,2.562252,1.32472,5.29888,0.6230262,0.2862183,0.99999963636,1.0466790909e-07,3.653893
99,20260403,1,ok,3.653848,2.579919,2.556198,1.32456,5.298239,0.621044,0.2862154,0.99999963636,1.0482329091e-07,3.653848
100,20260404,1,ok,3.653732,2.579427,2.560931,1.322932,5.291727,0.6180958,0.2860724,0.99999963636,1.0463189091e-07,3.653732
101,20260405,1,ok,3.653799,2.581834,2.554062,1.323877,5.295507,0.6182902,0.2856475,0.99999963636,1.0465263636e-07,3.653799
102,20260406,1,ok,3.653749,2.57642,2.554394,1.324081,5.296325,0.6191098,0.2856924,0.99999963636,1.0464714545e-07,3.653749
103,20260407,1,ok,3.653599,2.582242,2.556156,1.324276,5.297102,0.6202383,0.2853783,0.99999963636,1.0474565455e-07,3.653599
104,20260408,1,ok,3.65366,2.580957,2.557981,1.324467,5.297868,0.6200968,0.2860541,0.99999963636,1.0471692727e-07,3.65366
105,20260409,1,ok,3.653923,2.580555,2.55716,1.324603,5.298413,0.621465,0.2857755,0.99999963636,1.0475954545e-07,3.653923
106,20260410,1,ok,3.653884,2.58163,2.555599,1.324484,5.297937,0.6191375,0.2863979,0.99999963636,1.0478034545e-07,3.653884
107,20260411,1,ok,3.653745,2.585411,2.558735,1.324655,5.298619,0.6214099,0.2868359,0.99999963636,1.0485389091e-07,3.653745
108,20260412,1,ok,3.653782,2.576392,2.557977,1.324191,5.296762,0.623231,0.2862072,0.99999963636,1.0461114545e-07,3.653782
109,20260413,1,ok,3.653706,2.579884,2.557586,1.324701,5.298804,0.6231325,0.2857588,0.99999963636,1.0478565455e-07,3.653706
110,20260414,1,ok,3.653768,2.582337,2.567772,1.324728,5.29891,0.6223539,0.2863576,0.99999963636,1.0484712727e-07,3.653768
111,20260415,1,ok,3.653747,2.580883,2.553956,1.324734,5.298934,0.6194642,0.2870496,0.99999963636,1.0490383636e-07,3.653747
112,20260416,1,ok,3.653852,2.574233,2.555263,1.32371,5.294841,0.6183923,0.2869309,0.99999963636,1.0468890909e-07,3.653852
113,20260417,1,ok,3.653781,2.577823,2.562799,1.32484,5.299362,0.6217541,0.2864771,0.99999963636,1.0473689091e-07,3.653781
114,20260418,1,ok,3.653795,2.577554,2.554746,1.323982,5.295928,0.6186495,0.2868019,0.99999963636,1.0463614545e-07,3.653795
115,20260419,1,ok,3.653855,2.580168,2.558636,1.324904,5.299616,0.6198714,0.2868998,0.99999963636,1.0482947273e-07,3.653855
116,20260420,1,ok,3.653753,2.574621,2.556503,1.325024,5.300096,0.6225295,0.2866235,0.99999963636,1.0478836364e-07,3.653753
117,20260421,1,ok,3.653777,2.579542,2.559355,1.324027,5.296107,0.6223209,0.2849963,0.99999963636,1.0464027273e-07,3.653777
118,20260422,1,ok,3.653701,2.576387,2.559358,1.324727,5.298906,0.6202075,0.2851432,0.99999963636,1.0502336364e-07,3.653701
119,20260423,1,ok,3.653687,2.579512,2.557959,1.323867,5.295467,0.622254,0.285963,0.99999963636,1.0487825455e-07,3.653687
120,20260424,1,ok,3.653829,2.57997,2.556834,1.324169,5.296678,0.6197618,0.2869397,0.99999963636,1.0488747273e-07,3.653829
121,20260425,1,ok,3.653709,2.573131,2.562637,1.324923,5.29969,0.6206602,0.2870584,0.99999963636,1.0492741818e-07,3.653709
122,20260426,1,ok,3.653664,2.574948,2.553687,1.324008,5.296031,0.6206592,0.2855529,0.99999963636,1.0469396364e-07,3.653664
123,20260427,1,ok,3.653706,2.582274,2.559818,1.325102,5.300409,0.621064,0.2859933,0.99999963636,1.0488243636e-07,3.653706
124,20260428,1,ok,3.6538,2.578431,2.555067,1.324404,5.297615,0.6243828,0.2853103,0.99999963636,1.0466610909e-07,3.6538
125,20260429,1,ok,3.653666,2.576344,2.557723,1.324102,5.29641,0.6225041,0.28477,0.99999963636,1.045846e-07,3.653666
126,20260430,1,ok,3.653712,2.581678,2.555213,1.32465,5.2986,0.6211649,0.2865671,0.99999963636,1.0475065455e-07,3.653712
127,20260431,1,ok,3.653764,2.578408,2.561838,1.32422,5.29688,0.6197598,0.2868118,0.99999963636,1.0491e-07,3.653764
128,20260432,1,ok,3.653634,2.575242,2.558284,1.32495,5.299802,0.6228986,0.2854352,0.99999963636,1.048624e-07,3.653634
129,20260433,1,ok,3.653708,2.577707,2.557659,1.323351,5.293405,0.6182752,0.2841583,0.99999963636,1.048318e-07,3.653708
130,20260434,1,ok,3.653827,2.574046,2.560133,1.324875,5.2995,0.6224961,0.2857357,0.99999963636,1.0480665455e-07,3.653827
131,20260435,1,ok,3.653811,2.581554,2.560734,1.323735,5.294942,0.62202,0.2851721,0.99999963636,1.0487834545e-07,3.653811
132,20260436,1,ok,3.653771,2.577463,2.563182,1.324347,5.29739,0.6213836,0.286207,0.99999963636,1.0477849091e-07,3.653771
133,20260437,1,ok,3.653722,2.582534,2.553582,1.325048,5.300194,0.6240117,0.2857974,0.99999963636,1.048106e-07,3.653722
134,20260438,1,ok,3.6537,2.577273,2.562277,1.323532,5.294126,0.6181329,0.2860509,0.99999963636,1.0485614545e-07,3.6537
135,20260439,1,ok,3.653762,2.578937,2.563821,1.324274,5.297095,0.6180901,0.2875307,0.99999963636,1.0492178182e-07,3.653762
136,20260440,1,ok,3.653709,2.577534,2.5531,1.324791,5.299165,0.6193611,0.2854557,0.99999963636,1.0488847273e-07,3.653709
137,20260441,1,ok,3.653672,2.57883,2.557892,1.325193,5.300772,0.6222051,0.2860871,0.99999963636,1.0494818182e-07,3.653672
138,20260442,1,ok,3.653795,2.579153,2.559272,1.325038,5.300153,0.6246402,0.286147,0.99999963636,1.0475985455e-07,3.653795
139,20260443,1,ok,3.653744,2.5824,2.555901,1.325329,5.301318,0.622764,0.2874671,0.99999963636,1.0502316364e-07,3.653744
140,20260444,1,ok,3.653659,2.577097,2.557228,1.324776,5.299105,0.6211322,0.2865874,0.99999963636,1.0474507273e-07,3.653659
141,20260445,1,ok,3.653751,2.579621,2.554943,1.324071,5.296282,0.6206389,0.2855986,0.99999963636,1.0481414545e-07,3.653751
142,20260446,1,ok,3.653783,2.575605,2.555234,1.324521,5.298083,0.6193047,0.2864922,0.99999963636,1.0500161818e-07,3.653783
143,20260447,1,ok,3.653713,2.575209,2.554015,1.324785,5.299141,0.6223866,0.2858709,0.99999963636,1.0484901818e-07,3.653713
144,20260448,1,ok,3.653816,2.575568,2.559595,1.324323,5.297293,0.6211322,0.2868644,0.99999963636,1.0495783636e-07,3.653816
145,20260449,1,ok,3.653756,2.581135,2.557721,1.324277,5.29711,0.621086,0.286078,0.99999963636,1.0460550909e-07,3.653756
146,20260450,1,ok,3.653797,2.576766,2.560166,1.324084,5.296336,0.6180206,0.2869667,0.99999963636,1.0457892727e-07,3.653797
147,20260451,1,ok,3.653707,2.573099,2.55569,1.324916,5.299664,0.6206342,0.2867038,0.99999963636,1.0494532727e-07,3.653707
148,20260452,1,ok,3.653753,2.578268,2.557582,1.324805,5.299222,0.6235042,0.2853208,0.99999963636,1.0481836364e-07,3.653753
149,20260453,1,ok,3.653711,2.575376,2.559632,1.325041,5.300163,0.6216074,0.2861186,0.99999963636,1.0498143636e-07,3.653711
150,20260454,1,ok,3.653763,2.578192,2.558671,1.324395,5.29758,0.6222787,0.2859732,0.99999963636,1.0467621818e-07,3.653763
151,20260455,1,ok,3.653913,2.580403,2.561639,1.324494,5.297974,0.6235776,0.2853883,0.99999963636,1.0488483636e-07,3.653913
152,20260456,1,ok,3.653761,2.573695,2.557132,1.324891,5.299565,0.6218126,0.2862999,0.99999963636,1.04813e-07,3.653761
153,20260457,1,ok,3.653698,2.583791,2.562432,1.324985,5.299939,0.6218263,0.2860882,0.99999963636,1.048498e-07,3.653698
154,20260458,1,ok,3.653776,2.575201,2.558401,1.324995,5.299979,0.6250526,0.2856213,0.99999963636,1.0487136364e-07,3.653776
155,20260459,1,ok,3.653667,2.57543,2.560315,1.324068,5.296271,0.6207755,0.2853841,0.99999963636,1.0477407273e-07,3.653667
156,20260460,1,ok,3.653641,2.577588,2.560608,1.324472,5.29789,0.6215556,0.2853049,0.99999963636,1.0459018182e-07,3.653641
157,20260461,1,ok,3.653733,2.584126,2.559802,1.324508,5.298031,0.6230187,0.2868165,0.99999963636,1.0471485455e-07,3.653733
158,20260462,1,ok,3.653732,2.578932,2.56019,1.324366,5.297464,0.6242249,0.2850654,0.99999963636,1.0470841818e-07,3.653732
159,20260463,1,ok,3.653637,2.580427,2.557325,1.324712,5.298849,0.6201514,0.286139,0.99999963636,1.0488594545e-07,3.653637
160,20260464,1,ok,3.653662,2.57691,2.557643,1.32405,5.2962,0.619198,0.2857998,0.99999963636,1.0483947273e-07,3.653662
161,20260465,1,ok,3.653812,2.570696,2.558345,1.324551,5.298205,0.6228939,0.2866864,0.99999963636,1.0488483636e-07,3.653812
162,20260466,1,ok,3.65386,2.576203,2.553992,1.325014,5.300058,0.6185013,0.2875888,0.99999963636,1.0496805455e-07,3.65386
163,20260467,1,ok,3.653773,2.577766,2.557864,1.324391,5.297562,0.6235776,0.2846523,0.99999963636,1.0475330909e-07,3.653773
164,20260468,1,ok,3.653918,2.574933,2.560056,1.324664,5.298658,0.6183935,0.2873625,0.99999963636,1.0489025455e-07,3.653918
165,20260469,1,ok,3.653938,2.581733,2.563537,1.324692,5.298768,0.6235201,0.2860302,0.99999963636,1.0456032727e-07,3.653938
166,20260470,1,ok,3.653806,2.579823,2.557632,1.324122,5.296489,0.6206126,0.2869711,0.99999963636,1.0457801818e-07,3.653806
167,20260471,1,ok,3.653734,2.575973,2.560748,1.324004,5.296017,0.6176142,0.2871163,0.99999963636,1.0465378182e-07,3.653734
168,20260472,1,ok,3.653671,2.577189,2.554802,1.323556,5.294223,0.6182951,0.2854035,0.99999963636,1.0468256364e-07,3.653671
169,20260473,1,ok,3.653697,2.582186,2.551053,1.324568,5.29827,0.6209609,0.2855162,0.99999963636,1.0492696364e-07,3.653697
170,20260474,1,ok,3.653838,2.574049,2.55672,1.324871,5.299486,0.6218166,0.2868425,0.99999963636,1.0499374545e-07,3.653838
171,20260475,1,ok,3.653729,2.572968,2.560313,1.323774,5.295097,0.6185666,0.286523,0.99999963636,1.04675e-07,3.653729
172,20260476,1,ok,3.653663,2.573252,2.555511,1.32476,5.299041,0.6221891,0.285687,0.99999963636,1.04924e-07,3.653663
173,20260477,1,ok,3.653977,2.577209,2.560149,1.324211,5.296842,0.6222915,0.2853514,0.99999963636,1.0479821818e-07,3.653977
174,20260478,1,ok,3.653876,2.577691,2.557197,1.324421,5.297685,0.6247962,0.2857695,0.99999963636,1.0464854545e-07,3.653876
175,20260479,1,ok,3.653788,2.580893,2.561159,1.324676,5.298702,0.6199374,0.2866648,0.99999963636,1.0489921818e-07,3.653788
176,20260480,1,ok,3.653767,2.581036,2.561385,1.324355,5.297421,0.6208786,0.2860331,0.99999963636,1.0477201818e-07,3.653767
177,20260481,1,ok,3.653822,2.57457,2.562847,1.324818,5.299272,0.6224666,0.2861528,0.99999963636,1.0479149091e-07,3.653822
178,20260482,1,ok,3.653724,2.580783,2.560799,1.32454,5.298159,0.6205095,0.2854641,0.99999963636,1.0472343636e-07,3.653724
179,20260483,1,ok,3.653841,2.581976,2.564586,1.3236,5.294399,0.6220608,0.2852602,0.99999963636,1.0480776364e-07,3.653841
180,20260484,1,ok,3.653731,2.58315,2.55611,1.324495,5.297981,0.6203108,0.2857893,0.99999963636,1.0492876364e-07,3.653731
181,20260485,1,ok,3.653825,2.578472,2.558471,1.32472,5.298879,0.6233123,0.2857166,0.99999963636,1.0503094545e-07,3.653825
182,20260486,1,ok,3.653886,2.576839,2.554977,1.324003,5.296012,0.6183618,0.2871296,0.99999963636,1.0473674545e-07,3.653886
183,20260487,1,ok,3.653706,2.57388,2.560129,1.324596,5.298384,0.6206979,0.286331,0.99999963636,1.047766e-07,3.653706
184,20260488,1,ok,3.653863,2.57909,2.559159,1.325053,5.300214,0.620568,0.2864592,0.99999963636,1.0491989091e-07,3.653863
185,20260489,1,ok,3.65384,2.58052,2.557678,1.323162,5.292647,0.6202022,0.2865906,0.99999963636,1.0479145455e-07,3.65384
186,20260490,1,ok,3.653746,2.579951,2.561039,1.324237,5.296947,0.6199513,0.2849677,0.99999963636,1.0474996364e-07,3.653746
187,20260491,1,ok,3.653891,2.578489,2.561009,1.323757,5.295026,0.6173427,0.2870268,0.99999963636,1.04723e-07,3.653891
188,20260492,1,ok,3.653699,2.57845,2.551116,1.324526,5.298104,0.6184869,0.2866555,0.99999963636,1.0466132727e-07,3.653699
189,20260493,1,ok,3.653742,2.578981,2.561324,1.324256,5.297023,0.6198343,0.2865559,0.99999963636,1.0469227273e-07,3.653742
190,20260494,1,ok,3.653628,2.578682,2.556816,1.322956,5.291826,0.6243151,0.2849303,0.99999963636,1.0472549091e-07,3.653628
191,20260495,1,ok,3.653791,2.578241,2.561181,1.324842,5.299368,0.6191047,0.2877164,0.99999963636,1.049024e-07,3.653791
192,20260496,1,ok,3.653924,2.581789,2.558393,1.324659,5.298636,0.6199883,0.2864011,0.99999963636,1.0480705455e-07,3.653924
193,20260497,1,ok,3.653828,2.582959,2.554937,1.324952,5.299807,0.6198243,0.2878459,0.99999963636,1.0491825455e-07,3.653828
194,20260498,1,ok,3.653653,2.575145,2.552744,1.324695,5.298781,0.6221217,0.2856548,0.99999963636,1.0480812727e-07,3.653653
