sample,seed,sw_stat_mismatch,status,vgate_thinox_max,vna_peak,vnb_peak,vccomp_dev_max,vccomp_stack_max,t_plh_ns,t_phl_ns,vout_hi_ratio,vout_lo_ratio,vinb_max_v
baseline,,unset (plain harness deck),ok,3.653236,2.742323,2.708328,1.297085,5.188341,0.5981966,0.2643691,0.99999963636,1.248516e-07,3.653236
0,20300304,0,ok,3.653236,2.742323,2.708328,1.297085,5.188341,0.5981966,0.2643691,0.99999963636,1.248516e-07,3.653236
0,25300304,0,ok,3.653236,2.742323,2.708328,1.297085,5.188341,0.5981966,0.2643691,0.99999963636,1.248516e-07,3.653236
1,20300305,1,ok,3.653064,2.745888,2.70825,1.296519,5.186076,0.5972931,0.2645172,0.99999963636,1.2457114545e-07,3.653064
2,20300306,1,ok,3.653183,2.74325,2.710917,1.296405,5.185618,0.5961246,0.2652722,0.99999963636,1.2471896364e-07,3.653183
3,20300307,1,ok,3.653219,2.740342,2.707103,1.297295,5.18918,0.5941033,0.2655803,0.99999963636,1.2491632727e-07,3.653219
4,20300308,1,ok,3.653146,2.741,2.710308,1.297317,5.189269,0.5979437,0.2643245,0.99999963636,1.2484370909e-07,3.653146
5,20300309,1,ok,3.65315,2.743494,2.707477,1.296529,5.186117,0.5971357,0.2637074,0.99999963636,1.24897e-07,3.65315
6,20300310,1,ok,3.653178,2.740759,2.703765,1.296784,5.187138,0.5986719,0.2639356,0.99999963636,1.2489356364e-07,3.653178
7,20300311,1,ok,3.653199,2.741529,2.711593,1.297835,5.191338,0.5983049,0.2657006,0.99999963636,1.2496692727e-07,3.653199
8,20300312,1,ok,3.653098,2.743201,2.706947,1.29639,5.185559,0.5960678,0.2652827,0.99999963636,1.2443761818e-07,3.653098
9,20300313,1,ok,3.653116,2.739173,2.705709,1.29728,5.189122,0.5970117,0.2645089,0.99999963636,1.2518081818e-07,3.653116
10,20300314,1,ok,3.653235,2.741231,2.708543,1.297411,5.189644,0.6006741,0.262954,0.99999963636,1.2507738182e-07,3.653235
11,20300315,1,ok,3.653253,2.73809,2.707432,1.295965,5.183859,0.598797,0.2632408,0.99999963636,1.2449756364e-07,3.653253
12,20300316,1,ok,3.653177,2.740548,2.711264,1.296271,5.185085,0.5967953,0.2641127,0.99999963636,1.2453501818e-07,3.653177
13,20300317,1,ok,3.653306,2.746721,2.709023,1.297198,5.18879,0.5954402,0.2642294,0.99999963636,1.2505761818e-07,3.653306
14,20300318,1,ok,3.653043,2.747128,2.711478,1.297786,5.191145,0.5985856,0.2636127,0.99999963636,1.2520190909e-07,3.653043
15,20300319,1,ok,3.653104,2.746618,2.710845,1.297309,5.189237,0.5997747,0.2639692,0.99999963636,1.2482352727e-07,3.653104
16,20300320,1,ok,3.653261,2.744717,2.703589,1.297616,5.190464,0.6006438,0.2649151,0.99999963636,1.2501905455e-07,3.653261
17,20300321,1,ok,3.653139,2.741504,2.708293,1.297398,5.18959,0.5999092,0.2652916,0.99999963636,1.2488849091e-07,3.653139
