sample,seed,sw_stat_mismatch,status,vgate_thinox_max,vna_peak,vnb_peak,vccomp_dev_max,vccomp_stack_max,t_plh_ns,t_phl_ns,vout_hi_ratio,vout_lo_ratio,vinb_max_v
27,20350331,1,ok,3.655058,2.651905,2.625186,1.329931,5.319723,0.6355498,0.3001943,0.99999963636,9.8144163636e-08,3.655058
28,20350332,1,ok,3.655273,2.647373,2.631346,1.329713,5.318852,0.6362854,0.3000641,0.99999963636,9.8129054545e-08,3.655273
29,20350333,1,ok,3.655156,2.646094,2.63036,1.329836,5.319343,0.6394104,0.299601,0.99999963636,9.8041636364e-08,3.655156
30,20350334,1,ok,3.655107,2.653226,2.629803,1.328157,5.312629,0.6365811,0.2985263,0.99999963636,9.7756181818e-08,3.655107
31,20350335,1,ok,3.655236,2.643527,2.631468,1.329436,5.317742,0.6407696,0.2995614,0.99999963636,9.7998727273e-08,3.655236
32,20350336,1,ok,3.655281,2.647248,2.631322,1.3301,5.320401,0.6365454,0.2993745,0.99999963636,9.8261309091e-08,3.655281
33,20350337,1,ok,3.655344,2.645374,2.627617,1.329413,5.317651,0.6389082,0.2986251,0.99999963636,9.8026545455e-08,3.655344
34,20350338,1,ok,3.655298,2.648895,2.629375,1.329221,5.316883,0.6348463,0.2997701,0.99999963636,9.8056072727e-08,3.655298
35,20350339,1,ok,3.655192,2.648413,2.627315,1.32925,5.317001,0.6382414,0.2990939,0.99999963636,9.8176e-08,3.655192
36,20350340,1,ok,3.655232,2.642747,2.629456,1.329196,5.316783,0.6364048,0.2981712,0.99999963636,9.8031890909e-08,3.655232
37,20350341,1,ok,3.655164,2.646822,2.625078,1.32954,5.318158,0.637817,0.2997678,0.99999963636,9.8060581818e-08,3.655164
38,20350342,1,ok,3.655254,2.652114,2.628179,1.329086,5.316345,0.635407,0.2998715,0.99999963636,9.8104309091e-08,3.655254
39,20350343,1,ok,3.655268,2.650436,2.627087,1.329233,5.316934,0.6370807,0.2985227,0.99999963636,9.8086509091e-08,3.655268
40,20350344,1,ok,3.655369,2.64751,2.630779,1.328459,5.313837,0.6405896,0.30037,0.99999963636,9.8115890909e-08,3.655369
41,20350345,1,ok,3.655333,2.648755,2.631006,1.329119,5.316477,0.6403335,0.2988977,0.99999963636,9.8094454545e-08,3.655333
42,20350346,1,ok,3.655262,2.647229,2.634883,1.329645,5.318581,0.6372781,0.2998249,0.99999963636,9.8284509091e-08,3.655262
43,20350347,1,ok,3.655312,2.645497,2.624387,1.329452,5.317807,0.6373611,0.2985935,0.99999963636,9.8033309091e-08,3.655312
44,20350348,1,ok,3.655345,2.645678,2.632719,1.329603,5.318414,0.6387282,0.2986397,0.99999963636,9.8203654545e-08,3.655345
45,20350349,1,ok,3.655434,2.641956,2.628138,1.329484,5.317936,0.6387004,0.2987319,0.99999963636,9.8186345455e-08,3.655434
46,20350350,1,ok,3.655204,2.650765,2.632248,1.329535,5.318139,0.6407502,0.298024,0.99999963636,9.8013418182e-08,3.655204
47,20350351,1,ok,3.65542,2.649449,2.62746,1.329293,5.317172,0.6358949,0.2993159,0.99999963636,9.8005709091e-08,3.65542
48,20350352,1,ok,3.655255,2.646066,2.628911,1.329532,5.318127,0.6374107,0.3000093,0.99999963636,9.7944872727e-08,3.655255
49,20350353,1,ok,3.655389,2.647253,2.627288,1.329048,5.316191,0.6362614,0.299722,0.99999963636,9.8058545455e-08,3.655389
50,20350354,1,ok,3.654962,2.650085,2.625523,1.327785,5.311141,0.6362596,0.2986573,0.99999963636,9.8019254545e-08,3.654962
51,20350355,1,ok,3.655243,2.649774,2.631872,1.32908,5.316318,0.6397233,0.2983071,0.99999963636,9.8073581818e-08,3.655243
52,20350356,1,ok,3.655172,2.641677,2.630552,1.32936,5.317439,0.6356598,0.2994506,0.99999963636,9.81334e-08,3.655172
53,20350357,1,ok,3.655161,2.647644,2.633531,1.329151,5.316603,0.6386149,0.2978941,0.99999963636,9.8002890909e-08,3.655161
54,20350358,1,ok,3.655128,2.647855,2.626189,1.328616,5.314462,0.6361076,0.299059,0.99999963636,9.8182e-08,3.655128
55,20350359,1,ok,3.655297,2.649343,2.629888,1.329675,5.318698,0.6351254,0.3008252,0.99999963636,9.8116545455e-08,3.655297
56,20350360,1,ok,3.655142,2.646931,2.629443,1.328646,5.314583,0.6375498,0.2985398,0.99999963636,9.80286e-08,3.655142
57,20350361,1,ok,3.655146,2.646739,2.627817,1.329351,5.317404,0.6389213,0.3001036,0.99999963636,9.7996854545e-08,3.655146
58,20350362,1,ok,3.655174,2.650822,2.637162,1.329878,5.319513,0.6406444,0.299689,0.99999963636,9.8184763636e-08,3.655174
59,20350363,1,ok,3.655265,2.648816,2.632409,1.32937,5.317481,0.6359,0.2991053,0.99999963636,9.8086563636e-08,3.655265
60,20350364,1,ok,3.655154,2.652027,2.627128,1.329193,5.31677,0.6353003,0.2994847,0.99999963636,9.8044363636e-08,3.655154
61,20350365,1,ok,3.65521,2.645124,2.622477,1.329457,5.317826,0.6378494,0.3005091,0.99999963636,9.8029e-08,3.65521
62,20350366,1,ok,3.655301,2.651075,2.627251,1.328921,5.315682,0.6391485,0.2988422,0.99999963636,9.8113818182e-08,3.655301
63,20350367,1,ok,3.655262,2.647217,2.634328,1.32907,5.316279,0.6368411,0.3003599,0.99999963636,9.7947181818e-08,3.655262
64,20350368,1,ok,3.655278,2.649956,2.62949,1.329555,5.31822,0.6395349,0.2974831,0.99999963636,9.8100781818e-08,3.655278
65,20350369,1,ok,3.655308,2.644061,2.632878,1.329195,5.316779,0.6353328,0.2975087,0.99999963636,9.8164509091e-08,3.655308
66,20350370,1,ok,3.655273,2.6396,2.630933,1.329642,5.318569,0.6391671,0.2981429,0.99999963636,9.8040981818e-08,3.655273
67,20350371,1,ok,3.655306,2.649882,2.63265,1.329722,5.318886,0.6392554,0.2998329,0.99999963636,9.8140727273e-08,3.655306
68,20350372,1,ok,3.655376,2.643449,2.627419,1.329152,5.31661,0.6383411,0.2993488,0.99999963636,9.7981709091e-08,3.655376
69,20350373,1,ok,3.655181,2.642618,2.628539,1.329492,5.31797,0.6324265,0.3005862,0.99999963636,9.8135054545e-08,3.655181
70,20350374,1,ok,3.65516,2.651295,2.630121,1.3288,5.315199,0.6397,0.2987938,0.99999963636,9.8161345455e-08,3.65516
71,20350375,1,ok,3.655245,2.645082,2.630542,1.3294,5.317598,0.6374099,0.2981536,0.99999963636,9.7981090909e-08,3.655245
72,20350376,1,ok,3.655262,2.648316,2.631698,1.329804,5.319216,0.6346445,0.3006325,0.99999963636,9.8162818182e-08,3.655262
73,20350377,1,ok,3.655224,2.650245,2.630673,1.329594,5.318375,0.6377639,0.2992925,0.99999963636,9.8209145455e-08,3.655224
74,20350378,1,ok,3.655142,2.645789,2.629692,1.329859,5.319435,0.6377278,0.3000995,0.99999963636,9.8196109091e-08,3.655142
75,20350379,1,ok,3.655218,2.647582,2.631415,1.328652,5.314609,0.6362245,0.2985803,0.99999963636,9.8146072727e-08,3.655218
76,20350380,1,ok,3.655133,2.64025,2.627911,1.328814,5.315258,0.6390044,0.2995897,0.99999963636,9.7948618182e-08,3.655133
77,20350381,1,ok,3.655312,2.646428,2.629545,1.327833,5.311332,0.6375191,0.2984027,0.99999963636,9.7938636364e-08,3.655312
78,20350382,1,ok,3.655285,2.646645,2.629904,1.330136,5.320546,0.6358078,0.298574,0.99999963636,9.8227072727e-08,3.655285
79,20350383,1,ok,3.65517,2.646485,2.631858,1.329596,5.318386,0.6363565,0.2997144,0.99999963636,9.8162054545e-08,3.65517
80,20350384,1,ok,3.655185,2.647755,2.628176,1.329688,5.318751,0.6420065,0.299427,0.99999963636,9.8260145455e-08,3.655185
81,20350385,1,ok,3.655228,2.645653,2.632159,1.328728,5.314912,0.6387909,0.2982587,0.99999963636,9.80336e-08,3.655228
82,20350386,1,ok,3.655533,2.645683,2.627969,1.328973,5.315891,0.6392299,0.2986691,0.99999963636,9.7980963636e-08,3.655533
83,20350387,1,ok,3.655172,2.643436,2.633541,1.329251,5.317002,0.6372415,0.2980653,0.99999963636,9.8083490909e-08,3.655172
84,20350388,1,ok,3.655046,2.650713,2.624218,1.328362,5.313446,0.6359765,0.2992156,0.99999963636,9.8158854545e-08,3.655046
85,20350389,1,ok,3.655277,2.648422,2.624984,1.329619,5.318477,0.636878,0.2994694,0.99999963636,9.82418e-08,3.655277
86,20350390,1,ok,3.655378,2.645655,2.628971,1.329255,5.317019,0.6354077,0.2992853,0.99999963636,9.81306e-08,3.655378
87,20350391,1,ok,3.655279,2.646547,2.632969,1.329312,5.317247,0.6366032,0.2990784,0.99999963636,9.80252e-08,3.655279
88,20350392,1,ok,3.655299,2.65283,2.63466,1.330572,5.322287,0.6372187,0.3009287,0.99999963636,9.8232654545e-08,3.655299
89,20350393,1,ok,3.655182,2.647277,2.636191,1.329719,5.318875,0.6405814,0.2980094,0.99999963636,9.8215018182e-08,3.655182
90,20350394,1,ok,3.655222,2.653018,2.627105,1.3295,5.318,0.6383661,0.2984596,0.99999963636,9.8090327273e-08,3.655222
91,20350395,1,ok,3.655217,2.650067,2.625303,1.329272,5.317088,0.6375501,0.300142,0.99999963636,9.8199236364e-08,3.655217
92,20350396,1,ok,3.65521,2.650902,2.635731,1.330117,5.320467,0.6355241,0.3000363,0.99999963636,9.8176163636e-08,3.65521
93,20350397,1,ok,3.655178,2.648359,2.631463,1.329775,5.319101,0.6376419,0.2997333,0.99999963636,9.8295018182e-08,3.655178
94,20350398,1,ok,3.655005,2.646471,2.628593,1.328415,5.313659,0.6373885,0.2989933,0.99999963636,9.8045727273e-08,3.655005
95,20350399,1,ok,3.655309,2.645209,2.636221,1.329497,5.317988,0.639031,0.2994754,0.99999963636,9.8030309091e-08,3.655309
96,20350400,1,ok,3.655214,2.648213,2.630676,1.329246,5.316985,0.6351014,0.3001029,0.99999963636,9.8096418182e-08,3.655214
97,20350401,1,ok,3.655291,2.645572,2.63172,1.329405,5.31762,0.6385161,0.2977591,0.99999963636,9.7991090909e-08,3.655291
98,20350402,1,ok,3.655252,2.649198,2.627496,1.329061,5.316243,0.6389233,0.2984308,0.99999963636,9.7901109091e-08,3.655252
99,20350403,1,ok,3.65511,2.646462,2.630732,1.329129,5.316517,0.6382991,0.2979117,0.99999963636,9.8153454545e-08,3.65511
100,20350404,1,ok,3.655252,2.643544,2.633729,1.32997,5.31988,0.6375765,0.2993112,0.99999963636,9.8061327273e-08,3.655252
101,20350405,1,ok,3.655335,2.643234,2.627882,1.329155,5.316621,0.6365887,0.2992089,0.99999963636,9.8018327273e-08,3.655335
102,20350406,1,ok,3.655201,2.64537,2.628391,1.329354,5.317415,0.6364655,0.2988451,0.99999963636,9.7949509091e-08,3.655201
103,20350407,1,ok,3.65524,2.644599,2.636082,1.329197,5.316789,0.6414738,0.2980748,0.99999963636,9.8056963636e-08,3.65524
104,20350408,1,ok,3.65519,2.646309,2.634207,1.329898,5.319594,0.6354576,0.2991954,0.99999963636,9.82054e-08,3.65519
105,20350409,1,ok,3.655152,2.650946,2.627296,1.329364,5.317457,0.6347518,0.2997657,0.99999963636,9.7968581818e-08,3.655152
106,20350410,1,ok,3.65533,2.642642,2.630049,1.329185,5.316741,0.6366203,0.2998129,0.99999963636,9.8120563636e-08,3.65533
107,20350411,1,ok,3.655319,2.650219,2.633409,1.329584,5.318337,0.6379453,0.2994715,0.99999963636,9.8040836364e-08,3.655319
108,20350412,1,ok,3.655107,2.653145,2.632393,1.329099,5.316397,0.6360524,0.2988786,0.99999963636,9.8048472727e-08,3.655107
109,20350413,1,ok,3.655068,2.650228,2.628087,1.329445,5.317779,0.6388355,0.2988024,0.99999963636,9.8275109091e-08,3.655068
110,20350414,1,ok,3.655281,2.648658,2.634007,1.329375,5.3175,0.6379017,0.2986698,0.99999963636,9.8033272727e-08,3.655281
111,20350415,1,ok,3.655336,2.646791,2.627402,1.329156,5.316626,0.6374551,0.299453,0.99999963636,9.80398e-08,3.655336
112,20350416,1,ok,3.655294,2.643001,2.638119,1.32922,5.31688,0.6414414,0.298555,0.99999963636,9.8122090909e-08,3.655294
113,20350417,1,ok,3.655232,2.647822,2.63229,1.329179,5.316715,0.6378475,0.2990585,0.99999963636,9.7870472727e-08,3.655232
114,20350418,1,ok,3.655127,2.649174,2.625862,1.328755,5.315019,0.6373725,0.2993426,0.99999963636,9.7972890909e-08,3.655127
115,20350419,1,ok,3.655168,2.649584,2.628803,1.329099,5.316398,0.6354901,0.2986755,0.99999963636,9.8214854545e-08,3.655168
116,20350420,1,ok,3.655211,2.648425,2.628387,1.329209,5.316837,0.6357148,0.3000792,0.99999963636,9.8119472727e-08,3.655211
117,20350421,1,ok,3.65529,2.645703,2.627507,1.328811,5.315243,0.6404111,0.2977489,0.99999963636,9.8173872727e-08,3.65529
118,20350422,1,ok,3.655171,2.653571,2.63464,1.328233,5.312931,0.6360333,0.3002221,0.99999963636,9.7995672727e-08,3.655171
119,20350423,1,ok,3.655362,2.649961,2.628805,1.3296,5.318399,0.6385598,0.2983421,0.99999963636,9.8153e-08,3.655362
120,20350424,1,ok,3.654988,2.648455,2.637309,1.329305,5.317218,0.6348515,0.2994148,0.99999963636,9.8042290909e-08,3.654988
121,20350425,1,ok,3.655071,2.649548,2.633528,1.330081,5.320324,0.6351573,0.3002607,0.99999963636,9.8194727273e-08,3.655071
122,20350426,1,ok,3.655279,2.648206,2.634595,1.329788,5.319152,0.6379465,0.2992415,0.99999963636,9.8315672727e-08,3.655279
123,20350427,1,ok,3.655246,2.647289,2.634005,1.329586,5.318344,0.6374184,0.3008925,0.99999963636,9.8110236364e-08,3.655246
124,20350428,1,ok,3.655167,2.651749,2.632813,1.328864,5.315458,0.6353963,0.2988118,0.99999963636,9.8126254545e-08,3.655167
125,20350429,1,ok,3.6553,2.646829,2.627103,1.328484,5.313935,0.6421346,0.2987039,0.99999963636,9.8012018182e-08,3.6553
126,20350430,1,ok,3.655348,2.642893,2.629231,1.329756,5.319023,0.6381966,0.2998754,0.99999963636,9.8108254545e-08,3.655348
127,20350431,1,ok,3.655202,2.64887,2.634174,1.329715,5.318862,0.6373622,0.2993064,0.99999963636,9.8214763636e-08,3.655202
128,20350432,1,ok,3.655235,2.644804,2.631268,1.329357,5.317429,0.6366309,0.2988389,0.99999963636,9.8226872727e-08,3.655235
129,20350433,1,ok,3.655332,2.646451,2.633911,1.329408,5.317632,0.6388736,0.2979384,0.99999963636,9.8195509091e-08,3.655332
130,20350434,1,ok,3.655283,2.644265,2.627501,1.329289,5.317157,0.6358969,0.2989721,0.99999963636,9.8020781818e-08,3.655283
131,20350435,1,ok,3.655252,2.64649,2.629577,1.329816,5.319264,0.6398359,0.2989541,0.99999963636,9.8146345455e-08,3.655252
132,20350436,1,ok,3.655258,2.645356,2.624972,1.329029,5.316116,0.6391201,0.2985898,0.99999963636,9.7949e-08,3.655258
133,20350437,1,ok,3.65513,2.64956,2.633045,1.329621,5.318482,0.6385225,0.2981244,0.99999963636,9.8053345455e-08,3.65513
134,20350438,1,ok,3.655176,2.645947,2.628399,1.329336,5.317343,0.6366272,0.2986458,0.99999963636,9.8136345455e-08,3.655176
135,20350439,1,ok,3.655113,2.644461,2.630973,1.329841,5.319364,0.6379888,0.2998422,0.99999963636,9.8223654545e-08,3.655113
136,20350440,1,ok,3.655218,2.650666,2.62541,1.328869,5.315475,0.6382017,0.2977235,0.99999963636,9.8061145455e-08,3.655218
137,20350441,1,ok,3.655327,2.645429,2.633608,1.329569,5.318275,0.6401157,0.2992116,0.99999963636,9.7962145455e-08,3.655327
138,20350442,1,ok,3.655195,2.648211,2.630142,1.329481,5.317925,0.6363694,0.3000109,0.99999963636,9.7900745455e-08,3.655195
139,20350443,1,ok,3.655325,2.647974,2.630651,1.329397,5.317588,0.6371884,0.299202,0.99999963636,9.8194472727e-08,3.655325
140,20350444,1,ok,3.655189,2.647945,2.631588,1.329417,5.317666,0.640065,0.2993548,0.99999963636,9.83022e-08,3.655189
141,20350445,1,ok,3.655238,2.650959,2.62649,1.328493,5.31397,0.6373659,0.2987081,0.99999963636,9.7952e-08,3.655238
142,20350446,1,ok,3.65531,2.649311,2.626044,1.32956,5.318242,0.6334266,0.3005987,0.99999963636,9.8197218182e-08,3.65531
143,20350447,1,ok,3.655146,2.642138,2.625962,1.329264,5.317054,0.6368727,0.2987303,0.99999963636,9.8001454545e-08,3.655146
144,20350448,1,ok,3.655266,2.645016,2.636346,1.32971,5.318839,0.6370002,0.298153,0.99999963636,9.8187763636e-08,3.655266
145,20350449,1,ok,3.655273,2.643338,2.629737,1.329406,5.317622,0.6386492,0.2982531,0.99999963636,9.8021563636e-08,3.655273
146,20350450,1,ok,3.655169,2.64939,2.628619,1.329299,5.317194,0.6404601,0.2973802,0.99999963636,9.80362e-08,3.655169
147,20350451,1,ok,3.65532,2.647811,2.632889,1.329645,5.318578,0.6369499,0.2996763,0.99999963636,9.8032472727e-08,3.65532
148,20350452,1,ok,3.655199,2.647961,2.627243,1.329966,5.319865,0.6388109,0.2990887,0.99999963636,9.8168818182e-08,3.655199
149,20350453,1,ok,3.655365,2.644327,2.629358,1.329537,5.318148,0.6402451,0.2989918,0.99999963636,9.8200763636e-08,3.655365
150,20350454,1,ok,3.6552,2.646397,2.6277,1.329065,5.316261,0.6352054,0.2986266,0.99999963636,9.8018672727e-08,3.6552
151,20350455,1,ok,3.655218,2.647668,2.627951,1.329785,5.319139,0.6362802,0.3005337,0.99999963636,9.8094927273e-08,3.655218
152,20350456,1,ok,3.655127,2.651499,2.627447,1.329673,5.318691,0.6359217,0.2985692,0.99999963636,9.8170763636e-08,3.655127
153,20350457,1,ok,3.655258,2.645761,2.631047,1.329505,5.318018,0.6378002,0.2986619,0.99999963636,9.81978e-08,3.655258
154,20350458,1,ok,3.655066,2.644676,2.628602,1.329574,5.318298,0.637579,0.2991578,0.99999963636,9.8171781818e-08,3.655066
155,20350459,1,ok,3.655227,2.649852,2.625685,1.329969,5.319875,0.6366111,0.3000771,0.99999963636,9.8353945455e-08,3.655227
156,20350460,1,ok,3.655389,2.65227,2.632097,1.329294,5.317177,0.638001,0.2993329,0.99999963636,9.8268072727e-08,3.655389
157,20350461,1,ok,3.655284,2.646052,2.634895,1.329267,5.317069,0.6396786,0.2976081,0.99999963636,9.8047272727e-08,3.655284
158,20350462,1,ok,3.655244,2.645949,2.629024,1.329561,5.318245,0.6352229,0.2992189,0.99999963636,9.8265163636e-08,3.655244
159,20350463,1,ok,3.655291,2.645211,2.630318,1.329948,5.319791,0.6402858,0.3001645,0.99999963636,9.8007454545e-08,3.655291
160,20350464,1,ok,3.655251,2.649826,2.638983,1.329722,5.318888,0.639549,0.2978405,0.99999963636,9.8098127273e-08,3.655251
161,20350465,1,ok,3.655175,2.649745,2.629507,1.329583,5.318333,0.6334117,0.2998795,0.99999963636,9.8129036364e-08,3.655175
162,20350466,1,ok,3.655097,2.6522,2.634574,1.328165,5.312662,0.6379767,0.2989048,0.99999963636,9.8039163636e-08,3.655097
163,20350467,1,ok,3.655179,2.648684,2.630614,1.329874,5.319494,0.6394293,0.2992959,0.99999963636,9.8114181818e-08,3.655179
164,20350468,1,ok,3.655126,2.643027,2.630136,1.329398,5.317594,0.636635,0.2991709,0.99999963636,9.8102818182e-08,3.655126
165,20350469,1,ok,3.654874,2.648772,2.627037,1.329189,5.316757,0.6371207,0.2984578,0.99999963636,9.8048927273e-08,3.654874
166,20350470,1,ok,3.655157,2.644978,2.632156,1.329127,5.316508,0.6389761,0.2972346,0.99999963636,9.8238181818e-08,3.655157
167,20350471,1,ok,3.655185,2.646321,2.629493,1.328674,5.314698,0.6372391,0.2978057,0.99999963636,9.7922127273e-08,3.655185
168,20350472,1,ok,3.655276,2.64718,2.633511,1.329152,5.316606,0.6354718,0.2998784,0.99999963636,9.8139e-08,3.655276
169,20350473,1,ok,3.655301,2.645837,2.631113,1.329248,5.316991,0.6380082,0.2987894,0.99999963636,9.80858e-08,3.655301
170,20350474,1,ok,3.655257,2.646594,2.634192,1.329314,5.317257,0.63898,0.2991769,0.99999963636,9.8287e-08,3.655257
171,20350475,1,ok,3.655126,2.652421,2.630228,1.329193,5.316774,0.6375318,0.2977594,0.99999963636,9.8043e-08,3.655126
172,20350476,1,ok,3.655357,2.647318,2.62923,1.329232,5.31693,0.6388316,0.2990718,0.99999963636,9.8071309091e-08,3.655357
173,20350477,1,ok,3.655298,2.646677,2.630629,1.329418,5.317671,0.6363869,0.2994095,0.99999963636,9.8090854545e-08,3.655298
174,20350478,1,ok,3.655348,2.645965,2.631288,1.328719,5.314876,0.6377095,0.2987165,0.99999963636,9.7988090909e-08,3.655348
175,20350479,1,ok,3.654846,2.6498,2.627437,1.329391,5.317565,0.6380877,0.2985852,0.99999963636,9.8183527273e-08,3.654846
176,20350480,1,ok,3.655114,2.648883,2.632054,1.329266,5.317066,0.6354757,0.2986931,0.99999963636,9.8084654545e-08,3.655114
177,20350481,1,ok,3.655229,2.644918,2.630351,1.329681,5.318725,0.6361637,0.2997345,0.99999963636,9.8065618182e-08,3.655229
178,20350482,1,ok,3.655304,2.649573,2.629278,1.329577,5.318309,0.6387891,0.2983136,0.99999963636,9.8225781818e-08,3.655304
179,20350483,1,ok,3.655289,2.650568,2.62909,1.327887,5.311548,0.6358989,0.2994271,0.99999963636,9.7948509091e-08,3.655289
180,20350484,1,ok,3.655183,2.644002,2.630947,1.328858,5.315433,0.6378694,0.2995403,0.99999963636,9.8113381818e-08,3.655183
181,20350485,1,ok,3.655261,2.648253,2.634569,1.328388,5.313553,0.6386219,0.2974384,0.99999963636,9.79058e-08,3.655261
182,20350486,1,ok,3.655187,2.643891,2.632105,1.32836,5.313441,0.6349202,0.2986275,0.99999963636,9.8058345455e-08,3.655187
183,20350487,1,ok,3.655215,2.646615,2.626677,1.329055,5.316219,0.6337403,0.2988341,0.99999963636,9.8100072727e-08,3.655215
184,20350488,1,ok,3.655262,2.647632,2.636848,1.329291,5.317163,0.6384779,0.2987239,0.99999963636,9.83184e-08,3.655262
185,20350489,1,ok,3.655229,2.646198,2.6299,1.329264,5.317055,0.6357126,0.2991799,0.99999963636,9.8097781818e-08,3.655229
186,20350490,1,ok,3.655114,2.646966,2.633704,1.329457,5.317829,0.6388744,0.2980965,0.99999963636,9.8144036364e-08,3.655114
187,20350491,1,ok,3.655165,2.647235,2.628092,1.329079,5.316315,0.6370691,0.2990843,0.99999963636,9.8038945455e-08,3.655165
188,20350492,1,ok,3.655269,2.650798,2.634927,1.329646,5.318583,0.6352628,0.2995163,0.99999963636,9.8168690909e-08,3.655269
189,20350493,1,ok,3.655178,2.650541,2.62669,1.32909,5.31636,0.6362258,0.2990534,0.99999963636,9.8144545455e-08,3.655178
190,20350494,1,ok,3.655045,2.650082,2.632955,1.329247,5.316988,0.6398408,0.2988227,0.99999963636,9.7822363636e-08,3.655045
191,20350495,1,ok,3.655194,2.645283,2.629354,1.329477,5.317909,0.6401552,0.29816,0.99999963636,9.80824e-08,3.655194
192,20350496,1,ok,3.655182,2.648679,2.632266,1.32943,5.317722,0.6365989,0.3003893,0.99999963636,9.80826e-08,3.655182
193,20350497,1,ok,3.655238,2.646604,2.632028,1.328353,5.313412,0.6370831,0.299082,0.99999963636,9.7882563636e-08,3.655238
194,20350498,1,ok,3.65531,2.647368,2.627523,1.329092,5.316369,0.6363656,0.2999348,0.99999963636,9.7962145455e-08,3.65531
195,20350499,1,ok,3.655231,2.645814,2.63081,1.328398,5.313593,0.6422876,0.2984435,0.99999963636,9.7909781818e-08,3.655231
