sample,seed,sw_stat_mismatch,status,vgate_thinox_max,vna_peak,vnb_peak,vccomp_dev_max,vccomp_stack_max,t_plh_ns,t_phl_ns,vout_hi_ratio,vout_lo_ratio,vinb_max_v
baseline,,unset (plain harness deck),ok,3.655948,2.571677,2.532519,1.300031,5.200123,0.7086214,0.3209778,0.99999963636,1.5220716364e-07,3.655948
0,20390304,0,ok,3.655948,2.571677,2.532519,1.300031,5.200123,0.7086214,0.3209778,0.99999963636,1.5220716364e-07,3.655948
0,25390304,0,ok,3.655948,2.571677,2.532519,1.300031,5.200123,0.7086214,0.3209778,0.99999963636,1.5220716364e-07,3.655948
1,20390305,1,ok,3.655913,2.569985,2.535418,1.299525,5.198101,0.7066966,0.3208528,0.99999963636,1.5230716364e-07,3.655913
2,20390306,1,ok,3.655884,2.569515,2.535645,1.300011,5.200043,0.7100504,0.3204494,0.99999963636,1.5202196364e-07,3.655884
3,20390307,1,ok,3.655982,2.568222,2.54096,1.300164,5.200657,0.7099755,0.3199452,0.99999963636,1.5227683636e-07,3.655982
4,20390308,1,ok,3.65599,2.572435,2.537092,1.299277,5.19711,0.7096972,0.320632,0.99999963636,1.5201310909e-07,3.65599
5,20390309,1,ok,3.656008,2.574615,2.533047,1.300532,5.202127,0.709311,0.3204229,0.99999963636,1.5243694545e-07,3.656008
6,20390310,1,ok,3.655924,2.573259,2.539624,1.300936,5.203744,0.7141537,0.3212552,0.99999963636,1.5211894545e-07,3.655924
7,20390311,1,ok,3.655921,2.574016,2.536179,1.299596,5.198382,0.7074555,0.3213588,0.99999963636,1.5181672727e-07,3.655921
8,20390312,1,ok,3.655937,2.569547,2.532739,1.300335,5.20134,0.7080326,0.320879,0.99999963636,1.5250449091e-07,3.655937
9,20390313,1,ok,3.655966,2.571926,2.528662,1.2998,5.199201,0.7086661,0.3212126,0.99999963636,1.5215385455e-07,3.655966
10,20390314,1,ok,3.655614,2.57264,2.537446,1.299458,5.19783,0.7102602,0.3201973,0.99999963636,1.5200305455e-07,3.655614
11,20390315,1,ok,3.655757,2.569912,2.536755,1.298749,5.194994,0.70791,0.3212669,0.99999963636,1.5195414545e-07,3.655757
12,20390316,1,ok,3.655972,2.574688,2.534061,1.300768,5.203071,0.7074024,0.3220714,0.99999963636,1.5236034545e-07,3.655972
13,20390317,1,ok,3.655877,2.570222,2.536191,1.299817,5.199268,0.7083269,0.3192888,0.99999963636,1.5192383636e-07,3.655877
14,20390318,1,ok,3.655592,2.570664,2.529249,1.299528,5.198113,0.7073879,0.3208655,0.99999963636,1.5201774545e-07,3.655592
15,20390319,1,ok,3.65559,2.574216,2.529337,1.300046,5.200182,0.7051117,0.3213713,0.99999963636,1.522262e-07,3.65559
16,20390320,1,ok,3.655935,2.573756,2.535352,1.30009,5.200361,0.7088758,0.3211651,0.99999963636,1.5204441818e-07,3.655935
17,20390321,1,ok,3.656046,2.574039,2.536271,1.300996,5.203985,0.7111378,0.3215907,0.99999963636,1.5249536364e-07,3.656046
18,20390322,1,ok,3.655838,2.567601,2.538139,1.300297,5.201189,0.7047306,0.3211651,0.99999963636,1.523444e-07,3.655838
19,20390323,1,ok,3.655841,2.574431,2.534898,1.300348,5.201392,0.7103803,0.3202792,0.99999963636,1.5226298182e-07,3.655841
20,20390324,1,ok,3.655962,2.568434,2.539916,1.299851,5.199402,0.7086392,0.3217423,0.99999963636,1.5194572727e-07,3.655962
21,20390325,1,ok,3.655679,2.570942,2.532131,1.299797,5.199189,0.7044349,0.3201745,0.99999963636,1.5242029091e-07,3.655679
22,20390326,1,ok,3.655666,2.573721,2.528263,1.29959,5.19836,0.7049687,0.3209602,0.99999963636,1.5237263636e-07,3.655666
23,20390327,1,ok,3.656005,2.571398,2.532306,1.299758,5.199033,0.7074774,0.3212954,0.99999963636,1.522608e-07,3.656005
24,20390328,1,ok,3.655949,2.569849,2.536092,1.300589,5.202354,0.7112229,0.3208866,0.99999963636,1.5238616364e-07,3.655949
25,20390329,1,ok,3.655952,2.570855,2.538089,1.300003,5.200013,0.7100169,0.3204248,0.99999963636,1.5224458182e-07,3.655952
26,20390330,1,ok,3.655992,2.574727,2.541286,1.300473,5.201891,0.7073742,0.3217096,0.99999963636,1.5220763636e-07,3.655992
27,20390331,1,ok,3.655596,2.571146,2.536585,1.298733,5.194933,0.7058121,0.3216934,0.99999963636,1.5202021818e-07,3.655596
28,20390332,1,ok,3.655896,2.571522,2.534014,1.299858,5.199432,0.7074491,0.3203495,0.99999963636,1.5201172727e-07,3.655896
29,20390333,1,ok,3.655718,2.57214,2.530686,1.299144,5.196576,0.7062601,0.3223331,0.99999963636,1.5240781818e-07,3.655718
30,20390334,1,ok,3.655979,2.569682,2.536351,1.299862,5.199449,0.7064954,0.320531,0.99999963636,1.5241852727e-07,3.655979
31,20390335,1,ok,3.655839,2.575853,2.538715,1.299508,5.198031,0.7058171,0.3207577,0.99999963636,1.5219263636e-07,3.655839
32,20390336,1,ok,3.655936,2.567159,2.534376,1.29997,5.199882,0.7095234,0.320859,0.99999963636,1.5222123636e-07,3.655936
33,20390337,1,ok,3.655701,2.572858,2.538383,1.300568,5.20227,0.7083574,0.3215735,0.99999963636,1.52077e-07,3.655701
34,20390338,1,ok,3.655929,2.572365,2.528785,1.299863,5.199452,0.7080448,0.3210157,0.99999963636,1.5251589091e-07,3.655929
35,20390339,1,ok,3.656031,2.576413,2.533613,1.298971,5.195884,0.7060002,0.3217024,0.99999963636,1.5178987273e-07,3.656031
36,20390340,1,ok,3.655745,2.569999,2.535738,1.297811,5.191243,0.7084967,0.3227105,0.99999963636,1.5229769091e-07,3.655745
37,20390341,1,ok,3.65558,2.573298,2.528495,1.299449,5.197796,0.7094582,0.3196722,0.99999963636,1.5213025455e-07,3.65558
38,20390342,1,ok,3.655738,2.573264,2.53666,1.299757,5.199028,0.7075403,0.320213,0.99999963636,1.5203421818e-07,3.655738
39,20390343,1,ok,3.655979,2.571492,2.531122,1.300738,5.202951,0.7097728,0.3201635,0.99999963636,1.52499e-07,3.655979
40,20390344,1,ok,3.655883,2.575183,2.531762,1.299042,5.196169,0.7068136,0.3206599,0.99999963636,1.5214656364e-07,3.655883
41,20390345,1,ok,3.655897,2.569657,2.53478,1.299171,5.196685,0.7058663,0.3218499,0.99999963636,1.5233107273e-07,3.655897
42,20390346,1,ok,3.655986,2.573013,2.537567,1.299768,5.199072,0.7121741,0.3195122,0.99999963636,1.521416e-07,3.655986
43,20390347,1,ok,3.656002,2.566291,2.539345,1.30079,5.203158,0.7121637,0.319618,0.99999963636,1.5241130909e-07,3.656002
44,20390348,1,ok,3.655944,2.571338,2.5417,1.300429,5.201716,0.711614,0.3202201,0.99999963636,1.521152e-07,3.655944
45,20390349,1,ok,3.655948,2.572816,2.534523,1.300192,5.200769,0.7069155,0.321953,0.99999963636,1.5249858182e-07,3.655948
