sample,seed,sw_stat_mismatch,status,vgate_thinox_max,vna_peak,vnb_peak,vccomp_dev_max,vccomp_stack_max,t_plh_ns,t_phl_ns,vout_hi_ratio,vout_lo_ratio,vinb_max_v
baseline,,unset (plain harness deck),ok,3.657314,2.644436,2.614803,1.312429,5.249715,0.7175314,0.3254128,0.99999963636,1.3837236364e-07,3.657314
0,20270304,0,ok,3.657314,2.644436,2.614803,1.312429,5.249715,0.7175314,0.3254128,0.99999963636,1.3837236364e-07,3.657314
0,25270304,0,ok,3.657314,2.644436,2.614803,1.312429,5.249715,0.7175314,0.3254128,0.99999963636,1.3837236364e-07,3.657314
1,20270305,1,ok,3.657415,2.64496,2.615902,1.312225,5.248899,0.7181682,0.3251177,0.99999963636,1.3847201818e-07,3.657415
2,20270306,1,ok,3.657418,2.648661,2.612026,1.31136,5.245442,0.7171779,0.3268281,0.99999963636,1.3857585455e-07,3.657418
3,20270307,1,ok,3.657317,2.639971,2.616643,1.311909,5.247636,0.7180026,0.324122,0.99999963636,1.3820836364e-07,3.657317
4,20270308,1,ok,3.65721,2.64363,2.613454,1.312385,5.249538,0.7165431,0.3255912,0.99999963636,1.3832454545e-07,3.65721
5,20270309,1,ok,3.657471,2.641438,2.610195,1.311662,5.246649,0.7141739,0.3257597,0.99999963636,1.3827683636e-07,3.657471
6,20270310,1,ok,3.657262,2.648043,2.612733,1.311039,5.244157,0.7152748,0.3257347,0.99999963636,1.3827732727e-07,3.657262
7,20270311,1,ok,3.657375,2.642392,2.616365,1.312268,5.24907,0.720469,0.3254038,0.99999963636,1.3816905455e-07,3.657375
8,20270312,1,ok,3.657412,2.643789,2.614823,1.311563,5.246251,0.7182576,0.3261176,0.99999963636,1.3823834545e-07,3.657412
9,20270313,1,ok,3.657179,2.642518,2.616776,1.311066,5.244265,0.7149055,0.3261326,0.99999963636,1.3830627273e-07,3.657179
10,20270314,1,ok,3.65733,2.643207,2.615164,1.311269,5.245078,0.7167473,0.3258929,0.99999963636,1.3855672727e-07,3.65733
11,20270315,1,ok,3.657308,2.644243,2.616093,1.311989,5.247957,0.7166967,0.3250662,0.99999963636,1.3835705455e-07,3.657308
12,20270316,1,ok,3.657377,2.643274,2.613641,1.312372,5.249488,0.716582,0.3248271,0.99999963636,1.3860118182e-07,3.657377
13,20270317,1,ok,3.657219,2.644721,2.614736,1.311488,5.245952,0.7186466,0.3247054,0.99999963636,1.3816290909e-07,3.657219
14,20270318,1,ok,3.657344,2.647828,2.61198,1.311115,5.244458,0.7189942,0.3241995,0.99999963636,1.3813438182e-07,3.657344
15,20270319,1,ok,3.657235,2.646055,2.612872,1.311857,5.247428,0.7167159,0.3245792,0.99999963636,1.3826596364e-07,3.657235
16,20270320,1,ok,3.657285,2.64364,2.618068,1.310684,5.242734,0.7143776,0.3255122,0.99999963636,1.3815010909e-07,3.657285
17,20270321,1,ok,3.657252,2.644385,2.61777,1.311443,5.245773,0.7199978,0.3250566,0.99999963636,1.384212e-07,3.657252
18,20270322,1,ok,3.657353,2.643253,2.61787,1.311797,5.247189,0.7212226,0.3260974,0.99999963636,1.3848054545e-07,3.657353
19,20270323,1,ok,3.657405,2.645159,2.620165,1.312252,5.249006,0.7194105,0.3257896,0.99999963636,1.3859041818e-07,3.657405
20,20270324,1,ok,3.657282,2.643363,2.614576,1.312501,5.250006,0.7199603,0.3260304,0.99999963636,1.3854807273e-07,3.657282
21,20270325,1,ok,3.657298,2.642914,2.61842,1.311961,5.247844,0.7158372,0.3254173,0.99999963636,1.3859783636e-07,3.657298
22,20270326,1,ok,3.65716,2.642737,2.61628,1.311509,5.246037,0.7183439,0.3250956,0.99999963636,1.3808643636e-07,3.65716
23,20270327,1,ok,3.657248,2.635691,2.615146,1.311161,5.244645,0.7164402,0.3245946,0.99999963636,1.3825943636e-07,3.657248
24,20270328,1,ok,3.657336,2.64704,2.615153,1.311705,5.246818,0.7200479,0.326077,0.99999963636,1.3823769091e-07,3.657336
25,20270329,1,ok,3.657143,2.645344,2.618305,1.311254,5.245014,0.7164168,0.3258983,0.99999963636,1.3827621818e-07,3.657143
26,20270330,1,ok,3.657148,2.642948,2.616129,1.311213,5.244851,0.7186468,0.3248688,0.99999963636,1.3819089091e-07,3.657148
27,20270331,1,ok,3.657328,2.644216,2.618131,1.310931,5.243723,0.7156706,0.3263105,0.99999963636,1.3841390909e-07,3.657328
28,20270332,1,ok,3.657479,2.642719,2.615345,1.312033,5.248134,0.7176789,0.3256229,0.99999963636,1.3859476364e-07,3.657479
29,20270333,1,ok,3.657339,2.642067,2.61692,1.312112,5.248446,0.717232,0.3255971,0.99999963636,1.3822236364e-07,3.657339
30,20270334,1,ok,3.657454,2.649152,2.61338,1.312317,5.249269,0.7139878,0.3255261,0.99999963636,1.3856030909e-07,3.657454
31,20270335,1,ok,3.657471,2.649643,2.609167,1.312297,5.249187,0.7204711,0.3252523,0.99999963636,1.3831734545e-07,3.657471
32,20270336,1,ok,3.657468,2.645281,2.613512,1.312219,5.248878,0.7193304,0.3257098,0.99999963636,1.3841681818e-07,3.657468
33,20270337,1,ok,3.657235,2.645197,2.618075,1.312518,5.250072,0.7183811,0.3245085,0.99999963636,1.3829330909e-07,3.657235
34,20270338,1,ok,3.657429,2.647737,2.618752,1.312323,5.249292,0.7230966,0.3255615,0.99999963636,1.3810492727e-07,3.657429
35,20270339,1,ok,3.657412,2.64473,2.609743,1.312809,5.251234,0.7203025,0.3246287,0.99999963636,1.385678e-07,3.657412
36,20270340,1,ok,3.65738,2.646054,2.61637,1.312698,5.250793,0.7185124,0.3252426,0.99999963636,1.3855569091e-07,3.65738
37,20270341,1,ok,3.657337,2.643349,2.612465,1.312088,5.248351,0.7170214,0.3250451,0.99999963636,1.3862143636e-07,3.657337
38,20270342,1,ok,3.657291,2.649287,2.611774,1.311476,5.245904,0.7173178,0.3265568,0.99999963636,1.3853881818e-07,3.657291
39,20270343,1,ok,3.657276,2.642931,2.616896,1.311962,5.247849,0.7217692,0.3245487,0.99999963636,1.3810783636e-07,3.657276
40,20270344,1,ok,3.657191,2.643694,2.619226,1.31126,5.245039,0.7161595,0.325306,0.99999963636,1.3839547273e-07,3.657191
41,20270345,1,ok,3.657267,2.641843,2.613615,1.311948,5.247791,0.7187154,0.3253383,0.99999963636,1.3848452727e-07,3.657267
42,20270346,1,ok,3.657276,2.644028,2.618037,1.311609,5.246437,0.7180745,0.3249486,0.99999963636,1.3829776364e-07,3.657276
43,20270347,1,ok,3.657328,2.645871,2.615382,1.313011,5.252044,0.7170879,0.3254856,0.99999963636,1.3855081818e-07,3.657328
44,20270348,1,ok,3.657306,2.641409,2.620381,1.311847,5.247387,0.7155935,0.3253776,0.99999963636,1.3863245455e-07,3.657306
45,20270349,1,ok,3.657321,2.643529,2.615343,1.31115,5.244601,0.7173374,0.326138,0.99999963636,1.3845970909e-07,3.657321
46,20270350,1,ok,3.657523,2.643989,2.618232,1.311835,5.24734,0.7146893,0.3257794,0.99999963636,1.3834512727e-07,3.657523
47,20270351,1,ok,3.657168,2.646107,2.614202,1.312965,5.25186,0.7211256,0.3253024,0.99999963636,1.3847783636e-07,3.657168
48,20270352,1,ok,3.657403,2.642344,2.615519,1.312743,5.250971,0.7201256,0.3253396,0.99999963636,1.3840089091e-07,3.657403
49,20270353,1,ok,3.657417,2.645979,2.62219,1.31296,5.25184,0.7200083,0.325804,0.99999963636,1.3835576364e-07,3.657417
50,20270354,1,ok,3.657211,2.645752,2.615941,1.312083,5.24833,0.7172493,0.3255497,0.99999963636,1.3825143636e-07,3.657211
51,20270355,1,ok,3.657312,2.641221,2.611671,1.31117,5.244681,0.7197854,0.3247755,0.99999963636,1.381278e-07,3.657312
52,20270356,1,ok,3.65743,2.645966,2.616403,1.31244,5.249759,0.7183796,0.3251778,0.99999963636,1.3825229091e-07,3.65743
53,20270357,1,ok,3.657228,2.644369,2.621213,1.31056,5.242241,0.7165272,0.3261751,0.99999963636,1.3804983636e-07,3.657228
54,20270358,1,ok,3.657168,2.643134,2.607385,1.312191,5.248762,0.7166566,0.3256196,0.99999963636,1.3846429091e-07,3.657168
55,20270359,1,ok,3.657269,2.643135,2.61093,1.311637,5.246547,0.7166323,0.3263697,0.99999963636,1.3834467273e-07,3.657269
56,20270360,1,ok,3.65733,2.643402,2.617013,1.311836,5.247343,0.7198241,0.3241142,0.99999963636,1.3843174545e-07,3.65733
57,20270361,1,ok,3.657349,2.641817,2.621092,1.312113,5.248452,0.716116,0.3253179,0.99999963636,1.3836192727e-07,3.657349
58,20270362,1,ok,3.657229,2.647446,2.615405,1.311363,5.24545,0.7153553,0.3259372,0.99999963636,1.3835558182e-07,3.657229
59,20270363,1,ok,3.657206,2.643083,2.611113,1.312002,5.248008,0.7189977,0.3264269,0.99999963636,1.3821056364e-07,3.657206
60,20270364,1,ok,3.657149,2.644578,2.617147,1.311399,5.245598,0.7140436,0.327023,0.99999963636,1.3848310909e-07,3.657149
61,20270365,1,ok,3.657317,2.645231,2.611543,1.31123,5.244921,0.7089321,0.3279425,0.99999963636,1.3836556364e-07,3.657317
62,20270366,1,ok,3.657288,2.645764,2.614477,1.311392,5.245566,0.7183619,0.3247669,0.99999963636,1.384168e-07,3.657288
63,20270367,1,ok,3.657249,2.64565,2.614808,1.311807,5.247229,0.7153057,0.3252799,0.99999963636,1.3858256364e-07,3.657249
64,20270368,1,ok,3.657318,2.645316,2.607142,1.311231,5.244926,0.7119324,0.3261842,0.99999963636,1.3819470909e-07,3.657318
65,20270369,1,ok,3.657261,2.641655,2.616942,1.312029,5.248116,0.7130777,0.3263803,0.99999963636,1.3848363636e-07,3.657261
66,20270370,1,ok,3.657296,2.646598,2.615547,1.312635,5.250541,0.7168154,0.3249652,0.99999963636,1.3865250909e-07,3.657296
67,20270371,1,ok,3.657466,2.647439,2.607183,1.311998,5.24799,0.7195928,0.3253588,0.99999963636,1.3807527273e-07,3.657466
68,20270372,1,ok,3.657175,2.642134,2.614159,1.311874,5.247495,0.7195344,0.3242208,0.99999963636,1.3812663636e-07,3.657175
69,20270373,1,ok,3.657305,2.645395,2.614711,1.311939,5.247757,0.7203541,0.3248185,0.99999963636,1.3794878182e-07,3.657305
70,20270374,1,ok,3.657209,2.649686,2.615526,1.312435,5.249741,0.7166811,0.3251376,0.99999963636,1.3837127273e-07,3.657209
71,20270375,1,ok,3.657261,2.644342,2.612019,1.312685,5.250738,0.7184388,0.3258981,0.99999963636,1.3845221818e-07,3.657261
