sample,seed,sw_stat_mismatch,status,vgate_thinox_max,vna_peak,vnb_peak,vccomp_dev_max,vccomp_stack_max,t_plh_ns,t_phl_ns,vout_hi_ratio,vout_lo_ratio,vinb_max_v
baseline,,unset (plain harness deck),ok,3.660055,2.771364,2.743684,1.302085,5.208339,0.893632,0.3929475,0.99999927273,1.7933336364e-07,3.660055
0,20370304,0,ok,3.660055,2.771364,2.743684,1.302085,5.208339,0.893632,0.3929475,0.99999927273,1.7933336364e-07,3.660055
0,25370304,0,ok,3.660055,2.771364,2.743684,1.302085,5.208339,0.893632,0.3929475,0.99999927273,1.7933336364e-07,3.660055
1,20370305,1,ok,3.660115,2.770973,2.743311,1.301281,5.205125,0.8881172,0.3952718,0.99999927273,1.7961390909e-07,3.660115
2,20370306,1,ok,3.660362,2.770128,2.742812,1.30229,5.209158,0.89612,0.3938022,0.99999927273,1.7985374545e-07,3.660362
3,20370307,1,ok,3.659819,2.76973,2.736805,1.300058,5.20023,0.893336,0.3929851,0.99999909091,1.7886816364e-07,3.659819
4,20370308,1,ok,3.660145,2.764581,2.743938,1.302454,5.209816,0.8900379,0.3940077,0.99999927273,1.7932881818e-07,3.660145
5,20370309,1,ok,3.660249,2.766742,2.746238,1.301195,5.20478,0.8952793,0.3924733,0.99999927273,1.7935536364e-07,3.660249
6,20370310,1,ok,3.660169,2.773044,2.740043,1.302354,5.209415,0.8975995,0.3926611,0.99999927273,1.7925154545e-07,3.660169
7,20370311,1,ok,3.66005,2.773119,2.740022,1.302722,5.210888,0.8922035,0.3937447,0.99999927273,1.7960523636e-07,3.66005
8,20370312,1,ok,3.660234,2.768748,2.743668,1.302523,5.210093,0.8943209,0.3925409,0.99999927273,1.7957045455e-07,3.660234
9,20370313,1,ok,3.659817,2.77268,2.743499,1.300237,5.200947,0.8941816,0.3938639,0.99999927273,1.7914083636e-07,3.659817
