sample,seed,sw_stat_mismatch,status,vgate_thinox_max,vna_peak,vnb_peak,vccomp_dev_max,vccomp_stack_max,t_plh_ns,t_phl_ns,vout_hi_ratio,vout_lo_ratio,vinb_max_v
baseline,,unset (plain harness deck),ok,3.650337,2.677908,2.656714,1.311122,5.244489,0.5222878,0.2337621,0.99999963636,9.5382454545e-08,3.650337
0,20290304,0,ok,3.650337,2.677908,2.656714,1.311122,5.244489,0.5222878,0.2337621,0.99999963636,9.5382454545e-08,3.650337
0,25290304,0,ok,3.650337,2.677908,2.656714,1.311122,5.244489,0.5222878,0.2337621,0.99999963636,9.5382454545e-08,3.650337
1,20290305,1,ok,3.650328,2.677757,2.656837,1.311386,5.245545,0.5242801,0.2336894,0.99999963636,9.5492090909e-08,3.650328
2,20290306,1,ok,3.650407,2.677751,2.653043,1.309732,5.238927,0.5232856,0.2337754,0.99999963636,9.5454727273e-08,3.650407
3,20290307,1,ok,3.650443,2.679679,2.656848,1.309497,5.237989,0.5218206,0.234587,0.99999963636,9.54192e-08,3.650443
4,20290308,1,ok,3.650373,2.679539,2.657403,1.310663,5.242651,0.5234458,0.2327138,0.99999963636,9.5311345455e-08,3.650373
5,20290309,1,ok,3.650325,2.677637,2.656537,1.309891,5.239563,0.520676,0.2342171,0.99999963636,9.5397054545e-08,3.650325
6,20290310,1,ok,3.650485,2.679578,2.657487,1.310664,5.242657,0.5201639,0.2347367,0.99999963636,9.5288709091e-08,3.650485
7,20290311,1,ok,3.650467,2.679091,2.659285,1.310234,5.240937,0.5218363,0.2345446,0.99999963636,9.5460127273e-08,3.650467
8,20290312,1,ok,3.650228,2.680046,2.657226,1.310308,5.241232,0.5220607,0.2323146,0.99999963636,9.5414109091e-08,3.650228
9,20290313,1,ok,3.650445,2.680541,2.65456,1.310632,5.242527,0.5212922,0.2337495,0.99999963636,9.5235963636e-08,3.650445
10,20290314,1,ok,3.650334,2.678025,2.658024,1.310634,5.242537,0.5210061,0.2348969,0.99999963636,9.5444018182e-08,3.650334
11,20290315,1,ok,3.650521,2.678383,2.659192,1.309002,5.236006,0.5240999,0.2324283,0.99999963636,9.5307236364e-08,3.650521
12,20290316,1,ok,3.650467,2.67725,2.656339,1.311052,5.244206,0.5246475,0.2330631,0.99999963636,9.5312581818e-08,3.650467
13,20290317,1,ok,3.650587,2.675606,2.657846,1.311503,5.246012,0.5217491,0.2348058,0.99999963636,9.54172e-08,3.650587
14,20290318,1,ok,3.650315,2.678885,2.654004,1.308875,5.235499,0.5237544,0.2325928,0.99999963636,9.5352818182e-08,3.650315
15,20290319,1,ok,3.650335,2.678947,2.659111,1.31012,5.240482,0.5200675,0.234494,0.99999963636,9.5418945455e-08,3.650335
16,20290320,1,ok,3.650684,2.677377,2.655094,1.311448,5.245794,0.5217392,0.2352248,0.99999963636,9.5258581818e-08,3.650684
17,20290321,1,ok,3.650412,2.679795,2.660152,1.310678,5.242713,0.5209819,0.2348172,0.99999963636,9.5279454545e-08,3.650412
18,20290322,1,ok,3.650518,2.676459,2.658106,1.310576,5.242303,0.5238911,0.2329703,0.99999963636,9.5484672727e-08,3.650518
19,20290323,1,ok,3.650491,2.673498,2.659709,1.311333,5.245334,0.5240958,0.2340472,0.99999963636,9.5431181818e-08,3.650491
20,20290324,1,ok,3.650468,2.678569,2.655422,1.308706,5.234825,0.5189791,0.2343672,0.99999963636,9.5365363636e-08,3.650468
21,20290325,1,ok,3.650291,2.675792,2.657202,1.311573,5.246294,0.5222744,0.2347059,0.99999963636,9.5407127273e-08,3.650291
22,20290326,1,ok,3.650274,2.67671,2.654281,1.310895,5.243579,0.5232938,0.2323568,0.99999963636,9.5470909091e-08,3.650274
23,20290327,1,ok,3.650413,2.677001,2.662953,1.31108,5.244322,0.5246231,0.2344839,0.99999963636,9.52036e-08,3.650413
24,20290328,1,ok,3.650419,2.682979,2.65161,1.311529,5.246117,0.5222633,0.2337893,0.99999963636,9.5570927273e-08,3.650419
25,20290329,1,ok,3.650441,2.679172,2.654514,1.310171,5.240685,0.520422,0.2338519,0.99999963636,9.5159018182e-08,3.650441
26,20290330,1,ok,3.650363,2.680848,2.652654,1.311235,5.24494,0.5217708,0.2345149,0.99999963636,9.5302472727e-08,3.650363
27,20290331,1,ok,3.650302,2.682408,2.659555,1.310617,5.242467,0.5215115,0.232863,0.99999963636,9.5365818182e-08,3.650302
28,20290332,1,ok,3.650628,2.677285,2.659848,1.310447,5.241788,0.5240304,0.2336932,0.99999963636,9.5415181818e-08,3.650628
29,20290333,1,ok,3.650436,2.674884,2.656227,1.309565,5.238259,0.5221305,0.234591,0.99999963636,9.5277927273e-08,3.650436
30,20290334,1,ok,3.650317,2.672393,2.65462,1.310536,5.242145,0.5204048,0.23367,0.99999963636,9.5590636364e-08,3.650317
31,20290335,1,ok,3.650551,2.677508,2.653451,1.309503,5.238013,0.5220269,0.2345895,0.99999963636,9.5284527273e-08,3.650551
32,20290336,1,ok,3.650359,2.682638,2.656901,1.310544,5.242177,0.5237305,0.2329887,0.99999963636,9.5435454545e-08,3.650359
33,20290337,1,ok,3.65053,2.679914,2.653883,1.309913,5.239652,0.5215378,0.2348983,0.99999963636,9.5573763636e-08,3.65053
34,20290338,1,ok,3.650393,2.676784,2.657693,1.310088,5.240353,0.5191641,0.2346208,0.99999963636,9.5419181818e-08,3.650393
35,20290339,1,ok,3.650368,2.682495,2.655931,1.30913,5.236522,0.5227254,0.2342926,0.99999963636,9.5433963636e-08,3.650368
36,20290340,1,ok,3.650535,2.679998,2.65546,1.310852,5.243408,0.520361,0.2348348,0.99999963636,9.5396490909e-08,3.650535
37,20290341,1,ok,3.650595,2.684406,2.656932,1.311402,5.245606,0.5219254,0.2340602,0.99999963636,9.5449909091e-08,3.650595
38,20290342,1,ok,3.650588,2.679299,2.658741,1.31107,5.244279,0.5207122,0.2338685,0.99999963636,9.5451945455e-08,3.650588
39,20290343,1,ok,3.650274,2.674958,2.654018,1.310738,5.242953,0.5213791,0.2331247,0.99999963636,9.53976e-08,3.650274
40,20290344,1,ok,3.650318,2.676812,2.654904,1.311424,5.245697,0.5230958,0.2335857,0.99999963636,9.5371e-08,3.650318
41,20290345,1,ok,3.650219,2.680954,2.657754,1.310509,5.242037,0.5209132,0.2326951,0.99999963636,9.5366963636e-08,3.650219
42,20290346,1,ok,3.650396,2.675406,2.655967,1.310667,5.24267,0.5216606,0.234136,0.99999963636,9.5242327273e-08,3.650396
43,20290347,1,ok,3.650436,2.678889,2.658222,1.310624,5.242494,0.5220162,0.2327505,0.99999963636,9.5231945455e-08,3.650436
44,20290348,1,ok,3.650415,2.68002,2.656992,1.310761,5.243044,0.5223366,0.2340943,0.99999963636,9.5386272727e-08,3.650415
45,20290349,1,ok,3.650356,2.679916,2.656045,1.310593,5.242372,0.5191183,0.2345184,0.99999963636,9.5273109091e-08,3.650356
46,20290350,1,ok,3.650301,2.68335,2.656449,1.311072,5.244287,0.5246372,0.2329362,0.99999963636,9.5511909091e-08,3.650301
47,20290351,1,ok,3.650328,2.675922,2.6536,1.310852,5.24341,0.523982,0.2337819,0.99999963636,9.5397290909e-08,3.650328
48,20290352,1,ok,3.650316,2.674098,2.657845,1.309916,5.239663,0.5228083,0.233549,0.99999963636,9.5313890909e-08,3.650316
49,20290353,1,ok,3.6502,2.678709,2.652972,1.308929,5.235716,0.5233132,0.2318236,0.99999963636,9.53606e-08,3.6502
50,20290354,1,ok,3.650541,2.674302,2.6552,1.309672,5.238689,0.5203837,0.2339227,0.99999963636,9.53754e-08,3.650541
51,20290355,1,ok,3.65036,2.675168,2.656377,1.310557,5.242229,0.5243492,0.2328576,0.99999963636,9.5411654545e-08,3.65036
52,20290356,1,ok,3.650427,2.677381,2.656433,1.311486,5.245943,0.5239417,0.2338832,0.99999963636,9.5409090909e-08,3.650427
53,20290357,1,ok,3.65038,2.677827,2.6577,1.310619,5.242478,0.5237843,0.2330992,0.99999963636,9.5245818182e-08,3.65038
54,20290358,1,ok,3.650511,2.680383,2.660441,1.311027,5.244106,0.52244,0.2335882,0.99999963636,9.5454436364e-08,3.650511
55,20290359,1,ok,3.650327,2.673666,2.64938,1.310359,5.241434,0.5214977,0.2340201,0.99999963636,9.5618618182e-08,3.650327
56,20290360,1,ok,3.650413,2.674265,2.663153,1.311273,5.245093,0.521937,0.2347575,0.99999963636,9.5304072727e-08,3.650413
57,20290361,1,ok,3.65035,2.677114,2.657959,1.31108,5.244319,0.5196705,0.2338426,0.99999963636,9.5501418182e-08,3.65035
58,20290362,1,ok,3.650356,2.678782,2.657372,1.310966,5.243863,0.5223687,0.2338325,0.99999963636,9.5359654545e-08,3.650356
59,20290363,1,ok,3.650425,2.680234,2.655761,1.309559,5.238235,0.5230329,0.2334535,0.99999963636,9.5140363636e-08,3.650425
60,20290364,1,ok,3.650284,2.676895,2.656026,1.311312,5.24525,0.5222638,0.2331228,0.99999963636,9.5394527273e-08,3.650284
